exp,job_id,ts,cabinet,node,cab-node,uuid,device,kern_min_start,kern_max_start,num_kerns,kern_sum,train_time,mean_iter_dur,perf,min_iter_dur,max_iter_dur,mean_freq,freq,min_freq,max_freq,mean_memfreq,median_memfreq,min_memfreq,max_memfreq,mean_temp,temp,min_temp,max_temp,mean_pwr,pwr,min_pwr,max_pwr
resnet,10048,1646009054,c004,4,c004-4,c004-4-2,2,4.715471,174.051883,0,0,158.745892,181.6105529,120.6990145,97.52655774,3337.425716,1509.546539,1530,1312,1530,877,877,877,877,44.44497465,46,27,52,185.6415133,214.073,65.729,299.744
resnet,17323,1646006534,c002,12,c002-12,c002-12-2,2,6.796173,181.89207,2391,48621.07317,165.234371,189.1401052,120.6852533,97.24032879,3786.909766,1507.897701,1530,1312,1530,877,877,877,877,52.33706897,54,37,61,187.0838178,206.924,65.074,312.137
resnet,64759,1646009336,c004,6,c004-6,c004-6-2,2,4.741799,170.782304,2545,48552.51154,155.951324,173.7878653,120.682566,96.706885,3424.786468,1504.143894,1530,1312,1530,877,877,877,877,45.51557303,47,27,54,188.1840227,216.103,62.627,307.283
resnet,158221,1646131759,c008,11,c008-11,c008-11-2,2,10.65829,187.472811,0,0,167.052031,190.0269244,120.6451207,97.45242447,4746.52601,1402.908986,1432,510,1530,877,877,877,877,74.73825121,78,46,84,168.8552617,180.208,66.132,305.545
resnet,21138,1646090624,c003,8,c003-8,c003-8-2,2,5.259129,188.357782,0,0,173.051807,196.9737262,120.636791,96.25723958,3373.476431,1510.636161,1530,1312,1530,877,877,877,877,47.07256489,49,28,55,177.7009174,190.192,64.218,307.687
resnet,11202,1646009359,c003,4,c003-4,c003-4-3,3,4.551626,195.286876,1817,50810.63564,180.684015,213.0611802,120.6313111,96.09214962,3380.802199,1509.104068,1530,1312,1530,877,877,877,877,50.65944518,53,30,60,183.5394106,183.857,68.132,305.06
resnet,156906,1646102619,c002,11,c002-11,c002-11-3,3,7.75863,214.178486,0,0,195.816307,232.5643119,120.6027498,96.16258834,3442.208769,1502.262611,1522,1312,1530,877,877,877,877,55.9534423,57,37,63,183.2309351,158.462,69.509,318.36
resnet,99674,1646125350,c006,6,c006-6,c006-6-2,2,14.849995,182.529118,2319,41435.11169,158.371262,178.2239294,120.5985481,96.25068307,3268.675588,1506.60193,1530,1312,1530,877,877,877,877,41.86085399,43,26,49,176.309914,207.624,60.591,286.705
resnet,148124,1646126381,c006,9,c006-9,c006-9-1,1,11.01228,228.382142,1,2.019,207.264545,245.6738635,120.5900162,95.85295618,3622.699633,1520.441893,1530,1312,1530,877,877,877,877,60.71657877,62,39,72,171.2777698,118.7,65.606,307.768
resnet,79628,1646007935,c003,6,c003-6,c003-6-3,3,9.207371,193.761563,0,0,174.693024,205.6781192,120.5497459,95.73646449,3506.331239,1508.118093,1530,1312,1530,877,877,877,877,51.08182064,53,30,63,180.1418217,194.451,64.707,304.978
resnet,9161,1646007134,c005,9,c005-9,c005-9-0,0,5.386675,179.399906,0,0,163.872178,185.0558183,120.5405444,97.7338925,3550.683469,1506.388631,1530,1312,1530,877,877,877,877,49.8457971,52,32,58,182.8008159,200.594,63.564,303.685
resnet,158220,1646131759,c008,11,c008-11,c008-11-1,1,10.658422,187.470777,2548,52861.90231,167.052031,181.9230163,120.504871,96.3844806,3593.49899,1504.081761,1530,1312,1530,877,877,877,877,60.0819209,62,43,67,186.0694955,202.452,65.966,312.489
resnet,5468,1646006841,c003,4,c003-4,c003-4-0,0,4.48943,188.671093,0,0,173.726061,203.0942347,120.5001734,98.47667068,3462.479495,1508.639407,1530,1312,1530,877,877,877,877,56.60911337,58,28,81,176.0639437,187.632,63.157,305.424
resnet,41229,1646208893,c002,7,c002-7,c002-7-1,1,9.28341,202.563345,1727,53790.18113,183.051546,216.5620726,120.4782873,95.47203034,4357.437827,1507.647516,1530,1312,1530,877,877,877,877,55.29460581,58,31,68,182.8453566,181.544,66.621,315.309
resnet,72170,1646128804,c008,7,c008-7,c008-7-0,0,6.505153,220.836332,0,0,204.370904,246.9739369,120.4629615,96.46765143,3656.333037,1515.216369,1530,1312,1530,877,877,877,877,50.39016933,51,33,58,155.658476,118.14,62.668,281.376
resnet,87800,1646007033,c004,2,c004-2,c004-2-3,3,7.183263,185.90636,0,0,168.591851,189.5397341,120.4565056,96.92497551,5126.541339,1515.652746,1530,1312,1530,877,877,877,877,50.85440503,53,33,59,181.980353,209.2895,63.117,295.146
resnet,20150,1646007721,c002,12,c002-12,c002-12-3,3,6.771952,210.18361,0,0,196.042914,230.5035803,120.455943,96.54091299,5730.485193,1505.894453,1522,1312,1530,877,877,877,877,63.77221404,65,41,82,180.9316139,160.9865,65.074,318.723
resnet,72173,1646128804,c008,7,c008-7,c008-7-3,3,6.506081,220.831915,0,0,204.370904,235.6984336,120.4375885,95.77631205,3259.763114,1511.982025,1530,1312,1530,877,877,877,877,55.77625355,57,36,63,173.8051414,133.799,66.498,309.914
resnet,90598,1646008257,c004,2,c004-2,c004-2-2,2,7.186362,185.061514,0,0,168.045581,183.470077,120.4348765,96.53293341,5526.704602,1517.200684,1530,1312,1530,877,877,877,877,46.62742303,48,29,54,181.5780867,199.4895,62.138,302.03
resnet,14318,1646071294,c004,12,c004-12,c004-12-1,1,5.588004,188.723256,1763,46518.09902,173.003328,196.7277327,120.4086319,97.14899212,3557.172388,1502.926152,1522,735,1530,877,877,877,877,65.11493615,66,40,81,188.901247,205.882,64.053,322.119
resnet,156315,1646008709,c007,5,c007-5,c007-5-0,0,16.234055,195.277107,2341,52806.40589,169.845427,188.8829016,120.3844957,96.04579955,3510.631591,1507.567583,1530,1312,1530,877,877,877,877,47.02371328,49,28,62,173.152861,165.984,63.687,304.576
resnet,17324,1646006534,c002,12,c002-12,c002-12-3,3,6.811844,182.011616,1902,50552.53175,165.234371,182.0217676,120.3557737,97.31678665,3333.464801,1493.453656,1522,1312,1530,877,877,877,877,67.19809963,70,41,83,196.4785124,225.012,65.074,318.723
resnet,100059,1646126467,c006,10,c006-10,c006-10-0,0,6.061142,193.741483,0,0,177.588898,203.7402359,120.3319356,96.38208151,3720.627144,1508.991896,1530,1312,1530,877,877,877,877,58.182604,60,38,69,184.0948663,186.0475,63.606,316.365
resnet,43028,1646128823,c006,4,c006-4,c006-4-3,3,13.692709,204.759697,1755,64896.62365,181.621768,212.7923296,120.3135774,96.32632881,3333.811589,1510.626596,1530,1312,1530,877,877,877,877,50.44127648,53,31,59,171.2083879,170.2,61.608,298.256
resnet,40253,1646127623,c006,4,c006-4,c006-4-2,2,15.033721,214.531582,0,0,190.222617,219.9434493,120.309528,97.0197767,4348.126076,1516.035642,1530,1312,1530,877,877,877,877,40.45980466,42,26,47,159.8433544,139.476,59.653,288.055
resnet,100456,1646025851,c007,3,c007-3,c007-3-1,1,5.089765,199.484241,0,0,184.428362,207.4451456,120.2819981,96.24426812,3522.29441,1509.8125,1530,1312,1530,877,877,877,877,48.35963542,50,30,58,171.8998966,167.973,62.097,306.191
resnet,148126,1646126381,c006,9,c006-9,c006-9-3,3,11.308017,228.380666,1,2.021872,207.264545,245.8876661,120.268628,95.99497914,3274.070248,1512.209024,1530,1312,1530,877,877,877,877,61.22651045,63,41,70,167.9449575,116.296,63.606,306.23
resnet,65831,1646073603,c004,1,c004-1,c004-1-3,3,15.279425,201.210684,0,0,176.325554,207.2636423,120.257884,96.80045396,4534.889846,1482.011315,1530,682,1530,877,877,877,877,65.32665964,69,32,84,177.9419468,178.008,63.239,314.408
resnet,59787,1646020346,c007,1,c007-1,c007-1-1,1,15.203403,208.274607,1637,61542.91111,183.446015,204.0194347,120.2514917,96.14208713,3354.865991,1507.549193,1530,1312,1530,877,877,877,877,48.79681888,51,30,57,171.5896462,163.996,63.075,299.319
resnet,10047,1646009054,c004,4,c004-4,c004-4-1,1,4.70837,174.001173,0,0,158.745892,181.0755117,120.2436984,95.16596794,3852.527939,1512.916063,1530,1312,1530,877,877,877,877,48.68115942,51,29,57,187.7426303,224.568,61.16,307.283
resnet,109101,1646009296,c004,3,c004-3,c004-3-0,0,13.647568,207.499569,0,0,184.236462,213.1391929,120.2337358,96.35551926,3363.063971,1510.842326,1530,1312,1530,877,877,877,877,47.74647887,49,31,55,166.8659035,145.424,62.627,294.952
resnet,35527,1646007812,c005,3,c005-3,c005-3-0,0,4.784516,208.100397,2355,76137.85815,193.060717,234.1160316,120.213937,95.9572494,3515.159436,1513.908271,1530,1312,1530,877,877,877,877,44.40025063,45,27,51,166.2376303,139.964,60.67,301.744
resnet,52785,1646127191,c002,11,c002-11,c002-11-2,2,8.093396,201.189371,2414,56673.39193,183.104063,212.0467759,120.1959834,96.79349605,3506.727147,1513.372756,1530,1312,1530,877,877,877,877,49.52639916,51,34,55,173.7456036,166.689,64.707,295.074
resnet,79484,1646126430,c008,12,c008-12,c008-12-2,2,13.546445,188.493351,2528,57696.12013,165.735413,183.0796746,120.1909706,96.79086506,4638.677642,1509.997111,1530,1312,1530,877,877,877,877,52.91778094,54,37,61,182.2628931,202.464,67.11,298.076
resnet,25358,1646115221,c002,11,c002-11,c002-11-2,2,7.763237,177.61897,2566,54962.13251,158.927756,171.5641353,120.1723353,96.24275845,3581.063395,1509.603146,1530,1312,1530,877,877,877,877,50.56853253,52,34,57,186.084026,214.765,65.197,299.638
resnet,72171,1646128804,c008,7,c008-7,c008-7-1,1,6.505995,220.829377,1787,60856.09343,204.370904,255.4829492,120.1673411,95.37120908,3628.529742,1517.005701,1530,1312,1530,877,877,877,877,55.86443495,57,36,65,172.7806804,140.01,65.031,310.756
resnet,57028,1646019164,c007,1,c007-1,c007-1-1,1,14.928482,199.760998,1792,45877.45631,174.772953,199.4625909,120.1613117,96.17662802,4206.780717,1508.805616,1530,1312,1530,877,877,877,877,49.09466985,51,30,58,175.4791371,183.127,63.117,303.969
resnet,100458,1646025851,c007,3,c007-3,c007-3-3,3,5.110973,199.48379,0,0,184.428362,216.3281085,120.1592684,96.15470469,3450.713605,1514.897852,1530,1312,1530,877,877,877,877,49.97773704,51,31,60,171.4425181,166.6215,60.631,296.118
resnet,77519,1646005832,c005,8,c005-8,c005-8-3,3,4.487894,171.37702,0,0,159.998718,177.1730273,120.1517045,95.716588,5084.600774,1504.787311,1530,1312,1530,877,877,877,877,62.29827743,64,36,81,197.5306872,231.344,64.627,316.089
resnet,58748,1646126505,c006,7,c006-7,c006-7-0,0,5.269761,185.601423,2264,46364.89878,170.270912,202.7684138,120.1477755,97.39783104,3568.234079,1509.496641,1530,1312,1530,877,877,877,877,47.94428891,50,31,55,184.7135858,198.712,65.031,309.098
resnet,58751,1646126505,c006,7,c006-7,c006-7-3,3,5.272191,185.605234,2274,68023.4169,170.270912,191.6290206,120.102191,95.924786,4217.874185,1513.730576,1530,1312,1530,877,877,877,877,54.96058149,57,34,64,185.6031621,200.66,63.117,306.312
resnet,157221,1646009835,c007,2,c007-2,c007-2-0,0,4.785236,167.386692,2198,29949.96422,152.553152,177.4025701,120.0998239,97.19704837,3659.999259,1508.548667,1530,1312,1530,877,877,877,877,43.22046512,45,26,50,179.3075017,207.556,59.692,291.072
resnet,84894,1646128753,c002,4,c002-4,c002-4-0,0,8.923796,208.520123,0,0,189.688682,228.7974926,120.0995966,96.04274482,3485.379124,1500.516616,1522,1312,1530,877,877,877,877,51.17753714,53,31,60,180.2949177,161.422,66.542,317.201
resnet,125205,1646022595,c005,6,c005-6,c005-6-2,2,13.31135,178.80319,0,0,155.803226,175.5873379,120.0885139,95.81708163,5547.496788,1514.333942,1530,1312,1530,877,877,877,877,42.4921545,44,25,50,179.5970661,206.097,59.692,295.923
resnet,147574,1646010230,c009,3,c009-3,c009-3-0,0,7.130168,183.762995,0,0,166.463615,193.3667761,120.0391301,95.80700612,4366.979587,1495.187713,1515,1312,1530,877,877,877,877,51.64419795,54,28,65,191.9040222,212.399,67.11,320.574
resnet,43025,1646128823,c006,4,c006-4,c006-4-0,0,13.693165,204.757692,2207,64680.2279,181.621768,214.1868712,120.0381331,96.99187428,3384.529307,1511.726695,1530,1312,1530,877,877,877,877,42.98176133,44,27,50,174.6564019,167.541,62.545,310.476
resnet,35529,1646007812,c005,3,c005-3,c005-3-2,2,4.773164,208.10699,0,0,193.060717,224.489456,120.0268269,97.08827734,3485.9685,1512.576942,1530,1312,1530,877,877,877,877,42.01310908,43,26,48,162.3926916,138.988,61.12,292.234
resnet,5469,1646006841,c003,4,c003-4,c003-4-1,1,4.492019,188.675747,1753,43208.48496,173.726061,202.1490341,120.0139783,95.69814056,4037.544914,1512.489201,1530,1312,1530,877,877,877,877,49.46841253,51,31,60,166.0834109,173.637,62.22,280.151
resnet,21136,1646090624,c003,8,c003-8,c003-8-0,0,5.270802,188.360899,0,0,173.051807,191.1871832,120.0098917,95.57114542,3614.707455,1512.801332,1530,1312,1530,877,877,877,877,52.36958935,54,30,64,181.6079814,195.296,64.218,304.375
resnet,153954,1646026086,c007,10,c007-10,c007-10-1,1,7.855638,181.373892,0,0,163.353642,184.3554343,120.0094229,96.47941403,3373.319027,1503.235877,1530,1312,1530,877,877,877,877,63.53203262,66,40,75,191.9716109,220.194,65.031,313.387
resnet,124942,1646020141,c005,11,c005-11,c005-11-2,2,7.561616,197.434104,2685,67871.30731,181.317805,204.5641666,120.0063359,96.98791057,3435.816817,1506.939733,1530,1312,1530,877,877,877,877,53.60176047,54,37,67,174.6708485,170.2,63.564,310.141
resnet,147576,1646010230,c009,3,c009-3,c009-3-2,2,7.112521,183.762592,0,0,166.463615,181.3212145,119.9976921,95.58623796,4218.033087,1515.07416,1530,1312,1530,877,877,877,877,57.37079954,60,29,74,183.0680324,203.2605,62.261,308.25
resnet,64223,1646128848,c006,7,c006-7,c006-7-3,3,4.904433,183.748876,1660,38309.17973,168.643646,196.7560092,119.9930245,95.98317399,3369.165024,1507.556306,1530,1312,1530,877,877,877,877,55.08471714,57,34,65,185.9593473,203.448,63.117,316.298
resnet,32296,1646128812,c004,9,c004-9,c004-9-2,2,13.638237,179.965124,0,0,156.643576,176.421657,119.9917656,97.6784071,3390.094097,1505.093164,1530,1312,1530,877,877,877,877,45.40981155,47,28,53,180.5605691,206.4365,61.649,297.77
resnet,5471,1646006841,c003,4,c003-4,c003-4-3,3,4.498454,188.671139,0,0,173.726061,194.8767428,119.9682206,96.3280499,3950.604357,1514.304443,1530,1312,1530,877,877,877,877,51.91961591,53,31,65,187.6658234,200.65,68.577,307.608
resnet,154657,1646010097,c003,7,c003-7,c003-7-1,1,11.762861,216.478135,0,0,195.018929,219.2715607,119.9664846,95.98341584,3469.16312,1509.710879,1530,1312,1530,877,877,877,877,52.55217606,54,32,61,175.4633007,147.962,63.564,314.979
resnet,21139,1646090624,c003,8,c003-8,c003-8-3,3,5.266825,188.366256,0,0,173.051807,201.133193,119.9582033,96.37126327,3509.480283,1514.668151,1530,1312,1530,877,877,877,877,54.87583519,58,33,63,184.6415192,203.948,64.75,302.75
resnet,82181,1646127599,c002,4,c002-4,c002-4-0,0,8.388742,175.741512,1,2.56602,157.266873,179.2231655,119.9548426,96.76942299,5666.355926,1497.028519,1522,1312,1530,877,877,877,877,53.2215478,55,31,66,198.7422971,231.707,66.542,318.303
resnet,83931,1646130663,c008,10,c008-10,c008-10-2,2,5.020524,182.294124,0,0,166.976039,193.5696089,119.9483722,95.50023824,3547.973588,1507.80725,1530,1312,1530,877,877,877,877,61.45339471,64,37,74,191.8894404,212.556,64.095,313.665
resnet,153458,1646007500,c007,5,c007-5,c007-5-1,1,16.993566,214.875841,0,0,188.312649,222.5547988,119.9361533,96.34313732,3640.807196,1510.053007,1530,1312,1530,877,877,877,877,47.69807597,50,31,58,157.1919124,128.217,60.142,288.265
resnet,69545,1646009950,c007,7,c007-7,c007-7-2,2,10.822978,199.003939,2376,54583.23604,178.341579,213.1446054,119.9299842,96.14311904,3603.463702,1513.087983,1530,1312,1530,877,877,877,877,49.63036481,51,33,57,172.5863751,171.438,61.649,296.603
resnet,128356,1646022767,c003,1,c003-1,c003-1-2,2,7.073589,199.163836,0,0,182.099913,207.68302,119.9207045,97.2443819,3712.826379,1513.005274,1530,1312,1530,877,877,877,877,43.35802795,45,28,51,165.1588679,162.885,60.181,284.655
resnet,96774,1646244703,c006,5,c006-5,c006-5-0,0,10.396484,183.842141,2391,56154.84691,163.388948,188.8428203,119.9076287,97.06035256,3404.413067,1507.291228,1530,1312,1530,877,877,877,877,44.67132054,47,27,51,181.5282099,206.584,62.545,299.606
resnet,138846,1646006573,c009,3,c009-3,c009-3-3,3,7.25387,175.391368,2130,48990.95476,157.960766,175.4546768,119.9029395,95.03281489,3610.036288,1512.594692,1530,1312,1530,877,877,877,877,58.6841629,63,32,73,182.6267952,207.814,61.812,297.407
resnet,117094,1646019118,c005,6,c005-6,c005-6-3,3,13.72007,183.541208,0,0,165.866341,158.9182461,119.8712103,96.00701928,4121.249154,1500.895072,1530,1312,1530,877,877,877,877,50.734119,52,30,64,183.69034,212.696,63.117,307.363
resnet,148388,1646023752,c007,10,c007-10,c007-10-1,1,8.502967,180.059522,0,0,161.580794,178.3911506,119.8643714,96.94950585,5215.06292,1502.932565,1530,1312,1530,877,877,877,877,63.81181556,66,40,77,191.9283003,220.049,64.053,311.167
resnet,12282,1646008279,c005,4,c005-4,c005-4-3,3,14.551369,179.04254,1711,27707.05235,155.021452,177.0741675,119.8635474,96.75399959,3873.548247,1505.828554,1530,1312,1530,877,877,877,877,55.22308846,57,31,73,187.1358531,219.997,60.67,305.14
resnet,11201,1646009359,c003,4,c003-4,c003-4-2,2,4.549601,195.279417,2589,78643.31911,180.684015,205.0701742,119.8593788,96.09710425,4427.235648,1514.654151,1530,1312,1530,877,877,877,877,44.48413538,46,27,51,171.3525895,164.362,64.176,299.925
resnet,30530,1646117563,c002,11,c002-11,c002-11-2,2,7.439674,188.301424,2418,61531.21445,171.010832,191.973268,119.8386052,96.05790675,3508.906373,1511.715011,1530,1312,1530,877,877,877,877,50.28925853,52,34,57,180.7827559,195.912,65.154,298.955
resnet,96431,1646006431,c007,6,c007-6,c007-6-1,1,15.223935,207.243909,2017,50601.79469,180.520593,208.4627469,119.8261082,96.4468047,3572.913788,1508.907839,1530,1312,1530,877,877,877,877,49.34479194,51,32,58,170.2403983,169.976,63.034,296.697
resnet,73883,1646021084,c005,1,c005-1,c005-1-0,0,5.557625,192.38992,0,0,176.694523,201.7537412,119.8130138,96.18657082,3539.835684,1508.380259,1530,1312,1530,877,877,877,877,46.70719871,48,29,53,174.6766743,176.911,62.097,304.536
resnet,154656,1646010097,c003,7,c003-7,c003-7-0,0,11.840025,216.524747,0,0,195.018929,236.5620985,119.7801307,96.87358886,3979.340799,1511.067383,1530,1312,1530,877,877,877,877,45.9854192,47,30,52,170.9363565,138.194,64.584,309.302
resnet,91215,1646242304,c006,5,c006-5,c006-5-0,0,10.754227,203.154921,2142,54347.18906,183.390822,211.3599419,119.7792403,95.87868303,3518.298335,1511.323422,1530,1312,1530,877,877,877,877,44.07142857,45,27,50,171.2953474,158.392,61.608,300.001
resnet,74230,1646022139,c002,9,c002-9,c002-9-0,0,10.808756,204.923665,2389,67616.12545,184.188542,213.1581376,119.7770416,97.17305307,4015.477054,1506.44113,1530,1312,1530,877,877,877,877,52.43745083,54,34,62,184.3785282,185.562,68.088,313.649
resnet,21661,1646128880,c004,11,c004-11,c004-11-0,0,5.63649,199.867338,2216,56471.81029,183.743908,219.890558,119.7692864,95.98302096,3601.084538,1512.231846,1530,1312,1530,877,877,877,877,46.85943983,48,31,53,164.0721597,152.643,60.67,283.905
resnet,106267,1646207631,c002,1,c002-1,c002-1-2,2,10.675345,204.713672,0,0,184.270361,219.4288591,119.7649301,95.79243488,3466.037882,1513.07656,1530,1312,1530,877,877,877,877,45.51612058,47,29,52,163.3698834,154.787,59.653,284.467
resnet,11199,1646009359,c003,4,c003-4,c003-4-0,0,4.551464,195.27572,2233,63418.57754,180.684015,208.3155869,119.7483987,96.35415673,3454.579577,1512.24692,1530,1312,1530,877,877,877,877,54.92311814,57,28,71,172.5816221,172.907,62.22,298.848
resnet,45724,1646007906,c009,1,c009-1,c009-1-0,0,15.602831,208.268876,0,0,183.204578,218.8632872,119.7442189,96.55913711,4245.769195,1511.177478,1530,1312,1530,877,877,877,877,46.00101087,48,30,53,167.5880318,155.467,61.649,294.662
resnet,7370,1646007889,c004,4,c004-4,c004-4-2,2,4.960502,176.900803,2630,69051.94614,161.910685,173.2839351,119.7269857,96.28099948,3299.276136,1511.836396,1530,1312,1530,877,877,877,877,43.97836396,45,27,52,183.5118847,205.964,65.729,302.065
resnet,7953,1646131851,c008,4,c008-4,c008-4-2,2,13.051675,190.383132,2377,53305.34689,167.684259,194.3955393,119.7225191,96.20425105,3631.525017,1505.12585,1530,1312,1530,877,877,877,877,46.16761042,48,26,55,186.11084,203.8375,66.708,311.979
resnet,90878,1646127748,c004,7,c004-7,c004-7-2,2,14.272487,193.586017,2713,69356.17044,169.796554,190.8619249,119.7112994,96.78606922,3677.640187,1513.2125,1530,1312,1530,877,877,877,877,47.2703309,49,30,55,181.8692858,196.813,62.179,307.283
resnet,63672,1646125301,c008,7,c008-7,c008-7-1,1,6.205244,198.079445,0,0,183.769704,207.7230861,119.6888424,95.92296928,3621.183544,1505.524231,1530,1312,1530,877,877,877,877,58.05790297,60,36,69,181.9566286,182.0925,66.009,311.726
resnet,144982,1646126535,c006,3,c006-3,c006-3-1,1,4.635573,186.158002,0,0,170.818822,191.3023508,119.6858101,95.93554959,4817.651685,1511.32129,1530,1312,1530,877,877,877,877,50.30350195,52,31,59,177.1820698,194.38,61.649,297.274
resnet,18363,1646089462,c003,8,c003-8,c003-8-0,0,4.91462,172.635668,0,0,157.714934,181.9300324,119.6680218,96.81713581,3677.095436,1511.173675,1530,1312,1530,877,877,877,877,53.73187081,56,30,67,190.6319951,220.3885,64.26,306.03
resnet,91218,1646242304,c006,5,c006-5,c006-5-3,3,10.789408,203.217845,2001,59413.47075,183.390822,216.2750396,119.6600981,95.85563838,3457.617015,1510.351337,1530,1312,1530,877,877,877,877,50.51435282,52,32,57,172.7576594,164.9705,64.053,298.939
resnet,144820,1646009045,c009,3,c009-3,c009-3-3,3,7.033481,192.091605,2117,59771.021,174.929931,200.2909983,119.6556665,96.42471396,3369.346726,1510.081213,1530,1312,1530,877,877,877,877,56.51462622,58,32,75,171.2864816,178.3105,62.261,296.144
resnet,79625,1646007935,c003,6,c003-6,c003-6-0,0,9.216385,193.748823,0,0,174.693024,208.3710627,119.6526699,96.20024264,3372.446045,1507.656805,1530,1312,1530,877,877,877,877,44.98870664,46,28,54,175.8820621,175.456,66.132,300.983
resnet,156871,1646010217,c009,4,c009-4,c009-4-1,1,7.477009,185.402986,1653,51184.19584,167.734928,193.6994653,119.6307391,97.66806662,3997.399405,1510.379725,1530,1312,1530,877,877,877,877,50.48296593,53,31,58,177.2929771,200.001,60.591,295.626
resnet,62769,1646126141,c008,3,c008-3,c008-3-2,2,16.944132,208.023342,0,0,180.555182,201.6975869,119.6287498,95.9226368,3798.886308,1512.292696,1530,1312,1530,877,877,877,877,43.29941192,45,26,52,174.4485345,154.5235,65.197,309.908
resnet,126014,1646021618,c003,1,c003-1,c003-1-3,3,6.678693,171.857437,0,0,155.038013,176.900616,119.6128651,96.68446332,5222.843751,1509.906004,1530,1312,1530,877,877,877,877,51.30260764,53,31,62,193.8437213,230.553,63.606,314.842
resnet,144817,1646009045,c009,3,c009-3,c009-3-0,0,7.019506,192.076679,0,0,174.929931,202.5468663,119.6112524,96.99724894,3419.56157,1494.658166,1515,1312,1530,877,877,877,877,50.71920781,52,28,65,186.3561815,191.403,66.621,321.603
resnet,59226,1646006946,c004,6,c004-6,c004-6-3,3,4.571618,197.507821,0,0,182.338858,206.3247906,119.6098395,96.008791,3563.246404,1514.304757,1530,1312,1530,877,877,877,877,50.77077888,52,31,60,174.7293359,165.92,62.627,301.081
resnet,8383,1646008126,c003,4,c003-4,c003-4-0,0,4.642342,191.921998,0,0,177.20415,202.7000888,119.6050607,95.46358883,4436.409295,1509.573434,1530,1312,1530,877,877,877,877,54.39595142,55,28,77,172.2959611,169.875,63.157,302.521
resnet,49260,1646126365,c004,8,c004-8,c004-8-0,0,5.43843,167.510961,0,0,152.057981,170.0292563,119.6009293,96.2093845,4876.85395,1503.939431,1530,1312,1530,877,877,877,877,47.12330037,49,27,56,191.6767923,229.461,63.075,308.613
resnet,126012,1646021618,c003,1,c003-1,c003-1-1,1,6.693163,171.888712,1743,35649.46038,155.038013,167.5236454,119.5969172,96.13461047,3503.019452,1500.748459,1530,1312,1530,877,877,877,877,58.56411837,60,33,76,199.9287834,239.637,66.009,316.156
resnet,56016,1646125301,c006,7,c006-7,c006-7-0,0,4.927498,202.190041,2260,65476.21607,190.497211,222.0988942,119.591686,96.349995,3559.340458,1511.657403,1530,1312,1530,877,877,877,877,47.70927002,49,31,54,175.5173632,155.852,65.031,307.566
resnet,38270,1646014114,c007,4,c007-4,c007-4-0,0,16.883981,190.438589,2458,59902.68413,164.26136,179.5350401,119.5915097,95.59028922,3468.576065,1507.800931,1530,1312,1530,877,877,877,877,44.46021929,46,28,53,176.4442221,191.403,63.198,294.685
resnet,71138,1646019930,c005,1,c005-1,c005-1-2,2,5.597965,171.945952,2709,61091.7179,160.53177,168.3692482,119.5869967,96.5276137,3445.594572,1499.148785,1530,1312,1530,877,877,877,877,46.52726734,49,27,54,190.3354846,220.7995,62.138,312.623
resnet,123356,1646020471,c003,1,c003-1,c003-1-3,3,6.928201,167.624709,0,0,153.155545,167.0200668,119.5857078,95.56757659,4753.827758,1509.809136,1530,1312,1530,877,877,877,877,51.90422535,54,31,62,197.9705346,240.926,63.606,312.211
resnet,10045,1646009054,c004,4,c004-4,c004-4-0,0,4.772596,174.093748,2357,46260.24369,158.745892,181.0824629,119.5778586,96.3890776,3805.40695,1508.998797,1530,1312,1530,877,877,877,877,46.89711191,49,28,56,183.606327,219.416,63.198,298.364
resnet,63042,1646072395,c004,1,c004-1,c004-1-0,0,13.288368,219.971131,0,0,196.496507,237.2394264,119.575859,95.64666403,3453.671887,1508.927764,1530,1312,1530,877,877,877,877,49.30074825,51,29,62,170.5689447,136.095,66.577,309.424
resnet,24039,1646005879,c003,11,c003-11,c003-11-2,2,13.389354,204.938962,2438,64572.14443,181.897317,210.2815745,119.572303,96.84336884,3367.888435,1507.83788,1530,1312,1530,877,877,877,877,47.38331601,48,31,56,170.5217643,162.153,62.627,298.06
resnet,100455,1646025851,c007,3,c007-3,c007-3-0,0,5.095037,199.46487,2263,55805.88356,184.428362,218.7530383,119.5614263,96.52423859,3872.091703,1514.545076,1530,1312,1530,877,877,877,877,44.17244074,45,27,52,168.4408799,158.288,60.142,295.048
resnet,14582,1646125071,c008,5,c008-5,c008-5-1,1,11.651175,189.661811,2172,56863.53563,167.38923,180.2953427,119.5360981,96.00188071,3484.655761,1494.895097,1522,1312,1530,877,877,877,877,59.44074074,61,33,76,195.4039783,218.515,68.577,326.607
resnet,82229,1646127606,c008,12,c008-12,c008-12-2,2,13.856881,190.559117,2382,49829.8089,167.363908,191.6250332,119.5345111,96.51122242,3659.648716,1509.100114,1530,1312,1530,877,877,877,877,52.1115138,53,38,62,180.7274192,192.9895,67.11,299.728
resnet,153933,1646009043,c009,4,c009-4,c009-4-2,2,7.531567,181.399523,2303,37562.39706,164.306691,190.2032885,119.5332147,98.31862897,3396.010354,1506.850521,1530,1312,1530,877,877,877,877,45.73522596,47,29,53,172.2396082,191.515,61.08,284.092
