exp,job_id,ts,cabinet,node,cab-node,uuid,device,kern_min_start,kern_max_start,num_kerns,kern_sum,train_time,mean_iter_dur,perf,min_iter_dur,max_iter_dur,mean_freq,freq,min_freq,max_freq,mean_memfreq,median_memfreq,min_memfreq,max_memfreq,mean_temp,temp,min_temp,max_temp,mean_pwr,pwr,min_pwr,max_pwr
resnet,63674,1646125301,c008,7,c008-7,c008-7-3,3,6.223207,198.085429,1970,58451.50015,183.769704,207.0881434,117.9186068,95.38316727,3562.070377,1505.719171,1530,1312,1530,877,877,877,877,57.13863695,59,37,66,181.5093895,179.466,65.563,311.577
resnet,40034,1646025611,c007,11,c007-11,c007-11-3,3,12.055378,194.813872,1821,45439.12443,173.19922,199.1425671,117.911583,97.11981704,3669.257681,1508.22677,1530,1312,1530,877,877,877,877,62.85355764,64,43,74,185.1432281,195.854,65.966,309.021
resnet,11142,1646071437,c006,2,c006-2,c006-2-3,3,10.329608,183.518798,0,0,163.178677,178.1222107,117.904669,96.9058862,3466.757585,1507.246957,1530,1312,1530,877,877,877,877,50.65584227,52,32,61,180.6301029,205.53,62.138,296.022
resnet,76249,1646006584,c003,6,c003-6,c003-6-2,2,10.371238,194.327263,0,0,174.464478,201.2111526,117.8970858,95.56221962,3427.111126,1512.781938,1530,1312,1530,877,877,877,877,58.32544053,61,29,79,183.2623015,191.403,64.218,310.113
resnet,101661,1646023173,c003,10,c003-10,c003-10-2,2,15.931978,195.488297,2595,51260.88251,170.002501,204.4115419,117.8896495,98.07001008,4097.778527,1512.569359,1530,1312,1530,877,877,877,877,45.66136551,47,30,53,170.1824272,179.127,60.591,288.559
resnet,30529,1646117563,c002,11,c002-11,c002-11-1,1,7.448586,188.343337,2924,44438.1063,171.010832,198.4282748,117.8735388,95.7062142,3581.368657,1435.629856,1530,648,1530,877,877,877,877,66.56366158,70,39,77,181.2695434,191.151,67.066,308.327
resnet,35584,1646206510,c002,7,c002-7,c002-7-2,2,8.348589,194.971815,0,0,176.802684,203.3662167,117.8697012,95.78534216,3496.580273,1511.521317,1530,1312,1530,877,877,877,877,45.34970318,47,29,53,171.4869989,170.464,61.08,296.697
resnet,32734,1646011744,c007,4,c007-4,c007-4-0,0,16.691216,188.216986,0,0,163.633683,174.7435565,117.8573575,96.40757507,4857.791598,1506.324751,1530,1312,1530,877,877,877,877,45.09398815,48,28,54,176.5113819,188.721,64.665,298.076
resnet,77516,1646005832,c005,8,c005-8,c005-8-0,0,4.48798,171.373609,2566,55728.31025,159.998718,170.8038523,117.855588,96.936881,3562.676464,1499.137059,1530,1312,1530,877,877,877,877,48.17799353,50,31,57,178.1242768,204.774,61.16,295.243
resnet,27757,1646116380,c002,11,c002-11,c002-11-0,0,7.87403,207.059783,0,0,189.235304,229.6496078,117.8445951,96.10245656,3626.471926,1515.464926,1530,1312,1530,877,877,877,877,51.30806658,52,36,59,170.0901936,148.767,65.154,294.974
resnet,143694,1646011674,c003,5,c003-5,c003-5-3,3,4.991011,174.148532,0,0,159.186566,183.8683174,117.8413555,96.90553695,4730.42009,1516.437311,1530,1312,1530,877,877,877,877,41.6353725,43,26,48,192.8287078,227.588,68.088,303.806
resnet,7954,1646131851,c008,4,c008-4,c008-4-3,3,13.066985,190.386406,0,0,167.684259,188.8401417,117.8393327,94.97059882,3596.199654,1510.110544,1530,1312,1530,877,877,877,877,55.37104072,57,30,70,185.9677969,207.479,63.606,312.063
resnet,154178,1646101451,c002,11,c002-11,c002-11-3,3,7.892298,183.11224,2439,67211.48163,165.202863,176.0038123,117.8348586,97.06329182,3297.412303,1493.794842,1515,1312,1530,877,877,877,877,57.37421203,59,37,68,197.1149765,223.232,68.532,320.847
resnet,17354,1646126240,c008,5,c008-5,c008-5-0,0,11.419829,175.559711,0,0,153.884588,167.9077413,117.8279368,95.23781063,3338.325986,1503.55774,1530,1312,1530,877,877,877,877,47.58863287,50,29,56,185.8629281,219.563,62.586,305.02
resnet,107855,1646128857,c006,6,c006-6,c006-6-2,2,15.573981,176.795961,2734,52888.89691,151.700475,162.4761024,117.8227039,97.00244106,3917.370733,1503.946351,1530,1312,1530,877,877,877,877,41.68364857,43,26,50,176.3349509,211.1315,60.591,286.409
resnet,144984,1646126535,c006,3,c006-3,c006-3-3,3,4.654105,186.157503,0,0,170.818822,191.2203317,117.822581,96.32718004,3352.76204,1510.148438,1530,1312,1530,877,877,877,877,49.89924644,52,30,60,177.5464011,193.227,61.16,303.685
resnet,145412,1646125208,c006,9,c006-9,c006-9-2,2,11.337467,194.211138,2168,46336.9115,173.950475,204.081261,117.8217381,96.08828276,3259.404011,1513.157222,1530,1312,1530,877,877,877,877,53.19673943,55,35,61,180.9165682,186.5355,62.668,307.688
resnet,100857,1646005758,c004,3,c004-3,c004-3-2,2,13.260618,191.503423,2494,59660.81897,169.611339,188.1815712,117.7855157,96.1749116,3692.986865,1507.4135,1530,1312,1530,877,877,877,877,47.13409217,49,30,56,182.4247488,200.4165,64.137,306.312
resnet,32294,1646128812,c004,9,c004-9,c004-9-0,0,13.637348,179.966421,0,0,156.643576,166.8595808,117.7636655,96.24177404,3412.759867,1503.616546,1530,1312,1530,877,877,877,877,49.91522388,52,30,58,191.8498331,225.9525,65.52,312.489
resnet,125203,1646022595,c005,6,c005-6,c005-6-0,0,13.321482,178.778587,2019,30952.85571,155.803226,176.6022294,117.7505888,96.84984386,4159.71636,1506.69138,1530,1312,1530,877,877,877,877,44.84350688,47,28,52,178.6131188,208.807,59.653,293.11
resnet,43578,1646086808,c005,7,c005-7,c005-7-1,1,6.194474,193.787141,1,4.112106,172.843786,210.963654,117.7394725,95.82944959,7372.443832,1516.671723,1530,1312,1530,877,877,877,877,52.57773564,55,33,62,174.8751284,183.0665,61.649,296.986
resnet,13670,1646126264,c002,2,c002-2,c002-2-1,1,9.418857,185.427819,0,0,165.593066,184.0213754,117.71306,96.55312984,5076.968122,1515.557937,1530,1312,1530,877,877,877,877,56.3416401,59,32,68,190.0326963,219.418,62.545,306.754
resnet,82227,1646127606,c008,12,c008-12,c008-12-0,0,13.867283,190.55909,2495,68517.65956,167.363908,180.309914,117.7064441,97.70750254,3483.419158,1508.359473,1530,1312,1530,877,877,877,877,56.66152984,58,39,71,181.1290754,204.069,63.075,308.613
resnet,101659,1646023173,c003,10,c003-10,c003-10-0,0,15.9238,195.49088,0,0,170.002501,192.3153471,117.7057761,96.44332388,3403.944643,1509.290685,1530,1312,1530,877,877,877,877,50.43649917,52,32,60,178.312786,190.7225,62.057,302
resnet,94393,1646010353,c005,2,c005-2,c005-2-1,1,15.034129,191.42482,2046,56637.32436,166.806576,187.5967154,117.689535,96.14158887,3746.072333,1512.837315,1530,1312,1530,877,877,877,877,51.62983579,53,32,62,184.4848837,203.935,64.584,307.08
resnet,50424,1646126015,c002,11,c002-11,c002-11-2,2,7.964243,193.869901,2605,56803.89378,175.704391,199.840967,117.6844952,95.91921978,3498.013792,1510.492873,1530,1312,1530,877,877,877,877,50.5390518,52,34,57,177.7669926,184.344,66.132,299.44
resnet,51963,1646127509,c004,8,c004-8,c004-8-1,1,5.563782,168.121378,0,0,152.679641,167.3949004,117.6834218,96.77223861,4650.739506,1509.454941,1530,1312,1530,877,877,877,877,51.76437675,54,32,61,187.9025866,226.065,62.545,298.242
resnet,79744,1646024517,c002,9,c002-9,c002-9-1,1,10.190487,176.140656,2228,43054.76656,155.849343,167.9582393,117.6800765,96.46658297,3426.749561,1436.163241,1500,532,1530,877,877,877,877,68.27033565,72,38,85,190.814935,208.027,67.554,320.362
resnet,85686,1646006611,c005,2,c005-2,c005-2-3,3,15.00945,196.655424,0,0,172.356742,204.970855,117.6674166,96.21442296,5064.220869,1514.267116,1530,1312,1530,877,877,877,877,50.42233954,53,30,60,182.2440636,197.868,63.606,308.254
resnet,62767,1646126141,c008,3,c008-3,c008-3-0,0,16.961085,208.017001,2172,53042.5923,180.555182,205.6657004,117.6659213,95.98947223,3713.670115,1508.554198,1530,1312,1530,877,877,877,877,42.53464833,44,26,50,168.3027883,158.618,62.057,295.337
resnet,7371,1646007889,c004,4,c004-4,c004-4-3,3,4.961359,176.904093,1496,37515.24574,161.910685,177.484794,117.6601201,95.59764713,3255.390637,1510.685647,1530,1312,1530,877,877,877,877,50.25860024,51,30,62,188.2279923,216.439,65.686,313.363
resnet,86589,1646131821,c008,10,c008-10,c008-10-2,2,4.968063,192.683502,2444,62118.91384,177.551822,207.9967591,117.6600046,96.64646536,3410.93199,1510.696361,1530,1312,1530,877,877,877,877,61.28082564,64,37,73,186.4551733,189.7015,64.095,313.387
resnet,111851,1646210037,c002,1,c002-1,c002-1-0,0,11.226244,190.791794,0,0,169.328366,193.7282444,117.652125,95.87350604,3666.600022,1509.764338,1530,1312,1530,877,877,877,877,47.43900368,49,30,55,172.6153179,188.971,60.631,290.688
resnet,76250,1646006584,c003,6,c003-6,c003-6-3,3,10.385458,194.25399,1943,51239.67026,174.464478,199.5364175,117.6503375,95.7053639,3326.546175,1509.738822,1530,1312,1530,877,877,877,877,51.11450382,53,30,63,179.9718634,193.35,64.665,303.721
resnet,62776,1646125209,c008,2,c008-2,c008-2-2,2,13.116558,181.98516,2294,31813.64934,158.306347,180.1593412,117.6439871,96.35723801,3391.896182,1505.988102,1530,1312,1530,877,877,877,877,46.9264663,49,29,56,184.3610639,210.819,61.689,307.566
resnet,156870,1646010217,c009,4,c009-4,c009-4-0,0,7.477369,185.373286,2220,48061.39712,167.734928,194.2994466,117.6377088,96.80068493,3995.901227,1509.69833,1530,1312,1530,877,877,877,877,45.40817501,47,28,52,174.6911543,197.3,62.057,289.91
resnet,96776,1646244703,c006,5,c006-5,c006-5-2,2,10.396148,183.856733,2440,48100.56047,163.388948,187.0215712,117.6228002,95.89643031,3656.282842,1514.030778,1530,1312,1530,877,877,877,877,42.41212121,44,26,48,173.4551657,194.688,60.181,282.226
resnet,63673,1646125301,c008,7,c008-7,c008-7-2,2,6.22224,198.077309,0,0,183.769704,214.5893864,117.6056266,97.19711542,3948.750772,1508.214211,1530,1312,1530,877,877,877,877,49.80088842,51,32,57,180.9159177,179.466,65.606,313.108
resnet,104789,1646010001,c007,6,c007-6,c007-6-3,3,15.22398,190.303897,1993,39080.69352,165.814494,187.8005593,117.6021881,96.16976976,3291.722655,1499.328392,1522,1312,1530,877,877,877,877,52.73594267,55,34,62,188.5732754,208.6965,65.031,320.452
resnet,143693,1646011674,c003,5,c003-5,c003-5-2,2,4.966189,174.1583,2507,49599.45949,159.186566,175.214354,117.5993085,96.89475596,3286.009163,1508.778576,1530,1312,1530,877,877,877,877,35.633044,37,23,41,178.8507277,208.7335,60.142,294.467
resnet,104788,1646010001,c007,6,c007-6,c007-6-2,2,15.201086,190.299357,2769,59791.46382,165.814494,184.407823,117.5865568,96.43687308,3355.564214,1503.262436,1530,1312,1530,877,877,877,877,46.2149792,48,30,53,182.1685669,199.311,62.138,307.08
resnet,11999,1646008382,c005,9,c005-9,c005-9-3,3,5.321015,177.871354,0,0,162.48465,172.0982169,117.5645068,95.83678842,3282.636553,1505.152802,1530,1312,1530,877,877,877,877,59.69961641,61,38,74,194.8112104,229.245,65.116,315.05
resnet,150939,1646127607,c006,9,c006-9,c006-9-0,0,10.129645,187.177368,0,0,167.267765,191.6740866,117.5552644,95.63303739,3442.994364,1510.874282,1530,1312,1530,877,877,877,877,51.91695402,53,34,60,179.8268652,201.9885,62.179,298.348
resnet,44274,1646006982,c003,12,c003-12,c003-12-3,3,7.539708,197.36486,0,0,179.799602,194.2886898,117.5509244,95.91502324,3337.075066,1507.718071,1530,1312,1530,877,877,877,877,54.33589404,56,35,62,174.2762299,176.54,63.117,299.713
resnet,70911,1646128752,c008,2,c008-2,c008-2-0,0,12.959805,192.331548,2230,46631.50088,169.851528,196.7461986,117.5507577,96.72320308,3524.984902,1509.307389,1530,1312,1530,877,877,877,877,48.10146937,50,29,60,180.938697,197.478,61.649,306.878
resnet,44034,1646210112,c002,7,c002-7,c002-7-2,2,10.629124,184.994654,2301,50026.81761,164.404642,188.9770554,117.5496876,96.51429951,3300.516225,1506.947368,1530,1312,1530,877,877,877,877,45.55027528,47,29,53,178.81853,198.451,61.608,297.48
resnet,82182,1646127599,c002,4,c002-4,c002-4-1,1,8.371265,175.743532,0,0,157.266873,172.0477307,117.5426766,96.84698493,3589.46077,1503.002398,1530,1312,1530,877,877,877,877,50.91634183,53,31,61,186.5014411,223.935,61.608,302.8
resnet,22916,1646008915,c002,12,c002-12,c002-12-2,2,6.862662,161.396975,2221,25568.37983,144.051647,159.1653684,117.5421439,97.38150239,3734.610148,1500.63264,1530,1312,1530,877,877,877,877,53.57073171,55,37,62,200.6743561,243.2,65.563,311.932
resnet,49135,1646089201,c005,7,c005-7,c005-7-3,3,6.713229,170.735762,0,0,153.598609,169.4903597,117.5419353,96.48184478,3216.04158,1509.567651,1530,1312,1530,877,877,877,877,55.1795818,57,34,65,192.2191737,232.895,63.075,305.827
resnet,71139,1646019930,c005,1,c005-1,c005-1-3,3,5.61247,172.020024,1418,27678.64806,160.53177,176.4158686,117.5172664,96.42908722,3466.215611,1502.25149,1530,1312,1530,877,877,877,877,53.03663986,55,32,61,189.0729282,223.3305,64.053,309.71
resnet,64757,1646009336,c004,6,c004-6,c004-6-0,0,4.749382,170.811607,2396,50517.02915,155.951324,171.2340897,117.482893,95.681692,3501.322628,1505.539892,1530,1312,1530,877,877,877,877,46.95529553,49,29,55,181.8933395,213.113,61.2,292.042
resnet,49822,1646009378,c003,12,c003-12,c003-12-0,0,7.353313,187.324523,0,0,170.118716,197.1787214,117.4727362,96.47196159,3512.695603,1508.625698,1530,1312,1530,877,877,877,877,51.14944134,52,34,61,180.619731,190.8485,63.564,302.515
resnet,49825,1646009378,c003,12,c003-12,c003-12-3,3,7.358539,187.332159,0,0,170.118716,193.3311596,117.4640544,95.92527151,3480.830636,1510.72605,1530,1312,1530,877,877,877,877,53.86838421,55,35,64,179.4301123,200.304,62.179,300.972
resnet,103611,1646006932,c004,3,c004-3,c004-3-2,2,13.499966,177.749789,2634,54665.76444,154.832581,169.7725001,117.4626963,96.08949209,3688.013494,1508.683985,1530,1312,1530,877,877,877,877,48.00506706,50,30,56,188.1132396,216.245,63.158,308.457
resnet,23735,1646125244,c006,11,c006-11,c006-11-0,0,6.837953,191.602338,2386,54293.67222,177.139149,201.8122878,117.4577326,96.06536478,3485.55319,1490.297167,1515,1312,1530,877,877,877,877,61.16987179,63,40,72,188.5250214,193.0365,68.454,318.513
resnet,18561,1646024683,c007,8,c007-8,c007-8-1,1,4.778272,172.85619,1951,38198.50212,158.964438,177.5195307,117.4535044,97.52031416,3495.766945,1505.885216,1530,1312,1530,877,877,877,877,60.64453125,62,38,71,194.6426454,231.374,64.584,317.753
resnet,106265,1646207631,c002,1,c002-1,c002-1-0,0,10.700139,204.720778,2177,45632.80185,184.270361,227.8079314,117.4522541,96.48962691,3352.608384,1507.824045,1530,1312,1530,877,877,877,877,47.15737874,48,30,55,164.5628091,149.132,60.631,294.273
resnet,65829,1646073603,c004,1,c004-1,c004-1-1,1,15.258456,201.186074,2711,72877.80137,176.325554,192.9226234,117.4501255,95.35452398,3376.686431,1471.031978,1530,648,1530,877,877,877,877,67.73456954,72,35,81,184.3261438,195.754,66.089,312.888
resnet,150498,1646128895,c006,3,c006-3,c006-3-3,3,4.452217,186.560445,0,0,171.893537,188.2001137,117.4469152,95.81730701,3187.339302,1508.462728,1530,1312,1530,877,877,877,877,50.05494202,52,30,61,177.5629625,193.841,60.67,300.972
resnet,29563,1646008257,c003,11,c003-11,c003-11-0,0,13.151263,169.21831,2226,33856.15672,146.645897,162.7684091,117.426767,96.01938119,4092.211133,1505.26978,1530,1312,1530,877,877,877,877,57.62210225,59,34,73,197.5841343,235.128,62.545,312.283
resnet,70913,1646128752,c008,2,c008-2,c008-2-2,2,12.970071,192.329242,2599,59018.90861,169.851528,193.145679,117.422587,97.09274862,3932.730131,1514.008537,1530,1312,1530,877,877,877,877,46.59916084,48,29,55,181.3687424,198.19,62.627,305.057
resnet,23737,1646125244,c006,11,c006-11,c006-11-2,2,6.837024,191.601463,0,0,177.139149,203.2369299,117.4167469,95.66999972,3469.393894,1507.645126,1530,1312,1530,877,877,877,877,56.51957295,58,38,65,183.0019395,190.2445,65.031,311.109
resnet,78154,1646020346,c007,9,c007-9,c007-9-0,0,13.327929,183.819762,2299,43986.05702,160.951906,185.5680834,117.4159199,95.94731778,3538.637027,1508.398704,1530,1312,1530,877,877,877,877,55.1428988,57,36,66,186.0760671,212.692,61.608,307.644
resnet,103610,1646006932,c004,3,c004-3,c004-3-1,1,13.506679,177.750961,1465,33000.46255,154.832581,179.2060134,117.4118859,96.48831282,3746.524964,1511.974597,1530,1312,1530,877,877,877,877,52.79317633,55,32,64,187.7358433,222.8665,61.16,298.152
resnet,99673,1646125350,c006,6,c006-6,c006-6-1,1,14.822293,182.5667,1650,46855.43608,158.371262,168.7243705,117.4094388,96.40539624,3455.857255,1511.015729,1530,1312,1530,877,877,877,877,57.32368735,59,32,73,193.7719636,225.541,62.586,313.458
resnet,42813,1646006603,c009,1,c009-1,c009-1-0,0,14.451696,183.610712,2035,30612.20198,159.587155,183.1161259,117.4081862,96.3267386,4025.156058,1510.724367,1530,1312,1530,877,877,877,877,47.3230128,49,30,56,182.0078279,213.043,61.649,296.118
resnet,3706,1646005450,c003,9,c003-9,c003-9-1,1,7.173956,197.329772,1,2.08321,180.538384,221.7630401,117.407091,96.22394294,5689.526498,1514.578108,1530,1312,1530,877,877,877,877,51.40462274,54,32,59,174.2322891,177.954,61.689,296.017
resnet,54682,1646128657,c004,8,c004-8,c004-8-1,1,5.888609,187.180276,1706,57957.67389,171.466175,189.3347238,117.4018085,95.2418521,3471.020475,1510.283951,1530,1312,1530,877,877,877,877,50.62521056,53,32,59,177.2104422,190.543,61.568,297.077
resnet,119830,1646020288,c005,6,c005-6,c005-6-0,0,13.497048,179.835905,2032,33614.967,156.356963,177.7058973,117.3848286,97.2398296,3496.813037,1505.017748,1530,1312,1530,877,877,877,877,44.7441649,47,28,53,179.7056666,212.836,60.631,293.885
resnet,61486,1646127680,c006,7,c006-7,c006-7-0,0,5.026207,175.319904,0,0,160.29794,179.8024424,117.3653595,97.26065496,4388.267963,1508.781434,1530,1312,1530,877,877,877,877,48.62162162,51,31,56,189.7902153,214.776,65.031,309.302
resnet,145410,1646125208,c006,9,c006-9,c006-9-0,0,11.337403,194.277416,0,0,173.950475,198.6598728,117.3547059,95.17792612,3538.195759,1512.403857,1530,1312,1530,877,877,877,877,51.98411394,54,34,59,175.3319603,178.256,63.117,298.348
resnet,35530,1646007812,c005,3,c005-3,c005-3-3,3,4.788859,208.109038,1576,57170.26653,193.060717,234.3872293,117.3477098,96.44155204,3460.402109,1510.139706,1530,1312,1530,877,877,877,877,47.99460652,49,30,56,166.4165827,143.077,62.668,295.827
resnet,51965,1646127509,c004,8,c004-8,c004-8-3,3,5.589242,168.121937,0,0,152.679641,170.0352465,117.3402891,96.44357115,4587.996058,1509.844582,1530,1312,1530,877,877,877,877,54.6495356,57,33,65,193.8900641,233.804,61.649,305.908
resnet,24042,1646125234,c004,9,c004-9,c004-9-0,0,15.135295,210.078413,2055,48940.90007,185.659184,224.4301542,117.3032499,96.14901477,3330.702435,1508.567526,1530,1312,1530,877,877,877,877,48.51156878,50,30,56,175.8828047,158.879,64.584,308.129
resnet,76660,1646022256,c005,1,c005-1,c005-1-3,3,5.449617,168.268857,1461,27608.76524,152.536269,175.0953963,117.2838062,95.84356099,3372.747093,1512.22313,1530,1312,1530,877,877,877,877,53.13639221,55,32,62,194.9266848,232.332,63.117,308.457
resnet,156318,1646008709,c007,5,c007-5,c007-5-3,3,16.220305,195.276887,0,0,169.845427,188.364406,117.2698885,95.61973065,4490.56223,1508.485344,1530,1312,1530,877,877,877,877,53.17648656,55,32,67,175.6641371,179.965,63.198,301.182
resnet,47100,1646008215,c003,12,c003-12,c003-12-0,0,7.849117,175.457036,0,0,157.695505,173.5165099,117.267916,96.06860206,3447.168663,1504.504843,1530,1312,1530,877,877,877,877,51.54751816,53,33,61,188.95826,220.4115,64.542,302.883
resnet,153676,1646128771,c006,9,c006-9,c006-9-1,1,10.956298,205.264014,0,0,184.507202,214.9968046,117.2665209,95.28057277,3544.563465,1508.194832,1530,1312,1530,877,877,877,877,61.67764343,63,39,73,181.1630445,176.911,65.116,311.447
resnet,9875,1646212306,c002,8,c002-8,c002-8-2,2,8.269569,167.815228,2297,26637.87415,149.352911,169.813045,117.2554716,95.71304172,3257.99223,1507.082209,1530,1312,1530,877,877,877,877,48.4492614,51,30,56,194.8048346,237.5365,62.627,307.202
resnet,62548,1646021533,c007,1,c007-1,c007-1-1,1,13.824354,183.921898,0,0,160.398674,168.516967,117.2320209,96.8289189,3992.474895,1516.053957,1530,1312,1530,877,877,877,877,49.7397541,52,30,60,183.6558252,211.1665,62.138,304.737
resnet,4330,1646209949,c002,8,c002-8,c002-8-2,2,8.481366,172.325377,0,0,153.934275,175.4443563,117.2285043,95.67249566,3259.31365,1506.442857,1530,1312,1530,877,877,877,877,48.20496894,50,30,55,190.9411183,229.748,62.627,309.302
resnet,107856,1646128857,c006,6,c006-6,c006-6-3,3,15.579455,176.803567,1838,34639.6064,151.700475,168.1023528,117.2274416,97.70963155,3913.586704,1506.522999,1530,1312,1530,877,877,877,877,52.82053654,55,33,64,189.9737175,228.121,61.2,309.225
resnet,65489,1646127333,c008,3,c008-3,c008-3-2,2,15.130847,192.171491,0,0,166.43004,189.7687554,117.2227506,96.1371297,3422.586196,1507.036437,1530,1312,1530,877,877,877,877,43.90497485,46,26,52,181.6852465,190.79,66.175,306.838
resnet,30704,1646213088,c002,4,c002-4,c002-4-0,0,9.249799,206.618784,2087,48166.5582,173.09408,197.448414,117.2220994,95.79253895,3363.599546,1481.428717,1522,1312,1530,877,877,877,877,51.56055187,54,32,65,180.2656776,171.063,66.542,319.419
resnet,61997,1646008144,c004,6,c004-6,c004-6-3,3,4.352584,200.224837,2090,61697.94559,185.717013,217.7645248,117.2070785,96.356674,3421.969459,1508.229475,1530,1312,1530,877,877,877,877,50.19148394,51,30,59,171.5303841,159.959,62.138,298.06
resnet,62549,1646021533,c007,1,c007-1,c007-1-2,2,13.826634,183.920895,0,0,160.398674,175.7407959,117.2056962,96.21812776,3361.767747,1503.894111,1522,1312,1530,877,877,877,877,44.76337209,47,27,53,190.525559,215.8595,63.117,312.623
resnet,13369,1646125317,c004,11,c004-11,c004-11-2,2,5.93813,186.263606,2367,46440.80613,171.329512,190.4672144,117.2001064,96.58197314,3419.687755,1509.928894,1530,1312,1530,877,877,877,877,47.61021733,49,30,54,179.0287268,194.56,61.649,300.774
resnet,32297,1646128812,c004,9,c004-9,c004-9-3,3,13.656604,179.978805,0,0,156.643576,174.364801,117.1987695,96.10457718,3326.449384,1509.626683,1530,1312,1530,877,877,877,877,59.96095642,63,35,74,192.6774116,228.346,62.179,308.739
resnet,105483,1646125269,c008,9,c008-9,c008-9-3,3,15.540679,176.035641,0,0,155.08399,164.7966548,117.1956703,96.49072401,3801.679878,1513.39392,1530,1312,1530,877,877,877,877,54.74753391,58,36,62,190.7818708,224.1085,65.686,303.036
resnet,44271,1646006982,c003,12,c003-12,c003-12-0,0,7.52866,197.36115,0,0,179.799602,214.4597964,117.1954777,95.6258364,3791.885424,1511.275807,1530,1312,1530,877,877,877,877,51.08657665,53,34,58,175.83163,176.25,63.564,304.17
resnet,16432,1646127428,c002,2,c002-2,c002-2-0,0,8.738997,169.449605,0,0,150.834766,167.1494424,117.1858319,97.04663814,3342.931668,1502.423995,1530,1312,1530,877,877,877,877,46.90483668,49,29,55,186.5953153,223.059,62.586,294.563
resnet,47676,1646124838,c002,11,c002-11,c002-11-3,3,8.327858,188.71949,2101,56194.20161,168.911605,184.983955,117.1810278,96.79429512,3957.016594,1489.945506,1515,1312,1530,877,877,877,877,58.46192751,60,38,70,194.8216111,210.941,69.998,327.361
resnet,126013,1646021618,c003,1,c003-1,c003-1-2,2,6.701627,171.884211,2396,42721.17604,155.038013,164.6797996,117.1783209,98.41372818,3270.219654,1504.60012,1530,1312,1530,877,877,877,877,44.1995792,45,28,52,177.212908,211.584,60.181,291.072
resnet,83141,1646008299,c005,8,c005-8,c005-8-0,0,4.625675,202.687869,0,0,188.036587,228.5808439,117.1777295,96.534899,3567.755116,1514.937853,1530,1312,1530,877,877,877,877,47.12792191,48,31,54,165.2756003,156.545,61.649,286.138
resnet,45374,1646125229,c002,3,c002-3,c002-3-2,2,9.49458,194.673654,2584,46744.15205,175.235034,210.5431499,117.1617135,96.78179026,4253.784426,1515.897253,1530,1312,1530,877,877,877,877,46.11651553,48,28,53,178.341983,186.7195,61.16,301.656
resnet,44033,1646210112,c002,7,c002-7,c002-7-1,1,10.603584,184.97427,1732,52475.45907,164.404642,183.7189156,117.1594709,94.92880106,3426.752754,1506.521864,1530,1312,1530,877,877,877,877,57.2248129,60,32,74,191.829785,214.0675,67.554,317.94
resnet,69399,1646127628,c008,7,c008-7,c008-7-0,0,5.813391,199.404696,2208,43381.6932,183.646875,228.0294373,117.1555221,95.57466209,3528.505415,1511.822614,1530,1312,1530,877,877,877,877,51.15123217,52,34,60,163.795751,153.1025,62.709,283.729
resnet,26831,1646007091,c003,11,c003-11,c003-11-1,1,13.461872,186.676635,0,0,163.587912,182.6296012,117.1414116,96.54088505,3787.23812,1506.638372,1530,1312,1530,877,877,877,877,57.02083928,59,37,67,186.8375435,215.475,63.606,310.961
resnet,24037,1646005879,c003,11,c003-11,c003-11-0,0,13.403083,204.927917,2256,52967.89013,181.897317,215.4724153,117.1397974,96.23764176,4097.472239,1507.977569,1530,1312,1530,877,877,877,877,55.18863049,56,34,68,177.2157749,173.458,63.034,310.83
resnet,62550,1646021533,c007,1,c007-1,c007-1-3,3,13.769751,183.871732,0,0,160.398674,177.0971834,117.1363238,96.27122059,3906.425007,1512.99645,1530,1312,1530,877,877,877,877,48.76742841,51,30,58,185.5531449,211.01,65.729,298.378
resnet,29566,1646008257,c003,11,c003-11,c003-11-3,3,13.15161,169.145098,2015,39194.27313,146.645897,155.4159699,117.1180543,96.53378837,3230.009523,1510.073346,1530,1312,1530,877,877,877,877,54.68936717,57,34,65,199.5852242,240.123,64.542,310.272
resnet,32270,1646009408,c003,11,c003-11,c003-11-0,0,13.904302,186.773645,2545,67745.35275,163.36859,174.5599354,117.104674,96.27009276,3408.373149,1504.728863,1530,1312,1530,877,877,877,877,56.78834003,58,34,71,188.0272906,212.9025,64.011,311.52
resnet,51888,1646090356,c005,7,c005-7,c005-7-2,2,6.134987,175.273543,2414,48019.9223,158.61622,178.6364613,117.0868762,96.2799713,3367.009006,1506.32675,1530,1312,1530,877,877,877,877,46.35496411,48,27,55,185.1762698,214.297,62.586,301.259
resnet,131108,1646023952,c003,1,c003-1,c003-1-3,3,6.921763,198.526094,1985,73673.89609,181.699437,204.7108136,117.0765907,96.69416398,3415.971704,1508.034611,1530,1312,1530,877,877,877,877,50.23343093,52,31,58,180.4002034,183.247,64.095,314.15
resnet,42816,1646006603,c009,1,c009-1,c009-1-3,3,14.422363,183.593613,0,0,159.587155,174.5362103,117.0763858,96.4256376,4746.072315,1511.19679,1530,1312,1530,877,877,877,877,53.77862595,56,34,64,192.9988999,230.553,65.074,308.536
resnet,117093,1646019118,c005,6,c005-6,c005-6-2,2,13.711954,183.538864,4,11.585055,165.866341,180.5073899,117.0645393,95.5087021,5501.710825,1505.414918,1530,1312,1530,877,877,877,877,41.9169071,43,25,50,174.6284045,197.364,60.181,291.557
