,exp,reps,uuid,cabinet,node,ts,device,kern_min_start,kern_max_start,num_kerns,perf,freq,memfreq,temp,pwr
372,pagerank,1,GPU-3f14f1fc-8166-67d7-27f9-138084c02047,c004,010,1647929130,0,0.887865,66.908261,2000,66288.51897599999,1530.0,877.0,40.0,82.938
465,pagerank,3,GPU-3f14f1fc-8166-67d7-27f9-138084c02047,c004,010,1647929684,0,0.785467,66.663313,2000,66149.146993,1530.0,877.0,39.0,82.58
581,pagerank,4,GPU-3f14f1fc-8166-67d7-27f9-138084c02047,c004,010,1647929961,0,0.814585,66.7661,2000,66226.225955,1530.0,877.0,39.0,82.13
630,pagerank,2,GPU-3f14f1fc-8166-67d7-27f9-138084c02047,c004,010,1647929407,0,0.804666,66.647396,2000,66109.372953,1530.0,877.0,39.0,82.442
767,pagerank,5,GPU-3f14f1fc-8166-67d7-27f9-138084c02047,c004,010,1647930237,0,0.872187,66.901018,2000,66294.59829,1530.0,877.0,38.0,82.091
359,pagerank,5,GPU-3f6576bd-db66-1167-e54c-1cb1aca6d3df,c007,005,1647878053,0,0.837136,66.619645,2000,66054.390797,1530.0,877.0,31.0,81.129
48,pagerank,3,GPU-3f6576bd-db66-1167-e54c-1cb1aca6d3df,c007,005,1647877497,0,0.805825,66.568022,2000,66034.30483499999,1530.0,877.0,31.0,81.129
788,pagerank,4,GPU-3f6576bd-db66-1167-e54c-1cb1aca6d3df,c007,005,1647877775,0,0.790031,66.555539,2000,66039.824173,1530.0,877.0,31.0,81.129
317,pagerank,1,GPU-3f6576bd-db66-1167-e54c-1cb1aca6d3df,c007,005,1647876939,0,0.874084,66.646898,2000,66018.637633,1530.0,877.0,32.0,81.725
822,pagerank,2,GPU-3f6576bd-db66-1167-e54c-1cb1aca6d3df,c007,005,1647877218,0,0.919304,66.822173,2000,66175.056713,1530.0,877.0,31.0,81.129
643,pagerank,1,GPU-4113603a-911e-3c5f-3e8d-d63b553e959d,c004,011,1647929324,3,0.836419,66.649663,2000,66069.029329,1530.0,877.0,47.0,90.457
545,pagerank,3,GPU-4113603a-911e-3c5f-3e8d-d63b553e959d,c004,011,1647929880,3,0.817485,66.617916,2000,66064.923977,1530.0,877.0,47.0,90.943
141,pagerank,5,GPU-4113603a-911e-3c5f-3e8d-d63b553e959d,c004,011,1647930435,3,0.844837,66.659176,2000,66070.06554899999,1530.0,877.0,47.0,90.457
672,pagerank,4,GPU-4113603a-911e-3c5f-3e8d-d63b553e959d,c004,011,1647930157,3,0.806844,66.614045,2000,66074.77909299999,1530.0,877.0,47.0,90.885
290,pagerank,2,GPU-4113603a-911e-3c5f-3e8d-d63b553e959d,c004,011,1647929602,3,0.833807,66.623179,2000,66060.45796999999,1530.0,877.0,47.0,90.885
440,pagerank,2,GPU-41b8fcdb-cfe2-d189-f7ba-8e6e7ba91fcc,c008,004,1647852800,3,0.740598,66.561459,2000,66077.538416,1530.0,877.0,34.0,81.432
362,pagerank,1,GPU-41b8fcdb-cfe2-d189-f7ba-8e6e7ba91fcc,c008,004,1647852522,3,0.813869,66.569073,2000,66030.66596099999,1530.0,877.0,34.0,81.432
749,pagerank,3,GPU-41b8fcdb-cfe2-d189-f7ba-8e6e7ba91fcc,c008,004,1647853249,3,0.739922,66.633394,2000,66150.349181,1530.0,877.0,33.0,81.364
603,pagerank,5,GPU-41b8fcdb-cfe2-d189-f7ba-8e6e7ba91fcc,c008,004,1647853805,3,0.779951,66.533267,2000,66027.18688,1530.0,877.0,33.0,81.448
342,pagerank,4,GPU-41b8fcdb-cfe2-d189-f7ba-8e6e7ba91fcc,c008,004,1647853527,3,0.754629,66.430872,2000,65947.891997,1530.0,877.0,33.0,81.448
115,pagerank,5,GPU-41ec1778-5dcb-8b93-88f7-64ff20ddb000,c008,001,1648046699,3,0.823871,66.650774,2000,66089.490171,1530.0,877.0,34.0,82.673
266,pagerank,3,GPU-41ec1778-5dcb-8b93-88f7-64ff20ddb000,c008,001,1648046144,3,0.822548,66.637165,2000,66080.72609000001,1530.0,877.0,34.0,82.673
96,pagerank,2,GPU-41ec1778-5dcb-8b93-88f7-64ff20ddb000,c008,001,1648045867,3,0.834405,66.615077,2000,66046.53842200001,1530.0,877.0,34.0,82.673
139,pagerank,4,GPU-41ec1778-5dcb-8b93-88f7-64ff20ddb000,c008,001,1648046422,3,0.830341,66.613543,2000,66054.282488,1530.0,877.0,34.0,82.673
47,pagerank,1,GPU-41ec1778-5dcb-8b93-88f7-64ff20ddb000,c008,001,1648045587,3,0.829324,66.650932,2000,66089.133348,1530.0,877.0,34.0,82.673
792,pagerank,4,GPU-4242a221-52f8-8299-7373-5f301d2af9c5,c005,003,1647856909,1,0.813573,66.618831,2000,66074.299052,1530.0,877.0,34.0,81.004
396,pagerank,5,GPU-4242a221-52f8-8299-7373-5f301d2af9c5,c005,003,1647857187,1,0.809788,66.660483,2000,66118.036961,1530.0,877.0,34.0,80.559
567,pagerank,2,GPU-4242a221-52f8-8299-7373-5f301d2af9c5,c005,003,1647856351,1,0.957391,66.756042,2000,66063.280215,1530.0,877.0,34.0,80.559
92,pagerank,3,GPU-4242a221-52f8-8299-7373-5f301d2af9c5,c005,003,1647856630,1,0.846727,66.586437,2000,66004.466544,1530.0,877.0,34.0,80.559
391,pagerank,1,GPU-4242a221-52f8-8299-7373-5f301d2af9c5,c005,003,1647856072,1,0.834986,66.689017,2000,66130.634059,1530.0,877.0,34.0,81.004
544,pagerank,3,GPU-431da08c-6dd3-c3ed-701d-2db83e569c99,c003,002,1647847639,2,0.903133,66.623006,2000,65991.05228500001,1530.0,877.0,30.0,77.972
73,pagerank,2,GPU-431da08c-6dd3-c3ed-701d-2db83e569c99,c003,002,1647847359,2,0.909104,66.648302,2000,66013.74242999998,1530.0,877.0,30.0,77.972
592,pagerank,4,GPU-431da08c-6dd3-c3ed-701d-2db83e569c99,c003,002,1647847920,2,0.869023,66.607319,2000,65994.228741,1530.0,877.0,30.0,77.972
863,pagerank,1,GPU-431da08c-6dd3-c3ed-701d-2db83e569c99,c003,002,1647847079,2,0.874244,66.63701,2000,66029.776988,1530.0,877.0,31.0,78.022
871,pagerank,5,GPU-431da08c-6dd3-c3ed-701d-2db83e569c99,c003,002,1647848200,2,0.857965,66.621276,2000,66031.103741,1530.0,877.0,30.0,77.972
70,pagerank,2,GPU-450ed3a1-2cec-6ff0-d7dd-2d92dc59c849,c007,006,1647898149,1,0.854337,66.56512,2000,65977.74713999999,1530.0,877.0,37.0,81.004
425,pagerank,3,GPU-450ed3a1-2cec-6ff0-d7dd-2d92dc59c849,c007,006,1647898433,1,0.749396,66.591448,2000,66098.364588,1530.0,877.0,37.0,80.507
430,pagerank,1,GPU-450ed3a1-2cec-6ff0-d7dd-2d92dc59c849,c007,006,1647897865,1,0.742231,66.505573,2000,66019.572404,1530.0,877.0,37.0,80.507
539,pagerank,4,GPU-450ed3a1-2cec-6ff0-d7dd-2d92dc59c849,c007,006,1647898711,1,0.745255,66.571484,2000,66095.82146199999,1530.0,877.0,37.0,80.507
656,pagerank,5,GPU-450ed3a1-2cec-6ff0-d7dd-2d92dc59c849,c007,006,1647898989,1,0.720967,66.426115,2000,65975.000799,1530.0,877.0,37.0,81.004
188,pagerank,3,GPU-45140140-249a-2e03-14b3-4d2f64f09570,c009,007,1647846574,1,0.909304,66.840422,2000,66205.673767,1530.0,877.0,39.0,83.489
144,pagerank,1,GPU-45140140-249a-2e03-14b3-4d2f64f09570,c009,007,1647845935,1,1.195163,67.044119,2000,66117.12876099999,1312.0,877.0,39.0,66.138
183,pagerank,2,GPU-45140140-249a-2e03-14b3-4d2f64f09570,c009,007,1647846297,1,1.005423,66.876768,2000,66143.04580200001,1530.0,877.0,39.0,83.489
786,pagerank,5,GPU-45140140-249a-2e03-14b3-4d2f64f09570,c009,007,1647847127,1,0.918589,66.79767,2000,66152.567919,1530.0,877.0,39.0,83.489
72,pagerank,4,GPU-45140140-249a-2e03-14b3-4d2f64f09570,c009,007,1647846850,1,0.92191,66.913356,2000,66267.40208500001,1530.0,877.0,39.0,83.489
429,pagerank,2,GPU-4519f6bf-689a-bfa1-8ac6-ff03d8885748,c008,002,1648046680,0,0.780529,64.776802,2000,64256.86455499999,1530.0,877.0,31.0,79.564
411,pagerank,3,GPU-4519f6bf-689a-bfa1-8ac6-ff03d8885748,c008,002,1648046957,0,0.766696,64.763099,2000,64260.629088,1530.0,877.0,31.0,79.564
347,pagerank,5,GPU-4519f6bf-689a-bfa1-8ac6-ff03d8885748,c008,002,1648047511,0,0.794976,64.773312,2000,64248.556643,1530.0,877.0,31.0,79.564
335,pagerank,4,GPU-4519f6bf-689a-bfa1-8ac6-ff03d8885748,c008,002,1648047234,0,0.789707,64.748145,2000,64226.085915999996,1530.0,877.0,31.0,79.564
526,pagerank,1,GPU-4519f6bf-689a-bfa1-8ac6-ff03d8885748,c008,002,1648046403,0,0.888032,64.896775,2000,64274.855112000005,1530.0,877.0,30.0,79.564
262,pagerank,4,GPU-480de44c-64b5-0da1-df9d-d6d4ff57b684,c007,008,1648046435,3,1.085925,66.852304,2000,66041.032968,1530.0,877.0,42.0,85.134
424,pagerank,1,GPU-480de44c-64b5-0da1-df9d-d6d4ff57b684,c007,008,1648045592,3,0.833588,66.751672,2000,66194.307718,1530.0,877.0,41.0,84.094
377,pagerank,2,GPU-480de44c-64b5-0da1-df9d-d6d4ff57b684,c007,008,1648045873,3,0.818728,66.692885,2000,66142.46400400001,1530.0,877.0,42.0,84.094
439,pagerank,5,GPU-480de44c-64b5-0da1-df9d-d6d4ff57b684,c007,008,1648046715,3,0.835244,66.827175,2000,66257.02630700001,1530.0,877.0,42.0,84.156
75,pagerank,3,GPU-480de44c-64b5-0da1-df9d-d6d4ff57b684,c007,008,1648046156,3,0.827079,66.762802,2000,66202.671332,1530.0,877.0,41.0,84.094
174,pagerank,3,GPU-495f5418-cac3-0bfb-726d-d61b81206c36,c002,003,1648047033,1,0.798835,66.550426,2000,66016.880645,1530.0,877.0,35.0,85.477
747,pagerank,4,GPU-495f5418-cac3-0bfb-726d-d61b81206c36,c002,003,1648047311,1,0.801316,66.60143,2000,66076.636723,1530.0,877.0,35.0,85.477
771,pagerank,1,GPU-495f5418-cac3-0bfb-726d-d61b81206c36,c002,003,1648046473,1,0.875495,66.618994,2000,66013.921302,1530.0,877.0,35.0,85.477
197,pagerank,2,GPU-495f5418-cac3-0bfb-726d-d61b81206c36,c002,003,1648046753,1,0.90368,66.596078,2000,65947.63425100001,1530.0,877.0,35.0,85.477
691,pagerank,5,GPU-495f5418-cac3-0bfb-726d-d61b81206c36,c002,003,1648047590,1,0.792915,66.491008,2000,65972.653456,1530.0,877.0,35.0,85.568
22,pagerank,5,GPU-4a2ec113-687a-3766-3c13-59b42a70ca9a,c008,011,1647875354,1,0.742918,66.498795,2000,66017.731298,1530.0,877.0,50.0,87.408
760,pagerank,1,GPU-4a2ec113-687a-3766-3c13-59b42a70ca9a,c008,011,1647874241,1,0.76441,66.51972,2000,66012.065212,1530.0,877.0,49.0,87.296
576,pagerank,2,GPU-4a2ec113-687a-3766-3c13-59b42a70ca9a,c008,011,1647874519,1,0.87697,66.693525,2000,66092.100932,1530.0,877.0,50.0,87.408
145,pagerank,4,GPU-4a2ec113-687a-3766-3c13-59b42a70ca9a,c008,011,1647875076,1,0.766459,66.455906,2000,65961.441812,1530.0,877.0,50.0,87.408
522,pagerank,3,GPU-4a2ec113-687a-3766-3c13-59b42a70ca9a,c008,011,1647874798,1,0.762122,66.643827,2000,66152.402753,1530.0,877.0,50.0,87.408
517,pagerank,1,GPU-4a59516f-c8c3-a9d4-e7db-bf01dcf2e39f,c009,008,1647846090,1,0.749694,64.788714,2000,64299.862949,1530.0,877.0,41.0,82.992
578,pagerank,5,GPU-4a59516f-c8c3-a9d4-e7db-bf01dcf2e39f,c009,008,1647847189,1,0.73894,64.769658,2000,64295.372333,1530.0,877.0,41.0,82.992
875,pagerank,3,GPU-4a59516f-c8c3-a9d4-e7db-bf01dcf2e39f,c009,008,1647846639,1,0.739022,64.775738,2000,64305.48078,1530.0,877.0,41.0,82.992
458,pagerank,2,GPU-4a59516f-c8c3-a9d4-e7db-bf01dcf2e39f,c009,008,1647846364,1,0.842863,64.741003,2000,64157.618061999994,1530.0,877.0,41.0,82.992
155,pagerank,4,GPU-4a59516f-c8c3-a9d4-e7db-bf01dcf2e39f,c009,008,1647846913,1,0.751076,64.6495,2000,64167.617346,1530.0,877.0,41.0,82.992
731,pagerank,1,GPU-4abb11b4-184a-2262-8f92-c108dcb1be8c,c006,008,1648045378,0,0.938569,64.804817,2000,64136.308831999995,1530.0,877.0,34.0,81.553
583,pagerank,3,GPU-4abb11b4-184a-2262-8f92-c108dcb1be8c,c006,008,1648045937,0,0.850134,64.761783,2000,64177.04803,1530.0,877.0,34.0,81.553
211,pagerank,5,GPU-4abb11b4-184a-2262-8f92-c108dcb1be8c,c006,008,1648046494,0,0.869472,64.7354,2000,64135.090157,1530.0,877.0,34.0,81.553
68,pagerank,2,GPU-4abb11b4-184a-2262-8f92-c108dcb1be8c,c006,008,1648045658,0,0.854962,64.753883,2000,64168.629282,1530.0,877.0,34.0,81.553
192,pagerank,4,GPU-4abb11b4-184a-2262-8f92-c108dcb1be8c,c006,008,1648046216,0,0.943196,64.824073,2000,64152.059751,1530.0,877.0,34.0,81.553
681,pagerank,5,GPU-4b03962c-bc72-b46f-af88-77504b01f0fc,c003,002,1647848270,3,0.88867,66.680442,2000,66058.380563,1530.0,877.0,33.0,81.678
294,pagerank,2,GPU-4b03962c-bc72-b46f-af88-77504b01f0fc,c003,002,1647847429,3,0.856233,66.534415,2000,65951.476375,1530.0,877.0,34.0,81.678
350,pagerank,3,GPU-4b03962c-bc72-b46f-af88-77504b01f0fc,c003,002,1647847709,3,0.898431,66.68823,2000,66064.100209,1530.0,877.0,33.0,81.678
40,pagerank,1,GPU-4b03962c-bc72-b46f-af88-77504b01f0fc,c003,002,1647847149,3,0.878963,66.597306,2000,65983.786081,1530.0,877.0,34.0,81.678
423,pagerank,4,GPU-4b03962c-bc72-b46f-af88-77504b01f0fc,c003,002,1647847989,3,0.929699,66.668033,2000,66014.287975,1530.0,877.0,34.0,81.626
849,pagerank,2,GPU-4e56b4d5-6e29-af0b-16ef-a62d047e8b31,c009,009,1647846374,2,0.957034,66.820087,2000,66140.04095600001,1530.0,877.0,37.0,84.537
357,pagerank,4,GPU-4e56b4d5-6e29-af0b-16ef-a62d047e8b31,c009,009,1647846936,2,0.951035,66.818044,2000,66141.276595,1530.0,877.0,37.0,84.537
99,pagerank,5,GPU-4e56b4d5-6e29-af0b-16ef-a62d047e8b31,c009,009,1647847215,2,0.939836,66.872763,2000,66213.33778,1530.0,877.0,37.0,84.537
842,pagerank,3,GPU-4e56b4d5-6e29-af0b-16ef-a62d047e8b31,c009,009,1647846657,2,0.914466,66.823771,2000,66183.68693299999,1530.0,877.0,37.0,84.537
191,pagerank,1,GPU-4e56b4d5-6e29-af0b-16ef-a62d047e8b31,c009,009,1647846090,2,1.260694,67.178729,2000,66188.176304,1530.0,877.0,37.0,84.537
179,pagerank,3,GPU-4eda0b7d-b7d2-5f8c-2888-13460eecefea,c009,007,1647846712,3,0.908523,66.593238,2000,65953.569551,1530.0,877.0,41.0,90.931
326,pagerank,5,GPU-4eda0b7d-b7d2-5f8c-2888-13460eecefea,c009,007,1647847266,3,0.911309,66.828793,2000,66192.021726,1530.0,877.0,41.0,90.943
689,pagerank,4,GPU-4eda0b7d-b7d2-5f8c-2888-13460eecefea,c009,007,1647846989,3,0.88627,66.660633,2000,66046.91661300001,1530.0,877.0,41.0,90.943
204,pagerank,2,GPU-4eda0b7d-b7d2-5f8c-2888-13460eecefea,c009,007,1647846436,3,0.889382,66.667915,2000,66047.77044999998,1530.0,877.0,41.0,90.8785
500,pagerank,1,GPU-4eda0b7d-b7d2-5f8c-2888-13460eecefea,c009,007,1647846158,3,0.924135,66.844806,2000,66188.18034400001,1530.0,877.0,41.0,90.65
152,pagerank,3,GPU-556fbffd-89ca-c1f5-21f1-f1eaa3b5a236,c009,001,1648045941,0,0.775075,66.627729,2000,66119.60957,1530.0,877.0,32.0,77.575
170,pagerank,5,GPU-556fbffd-89ca-c1f5-21f1-f1eaa3b5a236,c009,001,1648046503,0,0.78497,66.549215,2000,66026.318942,1530.0,877.0,32.0,78.57
77,pagerank,4,GPU-556fbffd-89ca-c1f5-21f1-f1eaa3b5a236,c009,001,1648046225,0,0.784824,66.508044,2000,65998.990844,1530.0,877.0,32.0,79.067
847,pagerank,2,GPU-556fbffd-89ca-c1f5-21f1-f1eaa3b5a236,c009,001,1648045662,0,0.937545,66.931186,2000,66260.248873,1530.0,877.0,32.0,77.575
56,pagerank,1,GPU-556fbffd-89ca-c1f5-21f1-f1eaa3b5a236,c009,001,1648045378,0,0.931407,66.797302,2000,66134.062252,1530.0,877.0,32.0,77.575
297,pagerank,5,GPU-5582e876-372b-9110-fa1f-f64f8f6c4e44,c008,011,1647875493,3,0.769315,66.655251,2000,66157.824525,1530.0,877.0,48.0,84.11
364,pagerank,2,GPU-5582e876-372b-9110-fa1f-f64f8f6c4e44,c008,011,1647874658,3,0.777095,66.559117,2000,66048.99862500001,1530.0,877.0,48.0,84.11
523,pagerank,1,GPU-5582e876-372b-9110-fa1f-f64f8f6c4e44,c008,011,1647874380,3,0.784754,66.73279,2000,66224.2566,1530.0,877.0,47.0,83.117
735,pagerank,3,GPU-5582e876-372b-9110-fa1f-f64f8f6c4e44,c008,011,1647874937,3,0.79472,66.56313,2000,66036.581004,1530.0,877.0,48.0,84.11
397,pagerank,4,GPU-5582e876-372b-9110-fa1f-f64f8f6c4e44,c008,011,1647875215,3,0.750052,66.513917,2000,66020.701119,1530.0,877.0,48.0,83.614
770,pagerank,4,GPU-5621a005-50a7-08a8-ade6-5530d14f8230,c009,006,1647974471,0,0.887043,66.608285,2000,65990.175991,1530.0,877.0,32.0,79.564
158,pagerank,1,GPU-5621a005-50a7-08a8-ade6-5530d14f8230,c009,006,1647973631,0,0.937663,66.678465,2000,65986.748326,1530.0,877.0,33.0,80.559
795,pagerank,5,GPU-5621a005-50a7-08a8-ade6-5530d14f8230,c009,006,1647974750,0,0.867982,66.585706,2000,65993.358457,1530.0,877.0,33.0,79.564
146,pagerank,2,GPU-5621a005-50a7-08a8-ade6-5530d14f8230,c009,006,1647973911,0,0.84816,66.658962,2000,66077.60988,1530.0,877.0,33.0,79.564
71,pagerank,3,GPU-5621a005-50a7-08a8-ade6-5530d14f8230,c009,006,1647974191,0,0.833717,66.679448,2000,66101.702173,1530.0,877.0,32.0,79.564
829,pagerank,4,GPU-56399d8b-55ee-b8d6-cfbd-3a68d6f6de96,c005,004,1648046367,2,0.945066,66.773216,2000,66104.06727900001,1530.0,877.0,29.0,78.072
42,pagerank,3,GPU-56399d8b-55ee-b8d6-cfbd-3a68d6f6de96,c005,004,1648046086,2,0.890406,66.682144,2000,66056.83939400001,1530.0,877.0,29.0,78.072
670,pagerank,2,GPU-56399d8b-55ee-b8d6-cfbd-3a68d6f6de96,c005,004,1648045799,2,0.852465,66.768178,2000,66181.133873,1530.0,877.0,29.0,78.072
95,pagerank,5,GPU-56399d8b-55ee-b8d6-cfbd-3a68d6f6de96,c005,004,1648046648,2,1.444828,67.302583,2000,66128.897401,1530.0,877.0,29.0,78.072
232,pagerank,1,GPU-56399d8b-55ee-b8d6-cfbd-3a68d6f6de96,c005,004,1648045518,2,0.882796,66.735717,2000,66109.393985,1530.0,877.0,29.0,78.072
851,pagerank,5,GPU-56eb4503-d2a8-6ad3-4bbe-b3ad892f95be,c009,011,1647847316,1,0.909085,66.8241,2000,66171.27175,1530.0,877.0,42.0,83.932
782,pagerank,1,GPU-56eb4503-d2a8-6ad3-4bbe-b3ad892f95be,c009,011,1647846196,1,0.913287,66.770442,2000,66132.875122,1530.0,877.0,42.0,83.986
722,pagerank,4,GPU-56eb4503-d2a8-6ad3-4bbe-b3ad892f95be,c009,011,1647847037,1,0.9447,66.888381,2000,66215.864166,1530.0,877.0,42.0,83.986
45,pagerank,3,GPU-56eb4503-d2a8-6ad3-4bbe-b3ad892f95be,c009,011,1647846757,1,1.266706,67.261409,2000,66267.801611,1530.0,877.0,42.0,83.932
187,pagerank,2,GPU-56eb4503-d2a8-6ad3-4bbe-b3ad892f95be,c009,011,1647846477,1,1.061311,66.905423,2000,66115.93572899999,1530.0,877.0,42.0,83.932
536,pagerank,3,GPU-583a2d68-9b89-0649-5a98-e09b84e96a32,c008,003,1647898434,1,0.780036,66.57227,2000,66059.34131300001,1530.0,877.0,33.0,81.678
535,pagerank,5,GPU-583a2d68-9b89-0649-5a98-e09b84e96a32,c008,003,1647898992,1,0.805316,66.599616,2000,66070.06825899999,1530.0,877.0,32.0,81.678
610,pagerank,1,GPU-583a2d68-9b89-0649-5a98-e09b84e96a32,c008,003,1647897866,1,0.80759,66.601143,2000,66065.009323,1530.0,877.0,32.0,81.678
246,pagerank,4,GPU-583a2d68-9b89-0649-5a98-e09b84e96a32,c008,003,1647898712,1,0.832255,66.615869,2000,66057.88034,1530.0,877.0,32.0,81.678
762,pagerank,2,GPU-583a2d68-9b89-0649-5a98-e09b84e96a32,c008,003,1647898149,1,0.901545,66.615802,2000,65981.34523,1530.0,877.0,33.0,81.678
678,pagerank,1,GPU-5bb0c5fb-67fb-782c-0f7d-6898abfab397,c009,012,1647874330,2,0.830848,66.689549,2000,66134.29272900001,1530.0,877.0,39.0,86.029
122,pagerank,5,GPU-5bb0c5fb-67fb-782c-0f7d-6898abfab397,c009,012,1647875440,2,0.823846,66.679671,2000,66121.423897,1530.0,877.0,39.0,86.029
126,pagerank,4,GPU-5bb0c5fb-67fb-782c-0f7d-6898abfab397,c009,012,1647875163,2,0.862168,66.618658,2000,66031.997097,1530.0,877.0,39.0,86.029
485,pagerank,2,GPU-5bb0c5fb-67fb-782c-0f7d-6898abfab397,c009,012,1647874608,2,0.829058,66.637273,2000,66078.591298,1530.0,877.0,39.0,86.029
613,pagerank,3,GPU-5bb0c5fb-67fb-782c-0f7d-6898abfab397,c009,012,1647874885,2,0.851825,66.749682,2000,66171.353539,1530.0,877.0,39.0,86.056
245,pagerank,4,GPU-5bb5f28d-5a64-9d97-c9ae-ad1f2c638b92,c007,004,1648052973,1,0.751349,66.59002,2000,66104.10504200001,1530.0,877.0,33.0,78.355
320,pagerank,2,GPU-5bb5f28d-5a64-9d97-c9ae-ad1f2c638b92,c007,004,1648052415,1,0.896131,66.91936,2000,66299.528855,1530.0,877.0,33.0,78.233
196,pagerank,5,GPU-5bb5f28d-5a64-9d97-c9ae-ad1f2c638b92,c007,004,1648053251,1,0.77679,66.678183,2000,66175.628163,1530.0,877.0,33.0,78.233
427,pagerank,3,GPU-5bb5f28d-5a64-9d97-c9ae-ad1f2c638b92,c007,004,1648052694,1,0.76181,66.681231,2000,66190.149313,1530.0,877.0,33.0,78.233
467,pagerank,1,GPU-5bb5f28d-5a64-9d97-c9ae-ad1f2c638b92,c007,004,1648052137,1,0.788498,66.68744,2000,66173.53588499999,1530.0,877.0,32.0,78.233
830,pagerank,4,GPU-5bef6edb-1abb-8f9c-b381-8025163b6743,c009,011,1647847108,2,0.926973,66.811062,2000,66160.479154,1530.0,877.0,37.0,81.553
261,pagerank,3,GPU-5bef6edb-1abb-8f9c-b381-8025163b6743,c009,011,1647846828,2,0.948933,66.764528,2000,66089.982314,1530.0,877.0,36.0,80.559
159,pagerank,5,GPU-5bef6edb-1abb-8f9c-b381-8025163b6743,c009,011,1647847387,2,0.924797,66.715595,2000,66070.641778,1530.0,877.0,37.0,81.553
19,pagerank,2,GPU-5bef6edb-1abb-8f9c-b381-8025163b6743,c009,011,1647846548,2,0.97533,66.781255,2000,66071.049695,1530.0,877.0,37.0,81.553
207,pagerank,1,GPU-5bef6edb-1abb-8f9c-b381-8025163b6743,c009,011,1647846267,2,0.937846,66.728287,2000,66065.719702,1530.0,877.0,36.0,81.501
633,pagerank,3,GPU-5c16cb99-a40d-ffed-e09d-fc9eaec2c19e,c007,006,1647898503,2,0.75604,66.500671,2000,66010.647908,1530.0,877.0,34.0,81.553
873,pagerank,1,GPU-5c16cb99-a40d-ffed-e09d-fc9eaec2c19e,c007,006,1647897937,2,0.764753,66.502496,2000,66007.085373,1530.0,877.0,33.0,81.553
530,pagerank,2,GPU-5c16cb99-a40d-ffed-e09d-fc9eaec2c19e,c007,006,1647898224,2,0.747757,66.533645,2000,66062.674841,1530.0,877.0,33.0,82.051
255,pagerank,4,GPU-5c16cb99-a40d-ffed-e09d-fc9eaec2c19e,c007,006,1647898780,2,0.74093,66.557943,2000,66091.937198,1530.0,877.0,33.0,81.553
838,pagerank,5,GPU-5c16cb99-a40d-ffed-e09d-fc9eaec2c19e,c007,006,1647899058,2,0.761628,66.499636,2000,66009.20329199999,1530.0,877.0,33.0,81.553
165,pagerank,1,GPU-5e58c293-cd93-66ea-3997-1f57886b0f34,c009,009,1647845973,1,0.980767,66.869357,2000,66154.12469,1530.0,877.0,42.0,83.489
43,pagerank,5,GPU-5e58c293-cd93-66ea-3997-1f57886b0f34,c009,009,1647847145,1,0.957977,66.880429,2000,66193.405038,1530.0,877.0,42.0,84.483
446,pagerank,4,GPU-5e58c293-cd93-66ea-3997-1f57886b0f34,c009,009,1647846865,1,0.91685,66.838557,2000,66188.432535,1530.0,877.0,42.0,84.483
355,pagerank,2,GPU-5e58c293-cd93-66ea-3997-1f57886b0f34,c009,009,1647846304,1,1.048294,66.913377,2000,66138.97029299999,1530.0,877.0,42.0,84.101
304,pagerank,3,GPU-5e58c293-cd93-66ea-3997-1f57886b0f34,c009,009,1647846583,1,0.963249,66.76659,2000,66075.46914999999,1530.0,877.0,43.0,84.483
477,pagerank,5,GPU-5e85981b-2b10-e2a7-6671-92a3773a6152,c007,009,1647846441,2,0.969932,64.836851,2000,64133.779857,1530.0,877.0,41.0,82.688
542,pagerank,3,GPU-5e85981b-2b10-e2a7-6671-92a3773a6152,c007,009,1647845792,2,0.917143,64.823047,2000,64173.562586,1530.0,877.0,40.0,81.22
540,pagerank,2,GPU-5e85981b-2b10-e2a7-6671-92a3773a6152,c007,009,1647845514,2,0.913292,64.724061,2000,64070.48891099999,1530.0,877.0,41.0,81.22
227,pagerank,1,GPU-5e85981b-2b10-e2a7-6671-92a3773a6152,c007,009,1647845235,2,0.934566,64.838861,2000,64171.626961,1530.0,877.0,40.0,81.22
476,pagerank,4,GPU-5e85981b-2b10-e2a7-6671-92a3773a6152,c007,009,1647846162,2,1.021902,64.903811,2000,64155.541884,1530.0,877.0,40.0,81.501
214,pagerank,2,GPU-5fdb777f-8e92-bd2b-4780-54e5e1ccf6a5,c002,002,1648045831,3,0.770004,66.53639,2000,66038.63159599999,1530.0,877.0,37.0,78.774
879,pagerank,3,GPU-5fdb777f-8e92-bd2b-4780-54e5e1ccf6a5,c002,002,1648046108,3,0.766675,66.531946,2000,66030.845439,1530.0,877.0,37.0,79.263
783,pagerank,1,GPU-5fdb777f-8e92-bd2b-4780-54e5e1ccf6a5,c002,002,1648045555,3,0.755433,66.595188,2000,66114.101768,1530.0,877.0,36.0,78.774
740,pagerank,5,GPU-5fdb777f-8e92-bd2b-4780-54e5e1ccf6a5,c002,002,1648046661,3,0.767003,66.506513,2000,66010.558352,1530.0,877.0,37.0,79.263
820,pagerank,4,GPU-5fdb777f-8e92-bd2b-4780-54e5e1ccf6a5,c002,002,1648046385,3,0.773294,66.616263,2000,66114.24679100001,1530.0,877.0,37.0,78.774
773,pagerank,2,GPU-604bb5dd-5bd9-085f-ad64-ab212bebd3db,c002,004,1648047843,1,0.898354,64.67977,2000,64035.454789,1530.0,877.0,33.0,79.462
