exp,input_size,reps,uuid,cabinet,node,ts,kern,kern_min_start,kern_max_start,num_kerns,perf,freq,memfreq,temp,pwr,dev_id
sgemm,25536,100,GPU-e1342d2b-9672-84a6-3f4f-793c5cec8f2f,-1,-1,1591118862,volta_sgemm_128x32_sliced1x4_nn,290.348604,533.338369,100,2454.674449,1350,877,73,296.79,0
sgemm,25536,100,GPU-ac95b335-ff60-5d01-0690-b9c32a6b8cbe,-1,-1,1591244317,volta_sgemm_128x32_sliced1x4_nn,311.044923,546.916595,100,2382.720408,1387,877,63,295.728,0
sgemm,25536,100,GPU-2ce0bf93-f10d-dc28-ccd9-9b717f694600,-1,-1,1589952841,volta_sgemm_128x32_sliced1x4_nn,290.374824,524.796166,100,2367.963929,1402,877,64,296.684,0
sgemm,25536,100,GPU-a5d73485-ce4d-9b57-d67a-e1f16e5280b6,-1,-1,1591142201,volta_sgemm_128x32_sliced1x4_nn,290.397592,532.104813,100,2441.828184,1365,877,70,296.697,0
sgemm,25536,100,GPU-4bab09d9-c2da-0e82-aadd-c52e5edbca8a,-1,-1,1591152171,volta_sgemm_128x32_sliced1x4_nn,290.705464,535.219802,100,2470.32649,1342,877,65,297.089,0
sgemm,25536,100,GPU-2fc5fbf8-ef33-bd2a-7360-caaa86db412b,-1,-1,1591154177,volta_sgemm_128x32_sliced1x4_nn,290.147833,529.109099,100,2414.576122,1372,877,74,297.47,0
sgemm,25536,100,GPU-9fcac035-3813-c4f2-f4a5-4a06108a0da6,-1,-1,1589952841,volta_sgemm_128x32_sliced1x4_nn,290.443232,533.034339,100,2450.957694,1357,877,73,296.881,0
sgemm,25536,100,GPU-0d57f2c5-6a0f-2778-1bc2-fe1ecae2ed34,-1,-1,1591073018,volta_sgemm_128x32_sliced1x4_nn,290.148004,539.150172,100,2515.399408,1320,877,70,297.758,0
sgemm,25536,100,GPU-5efed572-a323-90eb-8e51-bd26e6744236,-1,-1,1591072468,volta_sgemm_128x32_sliced1x4_nn,292.212495,533.991559,100,2442.730061,1350,877,63,297.47,0
sgemm,25536,100,GPU-6ca171d1-fbc0-7538-4b60-66e45b9ed457,-1,-1,1591141725,volta_sgemm_128x32_sliced1x4_nn,290.427795,528.255282,100,2402.594776,1380,877,68,296.79,0
sgemm,25536,100,GPU-e8706e9a-9a65-4dbc-a564-3d0dbce83ad2,-1,-1,1591225294,volta_sgemm_128x32_sliced1x4_nn,290.437205,528.149362,100,2400.971194,1387,877,50,295.626,0
sgemm,25536,100,GPU-56eb4503-d2a8-6ad3-4bbe-b3ad892f95be,-1,-1,1591196646,volta_sgemm_128x32_sliced1x4_nn,290.383206,535.508092,100,2476.501224,1335,877,72,297.758,0
sgemm,25536,100,GPU-1086e4d3-11ba-a2a2-301c-95a4945b27f2,-1,-1,1591142166,volta_sgemm_128x32_sliced1x4_nn,290.503497,534.635082,100,2466.417276,1342,877,70,296.017,0
sgemm,25536,100,GPU-9e3c1406-fa34-226b-3ded-a2fbc3c389ae,-1,-1,1591152171,volta_sgemm_128x32_sliced1x4_nn,290.515251,531.053131,100,2429.791388,1372,877,66,296.305,0
sgemm,25536,100,GPU-004a0134-1b41-cea0-0256-583c5e6e8127,-1,-1,1591072998,volta_sgemm_128x32_sliced1x4_nn,290.252865,532.245603,100,2444.863888,1350,877,71,297.378,0
sgemm,25536,100,GPU-1bc497e1-bfe9-9601-5868-a6f198ab7773,-1,-1,1591213116,volta_sgemm_128x32_sliced1x4_nn,289.788274,532.284795,100,2450.18199,1350,877,70,297.758,0
sgemm,25536,100,GPU-0c3515a1-e0b2-895e-d532-bcbf3bab2ff7,-1,-1,1591244317,volta_sgemm_128x32_sliced1x4_nn,290.172032,533.814937,100,2461.637112,1350,877,72,298.06,0
sgemm,25536,100,GPU-1ecbe249-8121-6d60-0d55-f5f69316c0cf,-1,-1,1591244318,volta_sgemm_128x32_sliced1x4_nn,291.293026,532.323844,100,2435.161796,1365,877,71,297.199,0
sgemm,25536,100,GPU-97cc4dc2-2497-4e9d-f7e3-a2c6c0bf3f69,-1,-1,1591119948,volta_sgemm_128x32_sliced1x4_nn,290.073053,530.925308,100,2433.275745,1365,877,69,296.911,0
sgemm,25536,100,GPU-99df6a7a-e5c8-3716-e808-040a4525620d,-1,-1,1591152172,volta_sgemm_128x32_sliced1x4_nn,290.458442,532.434805,100,2444.420286,1357,877,74,296.893,0
sgemm,25536,100,GPU-c18d26f0-1aab-cc8a-68ee-fb63e0b39cfc,-1,-1,1591154150,volta_sgemm_128x32_sliced1x4_nn,294.55725,536.156886,100,2440.230061,1357,877,58,297.084,0
sgemm,25536,100,GPU-aaae46f1-77f6-95e0-1b15-9840332d38d7,-1,-1,1591154890,volta_sgemm_128x32_sliced1x4_nn,290.93903,529.782942,100,2412.610929,1380,877,56,298.242,0
sgemm,25536,100,GPU-c6363c25-1911-d1fe-1c68-85a594c56f97,-1,-1,1591154791,volta_sgemm_128x32_sliced1x4_nn,290.367631,529.486237,100,2415.542327,1372,877,59,298.439,0
sgemm,25536,100,GPU-5e58c293-cd93-66ea-3997-1f57886b0f34,-1,-1,1591125232,volta_sgemm_128x32_sliced1x4_nn,290.454419,531.916808,100,2439.160214,1365,877,60,297.47,0
sgemm,25536,100,GPU-80147599-6aa7-2471-e053-25728ec0234c,-1,-1,1589952855,volta_sgemm_128x32_sliced1x4_nn,290.548724,533.503431,100,2454.082582,1357,877,61,297.758,0
sgemm,25536,100,GPU-c4cc71d1-3a76-8dae-ed02-338c103bd8b0,-1,-1,1591136361,volta_sgemm_128x32_sliced1x4_nn,290.389789,526.619581,100,2386.448786,1395,877,58,297.758,0
sgemm,25536,100,GPU-ce1f0cbf-84fd-8331-33f5-fc4db3857062,-1,-1,1591142459,volta_sgemm_128x32_sliced1x4_nn,290.577954,541.02973,100,2530.402204,1312,877,72,297.182,0
sgemm,25536,100,GPU-4e56b4d5-6e29-af0b-16ef-a62d047e8b31,-1,-1,1591125232,volta_sgemm_128x32_sliced1x4_nn,290.463369,533.56846,100,2455.351755,1350,877,55,297.182,0
sgemm,25536,100,GPU-7aa05862-a773-2b1c-3e4b-5cfc30be7841,-1,-1,1591164560,volta_sgemm_128x32_sliced1x4_nn,290.789444,530.305953,100,2419.367194,1372,877,64,296.893,0
sgemm,25536,100,GPU-ceb4c42d-7f3f-775c-db5a-79c1300cb3dc,-1,-1,1589952862,volta_sgemm_128x32_sliced1x4_nn,290.405376,534.711191,100,2468.124622,1342,877,81,294.563,0
sgemm,25536,100,GPU-88172df5-745e-4536-295c-a1ff2ae81480,-1,-1,1591118863,volta_sgemm_128x32_sliced1x4_nn,290.356376,533.31399,100,2454.218847,1357,877,56,297.696,0
sgemm,25536,100,GPU-97904f00-bbfa-c847-c025-a687193181e7,-1,-1,1591153805,volta_sgemm_128x32_sliced1x4_nn,308.779804,541.127837,100,2346.940847,1417,877,54,297.47,0
sgemm,25536,100,GPU-c8f8e0a4-d01c-3989-5e4d-43989b5c790c,-1,-1,1591153613,volta_sgemm_128x32_sliced1x4_nn,290.585547,534.943504,100,2468.68298,1342,877,71,297.077,0
sgemm,25536,100,GPU-241d93c8-c597-6a1f-a167-257bae3ef4b8,-1,-1,1591152712,volta_sgemm_128x32_sliced1x4_nn,290.588871,529.450188,100,2413.240184,1372,877,68,297.47,0
sgemm,25536,100,GPU-4eda0b7d-b7d2-5f8c-2888-13460eecefea,-1,-1,1589951691,volta_sgemm_128x32_sliced1x4_nn,290.356869,537.215659,100,2494.095724,1327,877,69,296.408,0
sgemm,25536,100,GPU-5fc67576-3dc6-066f-5c09-dcc48a478708,-1,-1,1589952836,volta_sgemm_128x32_sliced1x4_nn,290.195925,528.59689,100,2408.429694,1380,877,64,297.5,0
sgemm,25536,100,GPU-d84f5939-7ca4-0396-85a7-9916b2f47bb1,-1,-1,1591152171,volta_sgemm_128x32_sliced1x4_nn,290.835019,537.100533,100,2487.648398,1342,877,69,296.118,0
sgemm,25536,100,GPU-7613fe78-cca7-81bd-13e8-dc4926a25bae,-1,-1,1591196645,volta_sgemm_128x32_sliced1x4_nn,290.04776,533.013384,100,2454.289276,1357,877,56,296.697,0
sgemm,25536,100,GPU-241d93c8-c597-6a1f-a167-257bae3ef4b8,-1,-1,1591154889,volta_sgemm_128x32_sliced1x4_nn,290.513514,529.66012,100,2415.940541,1365,877,69,297.47,0
sgemm,25536,100,GPU-97904f00-bbfa-c847-c025-a687193181e7,-1,-1,1591119948,volta_sgemm_128x32_sliced1x4_nn,290.061596,523.109159,100,2354.126265,1417,877,57,297.955,0
sgemm,25536,100,GPU-6cc3ac5f-0d73-c0b6-ee4f-4a9e820fb733,-1,-1,1591073003,volta_sgemm_128x32_sliced1x4_nn,290.915341,531.738898,100,2432.850816,1365,877,74,298.06,0
sgemm,25536,100,GPU-5d3797b3-2cb5-74f5-8bbb-2d895d8025b8,-1,-1,1591225294,volta_sgemm_128x32_sliced1x4_nn,290.292502,527.984523,100,2401.031286,1380,877,60,296.986,0
sgemm,25536,100,GPU-97cc4dc2-2497-4e9d-f7e3-a2c6c0bf3f69,-1,-1,1591153805,volta_sgemm_128x32_sliced1x4_nn,290.274992,530.882394,100,2430.755898,1365,877,67,297.395,0
sgemm,25536,100,GPU-97515f92-e13f-2051-1790-0299e0f6527b,-1,-1,1591154889,volta_sgemm_128x32_sliced1x4_nn,290.365288,527.779268,100,2398.27952,1380,877,64,297.955,0
sgemm,25536,100,GPU-495f5418-cac3-0bfb-726d-d61b81206c36,-1,-1,1591164559,volta_sgemm_128x32_sliced1x4_nn,290.658697,537.565135,100,2494.636663,1327,877,70,297.274,0
sgemm,25536,100,GPU-c6363c25-1911-d1fe-1c68-85a594c56f97,-1,-1,1591072481,volta_sgemm_128x32_sliced1x4_nn,290.251916,529.538265,100,2417.289061,1372,877,60,297.955,0
sgemm,25536,100,GPU-5efed572-a323-90eb-8e51-bd26e6744236,-1,-1,1591118862,volta_sgemm_128x32_sliced1x4_nn,297.177926,538.44473,100,2437.564949,1357,877,62,296.986,0
sgemm,25536,100,GPU-97515f92-e13f-2051-1790-0299e0f6527b,-1,-1,1591153802,volta_sgemm_128x32_sliced1x4_nn,290.338936,527.864728,100,2399.282898,1380,877,64,297.47,0
sgemm,25536,100,GPU-c6e2f937-5535-4eec-7bd8-62d25631f33b,-1,-1,1591152170,volta_sgemm_128x32_sliced1x4_nn,291.256005,538.282101,100,2495.605796,1320,877,71,297.667,0
sgemm,25536,100,GPU-56eb4503-d2a8-6ad3-4bbe-b3ad892f95be,-1,-1,1591120448,volta_sgemm_128x32_sliced1x4_nn,290.304011,535.417841,100,2476.329949,1335,877,69,297.274,0
sgemm,25536,100,GPU-655f65a9-81f2-722b-9462-0bd6e4f55946,-1,-1,1591135823,volta_sgemm_128x32_sliced1x4_nn,290.175941,528.085445,100,2403.198102,1380,877,55,296.697,0
sgemm,25536,100,GPU-02899afa-3f47-50af-f1c1-3df54389d406,-1,-1,1591154160,volta_sgemm_128x32_sliced1x4_nn,290.960378,536.785183,100,2483.564694,1335,877,70,296.893,0
sgemm,25536,100,GPU-4d23e5bb-8ef5-bc71-7af1-a0c31339879d,-1,-1,1591196601,volta_sgemm_128x32_sliced1x4_nn,290.255519,529.308001,100,2414.920867,1372,877,65,296.986,0
sgemm,25536,100,GPU-3a24bed5-f40b-0330-325c-b202c5d8f84e,-1,-1,1591125238,volta_sgemm_128x32_sliced1x4_nn,290.10208,530.18072,100,2425.596827,1365,877,69,297.274,0
sgemm,25536,100,GPU-6f2216d4-7ad0-549b-0855-503313a0e77e,-1,-1,1591244317,volta_sgemm_128x32_sliced1x4_nn,291.016221,520.938994,100,2322.665408,1432,877,54,297.683,0
sgemm,25536,100,GPU-004a0134-1b41-cea0-0256-583c5e6e8127,-1,-1,1591196601,volta_sgemm_128x32_sliced1x4_nn,290.308689,531.003875,100,2431.635918,1357,877,70,296.408,0
sgemm,25536,100,GPU-41b8fcdb-cfe2-d189-f7ba-8e6e7ba91fcc,-1,-1,1591225294,volta_sgemm_128x32_sliced1x4_nn,290.229381,532.881558,100,2451.427173,1350,877,66,297.089,0
sgemm,25536,100,GPU-8741e02a-785d-6050-9ffb-44e5a698c2a9,-1,-1,1591072497,volta_sgemm_128x32_sliced1x4_nn,290.497198,525.541299,100,2374.17752,1402,877,59,296.501,0
sgemm,25536,100,GPU-5bb0c5fb-67fb-782c-0f7d-6898abfab397,-1,-1,1591213182,volta_sgemm_128x32_sliced1x4_nn,290.789527,537.949447,100,2496.594908,1335,877,53,297.955,0
sgemm,25536,100,GPU-1b956c94-4927-0014-3ed6-21e44f421add,-1,-1,1591072462,volta_sgemm_128x32_sliced1x4_nn,290.429921,531.228284,100,2432.545806,1372,877,69,296.408,0
sgemm,25536,100,GPU-6ba9ef33-5eb7-681e-8315-125051ff9788,-1,-1,1591118862,volta_sgemm_128x32_sliced1x4_nn,290.430842,534.947232,100,2470.246622,1342,877,70,297.863,0
sgemm,25536,100,GPU-ba90ec51-7693-ff37-eb5d-c40956bfa0a8,-1,-1,1591152712,volta_sgemm_128x32_sliced1x4_nn,290.799947,530.623226,100,2422.782551,1365,877,61,297.182,0
sgemm,25536,100,GPU-241d93c8-c597-6a1f-a167-257bae3ef4b8,-1,-1,1591244317,volta_sgemm_128x32_sliced1x4_nn,290.772528,529.152338,100,2408.183327,1380,877,67,296.986,0
sgemm,25536,100,GPU-b59451a2-3e87-0201-d457-a40bb2a9c791,-1,-1,1591196700,volta_sgemm_128x32_sliced1x4_nn,290.367446,534.223988,100,2463.518541,1350,877,71,298.045,0
sgemm,25536,100,GPU-bc412fc9-a04d-392e-2f8e-87d2f3ee13c3,-1,-1,1591073038,volta_sgemm_128x32_sliced1x4_nn,290.177212,534.387408,100,2467.163704,1342,877,72,297.683,0
sgemm,25536,100,GPU-9f735b71-1dee-55a2-3208-79410b78cba3,-1,-1,1591141571,volta_sgemm_128x32_sliced1x4_nn,290.46325,531.858265,100,2438.781388,1357,877,72,297.364,0
sgemm,25536,100,GPU-116cea33-be16-56fa-90a9-85c60a3c8a91,-1,-1,1591071624,volta_sgemm_128x32_sliced1x4_nn,290.812882,532.813145,100,2445.069531,1357,877,72,297.5,0
sgemm,25536,100,GPU-9a4089ea-3c96-553d-481b-41528d67e294,-1,-1,1591154167,volta_sgemm_128x32_sliced1x4_nn,290.147584,526.287025,100,2385.511796,1387,877,65,296.79,0
sgemm,25536,100,GPU-639c466a-9b85-8ecf-c1e3-c483e92d1384,-1,-1,1589952841,volta_sgemm_128x32_sliced1x4_nn,299.324299,544.599788,100,2478.379898,1335,877,71,297.47,0
sgemm,25536,100,GPU-9f30f6e9-b7f0-b29b-05d3-2d4e286f9bb6,-1,-1,1591071374,volta_sgemm_128x32_sliced1x4_nn,290.444569,528.151153,100,2401.26398,1387,877,66,297.304,0
sgemm,25536,100,GPU-1e2ee471-fb46-a0a3-b387-28e8c26be3f5,-1,-1,1589951691,volta_sgemm_128x32_sliced1x4_nn,314.549769,560.026024,100,2479.872051,1342,877,69,295.728,0
sgemm,25536,100,GPU-41b8fcdb-cfe2-d189-f7ba-8e6e7ba91fcc,-1,-1,1591118863,volta_sgemm_128x32_sliced1x4_nn,290.372721,533.140189,100,2452.524041,1350,877,68,297.574,0
sgemm,25536,100,GPU-d21df891-734e-58b8-2140-c16893d7b3ac,-1,-1,1591213091,volta_sgemm_128x32_sliced1x4_nn,290.589375,526.322786,100,2381.047143,1402,877,55,297.47,0
sgemm,25536,100,GPU-4807cf4d-1952-fa22-e540-109e52514735,-1,-1,1591072462,volta_sgemm_128x32_sliced1x4_nn,290.394345,533.610825,100,2457.100408,1342,877,60,297.378,0
sgemm,25536,100,GPU-284545b4-1b50-fc7e-7ce5-d4a992fd6e01,-1,-1,1591125117,volta_sgemm_128x32_sliced1x4_nn,290.856556,534.397674,100,2460.235633,1350,877,67,295.728,0
sgemm,25536,100,GPU-97515f92-e13f-2051-1790-0299e0f6527b,-1,-1,1591071929,volta_sgemm_128x32_sliced1x4_nn,294.061841,531.544112,100,2398.841265,1380,877,64,297.47,0
sgemm,25536,100,GPU-1a9e9e9e-db0c-45a0-d1e0-0286ec1b1ce7,-1,-1,1591073014,volta_sgemm_128x32_sliced1x4_nn,290.423907,528.552262,100,2405.253847,1387,877,52,296.212,0
sgemm,25536,100,GPU-dd590e15-ce4a-e805-7811-0fde7755fc45,-1,-1,1589952861,volta_sgemm_128x32_sliced1x4_nn,294.173213,531.630749,100,2398.601602,1380,877,59,297.592,0
sgemm,25536,100,GPU-8e0dd46b-0d52-f1ff-9ca5-bf42776a699b,-1,-1,1591071954,volta_sgemm_128x32_sliced1x4_nn,292.851905,533.233199,100,2428.316918,1372,877,68,296.408,0
sgemm,25536,100,GPU-e06e7795-d421-9eee-56f8-1194e546a123,-1,-1,1591244318,volta_sgemm_128x32_sliced1x4_nn,290.230445,529.061027,100,2412.890673,1372,877,67,298.273,0
sgemm,25536,100,GPU-7a5be25e-4d9d-8cf4-e483-336c12743bab,-1,-1,1591154716,volta_sgemm_128x32_sliced1x4_nn,290.545131,527.089424,100,2389.310408,1387,877,69,297.47,0
sgemm,25536,100,GPU-99df6a7a-e5c8-3716-e808-040a4525620d,-1,-1,1591154716,volta_sgemm_128x32_sliced1x4_nn,290.534717,532.043946,100,2439.587449,1357,877,74,296.893,0
sgemm,25536,100,GPU-a5d73485-ce4d-9b57-d67a-e1f16e5280b6,-1,-1,1591154215,volta_sgemm_128x32_sliced1x4_nn,290.366953,531.975765,100,2440.972908,1365,877,70,296.893,0
sgemm,25536,100,GPU-7446090a-9a11-8279-9538-ffc221953b23,-1,-1,1591140571,volta_sgemm_128x32_sliced1x4_nn,290.870004,531.20114,100,2427.779347,1372,877,63,296.212,0
sgemm,25536,100,GPU-db6f7f88-3a43-9345-1d9a-9a88a562e078,-1,-1,1591153071,volta_sgemm_128x32_sliced1x4_nn,290.297195,528.668881,100,2408.008837,1372,877,65,297.378,0
sgemm,25536,100,GPU-fb800a45-ef3f-0577-3566-245ff79dbff1,-1,-1,1591196596,volta_sgemm_128x32_sliced1x4_nn,290.465332,535.47971,100,2475.167929,1342,877,74,296.986,0
sgemm,25536,100,GPU-afcf1d6d-87c8-cb24-3004-de542d607093,-1,-1,1591153070,volta_sgemm_128x32_sliced1x4_nn,290.390984,531.342522,100,2434.111378,1357,877,69,297.378,0
sgemm,25536,100,GPU-5a43e059-3819-c58b-0cc2-2dc28805d543,-1,-1,1591196596,volta_sgemm_128x32_sliced1x4_nn,290.336576,531.296255,100,2434.151378,1365,877,64,297.378,0
sgemm,25536,100,GPU-3f6576bd-db66-1167-e54c-1cb1aca6d3df,-1,-1,1591196598,volta_sgemm_128x32_sliced1x4_nn,290.790878,532.078517,100,2437.665122,1365,877,65,297.199,0
sgemm,25536,100,GPU-87570fdd-b924-d1a1-8021-d92560f30d23,-1,-1,1591141137,volta_sgemm_128x32_sliced1x4_nn,291.573691,581.026576,100,2929.149224,1312,877,81,250.443,0
sgemm,25536,100,GPU-bff27eb6-9904-7e95-1e86-d93bbc389157,-1,-1,1591119956,volta_sgemm_128x32_sliced1x4_nn,289.956081,540.261638,100,2528.718,1312,877,69,297.304,0
sgemm,25536,100,GPU-9d11d759-dada-ad7e-4680-84ff816c09b0,-1,-1,1591152174,volta_sgemm_128x32_sliced1x4_nn,291.291709,534.914667,100,2461.099439,1350,877,63,297.955,0
sgemm,25536,100,GPU-004a0134-1b41-cea0-0256-583c5e6e8127,-1,-1,1591153076,volta_sgemm_128x32_sliced1x4_nn,289.788142,531.445734,100,2441.665276,1357,877,71,296.408,0
sgemm,25536,100,GPU-3e231293-b20b-d248-2633-05378e90ad9b,-1,-1,1589952849,volta_sgemm_128x32_sliced1x4_nn,290.448023,525.509481,100,2374.433459,1402,877,63,296.501,0
sgemm,25536,100,GPU-b8139907-0b82-429b-1122-7ed4c68f81ce,-1,-1,1589951689,volta_sgemm_128x32_sliced1x4_nn,290.420316,533.956206,100,2460.35449,1350,877,72,296.986,0
sgemm,25536,100,GPU-6ca171d1-fbc0-7538-4b60-66e45b9ed457,-1,-1,1591141179,volta_sgemm_128x32_sliced1x4_nn,290.423666,528.193255,100,2402.10451,1380,877,68,296.79,0
sgemm,25536,100,GPU-0ef33d31-44e6-7ce2-2f82-573161a8ae6f,-1,-1,1591071378,volta_sgemm_128x32_sliced1x4_nn,290.424252,532.139349,100,2441.783051,1357,877,65,296.697,0
sgemm,25536,100,GPU-419cbcc8-4360-5dd5-33fd-5babe4429d74,-1,-1,1591140574,volta_sgemm_128x32_sliced1x4_nn,290.49524,526.077682,100,2379.721898,1395,877,65,297.47,0
sgemm,25536,100,GPU-7446090a-9a11-8279-9538-ffc221953b23,-1,-1,1591141116,volta_sgemm_128x32_sliced1x4_nn,290.90132,531.167128,100,2427.087684,1372,877,62,296.017,0
sgemm,25536,100,GPU-9c9245ac-7e02-ba10-d16d-a4308c7924b9,-1,-1,1591152175,volta_sgemm_128x32_sliced1x4_nn,290.573573,529.756478,100,2416.090755,1372,877,61,297.274,0
sgemm,25536,100,GPU-c6363c25-1911-d1fe-1c68-85a594c56f97,-1,-1,1591154157,volta_sgemm_128x32_sliced1x4_nn,290.719253,529.655498,100,2413.400612,1380,877,59,298.152,0
sgemm,25536,100,GPU-5582e876-372b-9110-fa1f-f64f8f6c4e44,-1,-1,1591119948,volta_sgemm_128x32_sliced1x4_nn,290.387557,524.949458,100,2369.367765,1395,877,63,298.076,0
sgemm,25536,100,GPU-506c48a4-af36-7a31-87cf-787d45d0036c,-1,-1,1591225297,volta_sgemm_128x32_sliced1x4_nn,290.405469,533.94007,100,2460.591735,1342,877,70,297.667,0
sgemm,25536,100,GPU-02899afa-3f47-50af-f1c1-3df54389d406,-1,-1,1591071923,volta_sgemm_128x32_sliced1x4_nn,290.644646,536.537897,100,2484.180418,1335,877,70,296.408,0
sgemm,25536,100,GPU-1b956c94-4927-0014-3ed6-21e44f421add,-1,-1,1591118861,volta_sgemm_128x32_sliced1x4_nn,290.344379,532.326374,100,2444.663714,1357,877,71,294.952,0
sgemm,25536,100,GPU-d84f71be-ad97-3d98-133e-cc8818b44c87,-1,-1,1591071375,volta_sgemm_128x32_sliced1x4_nn,290.451908,519.909518,100,2317.957622,1432,877,51,298.152,0
sgemm,25536,100,GPU-3204c202-d774-3a4f-652c-c2ea75264724,-1,-1,1591073010,volta_sgemm_128x32_sliced1x4_nn,290.553841,533.652062,100,2455.990204,1350,877,72,297.955,0
sgemm,25536,100,GPU-36a2e761-e9ef-c5ba-ba31-e0922a82694e,-1,-1,1591225294,volta_sgemm_128x32_sliced1x4_nn,290.434427,532.012112,100,2440.180745,1365,877,48,297.788,0
sgemm,25536,100,GPU-04235f8f-fa10-59dd-9f6a-41c1a14f654c,-1,-1,1591154175,volta_sgemm_128x32_sliced1x4_nn,294.26516,528.533129,100,2366.343194,1402,877,58,296.79,0
sgemm,25536,100,GPU-e83e370f-2d78-0c98-ebf3-3dfb05c88241,-1,-1,1591071925,volta_sgemm_128x32_sliced1x4_nn,290.218024,538.188048,100,2504.90201,1327,877,59,296.212,0
sgemm,25536,100,GPU-14693506-a424-e05a-8274-14c5a922b425,-1,-1,1589952862,volta_sgemm_128x32_sliced1x4_nn,290.397913,528.673683,100,2407.293071,1380,877,64,297.015,0
sgemm,25536,100,GPU-1d5354ba-ac04-b5a8-3b42-6bbc274e625e,-1,-1,1589952841,volta_sgemm_128x32_sliced1x4_nn,290.378942,529.383345,100,2414.313867,1372,877,63,296.986,0
sgemm,25536,100,GPU-6b083f7e-9315-0c66-0282-2c4e13c64de6,-1,-1,1591244318,volta_sgemm_128x32_sliced1x4_nn,290.482518,531.50585,100,2434.861408,1365,877,62,297.476,0
sgemm,25536,100,GPU-5bef6edb-1abb-8f9c-b381-8025163b6743,-1,-1,1591213183,volta_sgemm_128x32_sliced1x4_nn,290.641479,530.271677,100,2420.625959,1365,877,60,297.47,0
sgemm,25536,100,GPU-eb58f9b0-f8e1-abcf-caa1-bb0ace2fe3a3,-1,-1,1591120449,volta_sgemm_128x32_sliced1x4_nn,291.470801,535.400381,100,2464.164796,1342,877,66,296.986,0
sgemm,25536,100,GPU-325987a2-86cc-2265-615b-14bfeee98170,-1,-1,1591213182,volta_sgemm_128x32_sliced1x4_nn,297.683686,540.804624,100,2456.293214,1357,877,70,296.305,0
sgemm,25536,100,GPU-764cd46f-9f55-f984-c5e2-515276ad6171,-1,-1,1591196602,volta_sgemm_128x32_sliced1x4_nn,290.58522,525.336385,100,2371.553255,1402,877,67,296.911,0
sgemm,25536,100,GPU-495f5418-cac3-0bfb-726d-d61b81206c36,-1,-1,1591152172,volta_sgemm_128x32_sliced1x4_nn,290.337232,537.182547,100,2493.894867,1327,877,70,297.274,0
sgemm,25536,100,GPU-d84f5939-7ca4-0396-85a7-9916b2f47bb1,-1,-1,1591154712,volta_sgemm_128x32_sliced1x4_nn,290.87804,537.345694,100,2489.690133,1335,877,70,295.632,0
sgemm,25536,100,GPU-7b3d4dd5-fc87-7bc2-a07c-6b9b04292040,-1,-1,1591140545,volta_sgemm_128x32_sliced1x4_nn,290.165313,530.777298,100,2430.40252,1365,877,59,297.592,0
sgemm,25536,100,GPU-3a491bd5-5700-a139-9078-bab4185e1ea2,-1,-1,1589952861,volta_sgemm_128x32_sliced1x4_nn,290.31601,523.715702,100,2357.716214,1417,877,63,296.986,0
sgemm,25536,100,GPU-95f31cab-2a71-eaac-5199-afcc626d7f0b,-1,-1,1589952837,volta_sgemm_128x32_sliced1x4_nn,290.678715,532.574524,100,2443.607776,1357,877,69,296.697,0
sgemm,25536,100,GPU-8e0dd46b-0d52-f1ff-9ca5-bf42776a699b,-1,-1,1591118861,volta_sgemm_128x32_sliced1x4_nn,290.460447,531.344899,100,2433.340163,1365,877,71,296.408,0
sgemm,25536,100,GPU-ac9ef2f6-cf1a-fb7f-f049-ab7336766515,-1,-1,1591153617,volta_sgemm_128x32_sliced1x4_nn,293.493723,537.662383,100,2466.977663,1342,877,73,296.79,0
sgemm,25536,100,GPU-dd590e15-ce4a-e805-7811-0fde7755fc45,-1,-1,1591196597,volta_sgemm_128x32_sliced1x4_nn,293.457772,530.247946,100,2391.943143,1387,877,60,297.592,0
sgemm,25536,100,GPU-22fa1726-f052-32e6-4d5a-152694b0a3da,-1,-1,1591152172,volta_sgemm_128x32_sliced1x4_nn,291.000742,526.884192,100,2382.832408,1395,877,61,296.623,0
sgemm,25536,100,GPU-70c17197-d6a0-c368-8899-2d1fab6bc28c,-1,-1,1591153676,volta_sgemm_128x32_sliced1x4_nn,291.178529,530.808279,100,2420.698531,1372,877,61,296.408,0
sgemm,25536,100,GPU-2a6e80db-871c-96c0-551b-7d1467f2f059,-1,-1,1591119948,volta_sgemm_128x32_sliced1x4_nn,290.036353,527.077981,100,2394.579622,1380,877,62,297.667,0
sgemm,25536,100,GPU-7e5ef71f-22fa-3c08-5652-96dec2595024,-1,-1,1591153676,volta_sgemm_128x32_sliced1x4_nn,290.399282,525.081098,100,2370.700673,1402,877,58,296.305,0
sgemm,25536,100,GPU-49cb49c6-15d7-e173-6b36-3a169a7c9cce,-1,-1,1591118861,volta_sgemm_128x32_sliced1x4_nn,290.630994,531.154647,100,2429.744398,1365,877,62,297.955,0
sgemm,25536,100,GPU-3763b8f9-5aad-7809-7f06-08cd46b6a2de,-1,-1,1591118862,volta_sgemm_128x32_sliced1x4_nn,297.43598,539.496864,100,2445.353745,1357,877,69,297.863,0
sgemm,25536,100,GPU-c8ca3f7a-a0e7-4ba8-3029-5f091efc4406,-1,-1,1591119948,volta_sgemm_128x32_sliced1x4_nn,290.507574,534.091862,100,2460.894847,1342,877,71,296.893,0
