,exp,reps,cabinet,node,device,train_time,mean_iter_dur,perf,max_iter_dur,min_iter_dur,uuid
372,resnet,1,c196,102,0,185.179353,0.136586717,0.135334322,7.519946196,0.12559319,GPU-b11d2b95-f951-0140-409e-20aef552a185
373,resnet,1,c196,102,1,185.179353,0.137564035,0.136360605,7.313367857,0.124482459,GPU-8cf8b7e3-1dbb-79cc-ff49-06458b355977
374,resnet,1,c196,102,2,185.179353,0.135944996,0.134793628,7.373537889,0.125665103,GPU-785e5384-b9db-5ffb-159c-bf337727844d
375,resnet,1,c196,102,3,185.179353,0.13654147,0.135042322,7.413941834,0.126243716,GPU-3c7bacce-95d6-45a6-737f-cccf4ec93d09
376,resnet,1,c196,61,0,185.607871,0.136881889,0.135317102,7.384224266,0.126023829,GPU-54b0ffff-07a5-0a2d-e650-399d44a93846
377,resnet,1,c196,61,1,185.607871,0.138366939,0.136280096,7.50578559,0.126031708,GPU-ad589572-d282-3117-43f1-f6015fbb2e74
378,resnet,1,c196,61,2,185.607871,0.137197206,0.135504731,7.205150487,0.124972905,GPU-2c9ae92e-83bf-ecd9-6d22-8b050ef07bca
379,resnet,1,c196,61,3,185.607871,0.137970548,0.136511889,7.445516612,0.125797146,GPU-978d8076-7a5d-09c7-45b9-3359da7b9ce9
380,resnet,2,c196,41,0,186.485447,0.136928088,0.135092158,7.651549824,0.129768482,GPU-75c0fcde-593b-1c25-f8c6-fdbc09fd9dd0
381,resnet,2,c196,41,1,186.485447,0.137070886,0.13559868,7.755028877,0.129061968,GPU-16e6432f-1aa7-bb38-128b-35cc7e999a17
382,resnet,2,c196,41,2,186.485447,0.137670104,0.136128524,7.543672182,0.129694325,GPU-98b6b9d5-d461-aaa4-a908-37cbd8c26331
383,resnet,2,c196,41,3,186.485447,0.137055919,0.135154453,7.665672974,0.129663911,GPU-e54581d0-d5bf-459c-e5c7-1e67c59d907e
384,resnet,0,c199,111,0,242.033257,0.184062655,0.138374515,23.54598072,0.125623605,GPU-7860c617-9014-dd6b-3364-340463ffb25b
385,resnet,0,c199,111,1,242.033257,0.172846751,0.13824324,22.43276753,0.125748621,GPU-093cdcea-db82-2f8a-7508-b42a7fbdab69
386,resnet,0,c199,111,2,242.033257,0.197659019,0.13750683,23.72970816,0.126016975,GPU-2c2f4b40-f274-9088-55a0-76fe1844dc46
387,resnet,0,c199,111,3,242.033257,0.19530308,0.135312845,23.33723127,0.125892436,GPU-a87b1a29-8a3b-0ba5-26a5-e6c44aba6dfc
388,resnet,2,c198,111,0,185.558729,0.136273663,0.134849835,7.214589978,0.128997124,GPU-e203069a-77a3-598c-10f7-d29aa953e8ad
389,resnet,2,c198,111,1,185.558729,0.135704347,0.134012018,7.432312236,0.129138867,GPU-00ccd5ea-1163-8b1b-b814-37f30b32424a
390,resnet,2,c198,111,2,185.558729,0.136418542,0.134933084,7.247512355,0.129173914,GPU-6dde75ce-71df-7921-797d-f0ccb641f223
391,resnet,2,c198,111,3,185.558729,0.136489806,0.134937686,7.32294491,0.129359949,GPU-4377a22b-6292-e4ec-1def-d69a59432086
392,resnet,3,c199,52,0,186.389907,0.137809545,0.136018908,7.31036866,0.12975816,GPU-9cfd3bc9-ec4c-cce3-8d2a-f00dadc39c15
393,resnet,3,c199,52,1,186.389907,0.136002158,0.134547964,7.157345875,0.128554174,GPU-c02a58d6-397f-fa2d-9d52-e21f20e5f877
394,resnet,3,c199,52,2,186.389907,0.136299378,0.134599763,7.309057678,0.12852448,GPU-a4c2be25-e61d-74a8-cbf6-39af358d6243
395,resnet,3,c199,52,3,186.389907,0.136796712,0.135552151,7.347559837,0.128478954,GPU-4abb0df7-9692-f3c1-38eb-b3a43005a412
396,resnet,2,c196,81,0,185.2626,0.13494837,0.133816552,7.261746018,0.126064937,GPU-4a7fcad6-5b33-648a-6e2c-1c7afd9c11a3
397,resnet,2,c196,81,1,185.2626,0.135043112,0.134212541,7.374874139,0.125315141,GPU-083e86ad-9523-13e1-8720-c72eabe3c04f
398,resnet,2,c196,81,2,185.2626,0.134834901,0.133830929,7.208009059,0.128173501,GPU-5715a1b6-b714-699e-ff9f-8e19c697db05
399,resnet,2,c196,81,3,185.2626,0.135350044,0.134345829,7.362529597,0.126838857,GPU-30d237b5-8bd4-c8ab-9cf6-7bea29ed7d88
400,resnet,0,c196,102,0,248.286376,0.239367794,0.136558842,10.00982898,0.125865216,GPU-b11d2b95-f951-0140-409e-20aef552a185
401,resnet,0,c196,102,1,248.286376,0.246242967,0.137627926,9.806941439,0.126688449,GPU-8cf8b7e3-1dbb-79cc-ff49-06458b355977
402,resnet,0,c196,102,2,248.286376,0.255230533,0.138290528,9.744368613,0.126905451,GPU-785e5384-b9db-5ffb-159c-bf337727844d
403,resnet,0,c196,102,3,248.286376,0.161488116,0.133173164,10.16402289,0.124409673,GPU-3c7bacce-95d6-45a6-737f-cccf4ec93d09
404,resnet,2,c199,91,0,186.22572,0.136745999,0.135882727,7.496583858,0.129130812,GPU-f70e14a5-1a35-f46d-9361-a11c3765c79c
405,resnet,2,c199,91,1,186.22572,0.135428057,0.133706088,7.698480339,0.129218321,GPU-0c673ca6-30da-96bc-a28e-5617fcd05148
406,resnet,2,c199,91,2,186.22572,0.138129704,0.136546465,7.474241386,0.129599894,GPU-6226967d-97d4-3012-b664-8c1e068155c7
407,resnet,2,c199,91,3,186.22572,0.136658855,0.13532029,7.57657606,0.129217249,GPU-4ca34e5c-9d4d-7500-1b50-45a9e3632b9c
408,resnet,0,c197,92,0,248.284061,0.237244752,0.137616671,17.07128652,0.125570343,GPU-c5992df9-8d3b-c84d-4117-8f4e23515b5b
409,resnet,0,c197,92,1,248.284061,0.214218128,0.135529776,16.87522138,0.125222677,GPU-dbe11990-1ffe-bf6e-1bcd-597305863b32
410,resnet,0,c197,92,2,248.284061,0.148742546,0.135076098,16.97417192,0.125849933,GPU-28c301cb-dc08-2d35-dde8-9af7a74841b4
411,resnet,0,c197,92,3,248.284061,0.241114796,0.137934778,16.67164011,0.126342821,GPU-e289b4a9-b821-519b-4474-24560d64ceae
412,resnet,4,c198,111,0,185.969037,0.136417965,0.134905289,7.35170594,0.126697215,GPU-e203069a-77a3-598c-10f7-d29aa953e8ad
413,resnet,4,c198,111,1,185.969037,0.138232602,0.136719912,7.394260563,0.127580322,GPU-00ccd5ea-1163-8b1b-b814-37f30b32424a
414,resnet,4,c198,111,2,185.969037,0.13738604,0.135654493,7.409816347,0.127099473,GPU-6dde75ce-71df-7921-797d-f0ccb641f223
415,resnet,4,c198,111,3,185.969037,0.135271078,0.133371471,7.524924087,0.125948187,GPU-4377a22b-6292-e4ec-1def-d69a59432086
416,resnet,2,c197,22,0,185.868091,0.135434061,0.133963605,7.319588292,0.128724662,GPU-630b2387-2636-a032-02c3-fc366bd197fa
417,resnet,2,c197,22,1,185.868091,0.137870806,0.13591422,7.414844219,0.129875094,GPU-7658759d-6299-3da2-ac45-2978dc7da78c
418,resnet,2,c197,22,2,185.868091,0.136562788,0.13500655,7.35281348,0.129198596,GPU-bfed631d-88cd-503d-b692-897f026ceffd
419,resnet,2,c197,22,3,185.868091,0.137049032,0.135292473,7.355630741,0.128877394,GPU-a4660132-f25c-98d9-b4a4-348e6e9f8810
420,resnet,4,c199,22,0,185.854235,0.13653768,0.134904806,7.395144753,0.129326168,GPU-d018a0a9-7076-7c16-67b7-a69772554c0b
421,resnet,4,c199,22,1,185.854235,0.137839678,0.136300603,7.366981851,0.129250897,GPU-c0b12dd5-53c3-3c57-c3c3-d1eacf1cd2e4
422,resnet,4,c199,22,2,185.854235,0.134718639,0.132913904,7.493352305,0.128778273,GPU-273d7bd1-76ca-c36e-3b5f-b6a3acfaec91
423,resnet,4,c199,22,3,185.854235,0.135298575,0.134084883,7.432642598,0.128176024,GPU-884929c9-b02c-10ae-94b8-c21abc0c04ca
424,resnet,4,c199,71,0,185.977243,0.1361303,0.13457509,7.459531461,0.12918224,GPU-0d08d63c-f45d-2753-d3b2-e48b8476be85
425,resnet,4,c199,71,1,185.977243,0.13618378,0.134537132,7.400445581,0.129140321,GPU-5a5489d9-baae-b03e-19f4-f939b3d671f3
426,resnet,4,c199,71,2,185.977243,0.136440311,0.134345919,7.157921943,0.129034707,GPU-94a3f477-4960-ba6e-e644-f14641b2e8d1
427,resnet,4,c199,71,3,185.977243,0.13610206,0.134470308,7.258413209,0.129070863,GPU-600b75fa-9338-6bde-056e-b14fe9798e31
428,resnet,1,c198,22,0,186.819182,0.136684679,0.135289282,7.589360735,0.129520486,GPU-e2e63fed-8e11-55be-4b92-876abe3dda0e
429,resnet,1,c198,22,1,186.819182,0.136570379,0.134519654,7.468860725,0.129348682,GPU-3aca968b-e1e0-cd6b-705b-82f5a40a3576
430,resnet,1,c198,22,2,186.819182,0.134884578,0.133358238,7.405527182,0.128630687,GPU-d13b519c-797c-0eef-8072-1e9b6b83e198
431,resnet,1,c198,22,3,186.819182,0.136369918,0.134552379,7.487392048,0.128179529,GPU-9be951b4-61ac-9efe-4a49-6745dbe5dde0
432,resnet,3,c199,71,0,186.434555,0.136435744,0.134851975,7.483932253,0.128951948,GPU-0d08d63c-f45d-2753-d3b2-e48b8476be85
433,resnet,3,c199,71,1,186.434555,0.136743688,0.135161833,7.442201507,0.129236142,GPU-5a5489d9-baae-b03e-19f4-f939b3d671f3
434,resnet,3,c199,71,2,186.434555,0.13631776,0.134839976,7.521772457,0.128041196,GPU-94a3f477-4960-ba6e-e644-f14641b2e8d1
435,resnet,3,c199,71,3,186.434555,0.137522151,0.136304103,7.498546787,0.129219928,GPU-600b75fa-9338-6bde-056e-b14fe9798e31
436,resnet,2,c196,112,0,214.766392,0.153288885,0.15364732,7.552732499,0.130367429,GPU-d5be5fde-4350-2ad2-553e-1ed632195eb7
437,resnet,2,c196,112,1,214.766392,0.151987482,0.152226229,7.562204115,0.130051744,GPU-6c7a76cf-3d2d-66fb-5a4c-0f5b2a90c279
438,resnet,2,c196,112,2,214.766392,0.154216955,0.153404998,7.425066384,0.132488286,GPU-5dc5326b-989c-e8ad-28d6-24ff2af1d1c6
439,resnet,2,c196,112,3,214.766392,0.15348232,0.153503533,7.660792386,0.132951364,GPU-28bc785d-24b0-f3b2-d63b-0439ccd22df3
440,resnet,1,c199,22,0,186.476953,0.137028127,0.135316156,7.513747572,0.129116987,GPU-d018a0a9-7076-7c16-67b7-a69772554c0b
441,resnet,1,c199,22,1,186.476953,0.136222243,0.134307354,7.53101719,0.128915735,GPU-c0b12dd5-53c3-3c57-c3c3-d1eacf1cd2e4
442,resnet,1,c199,22,2,186.476953,0.138287929,0.136917453,7.278957115,0.129800517,GPU-273d7bd1-76ca-c36e-3b5f-b6a3acfaec91
443,resnet,1,c199,22,3,186.476953,0.136570636,0.135388466,7.365760895,0.127944491,GPU-884929c9-b02c-10ae-94b8-c21abc0c04ca
444,resnet,2,c197,42,0,186.524345,0.136723556,0.135370197,7.833530897,0.129380132,GPU-1fdce80d-b1ac-d651-6449-82e28948b1ff
445,resnet,2,c197,42,1,186.524345,0.137843764,0.135900835,7.918592592,0.129117128,GPU-e5de72d6-7749-c28e-d3e5-af585c8f6213
446,resnet,2,c197,42,2,186.524345,0.137240603,0.135179722,7.706397856,0.127514442,GPU-0f931387-8fa1-22c2-4fec-0c39738f3743
447,resnet,2,c197,42,3,186.524345,0.138430997,0.136930739,7.812985884,0.13029978,GPU-38eb2c79-832a-3b04-28ec-5a4382b19797
448,resnet,1,c196,52,0,185.617859,0.137123074,0.135557042,7.131678197,0.125267328,GPU-bbfd8870-58a9-6a7c-d1e0-97b5b21dd13f
449,resnet,1,c196,52,1,185.617859,0.137563694,0.135935512,7.144648968,0.125440279,GPU-1b707649-2784-0639-8b36-e00b57be1c95
450,resnet,1,c196,52,2,185.617859,0.135801058,0.134482964,7.13640042,0.124657491,GPU-246048be-a3a5-d67a-03ff-edeb54be1914
451,resnet,1,c196,52,3,185.617859,0.137042178,0.135585357,7.416814201,0.124742428,GPU-d65bc0c4-1852-1fb8-6ce6-b7345c991d28
452,resnet,1,c197,91,0,214.868099,0.153947541,0.153694102,7.47073157,0.128451547,GPU-c00318b5-9bf9-dfd7-3c9a-85765db079fb
453,resnet,1,c197,91,1,214.868099,0.152299682,0.152372545,7.727220543,0.13127213,GPU-4d356905-c8dd-d905-7c33-7adac619f5a7
454,resnet,1,c197,91,2,214.868099,0.151659778,0.152494926,7.232286507,0.128673206,GPU-9d1494f3-7b1d-4a90-f7df-4e991dfdc586
455,resnet,1,c197,91,3,214.868099,0.15653951,0.156421817,7.737698507,0.132520833,GPU-0c3f0f5d-d0cb-9cf2-1bae-4fc3257685c1
456,resnet,1,c197,21,0,185.906845,0.135550165,0.134063949,7.313681593,0.127202763,GPU-17dc4701-59b1-f773-ca6d-5991156e00a9
457,resnet,1,c197,21,1,185.906845,0.136127171,0.134624197,7.380487032,0.128040063,GPU-cf3ab66c-6bfd-d46b-d29d-f458613b2722
458,resnet,1,c197,21,2,185.906845,0.134810314,0.133488088,7.281131757,0.127575326,GPU-d65b1686-64d7-2cdf-908d-e681c39034e0
459,resnet,1,c197,21,3,185.906845,0.134979054,0.133319224,7.346782553,0.127545936,GPU-8524668e-94b0-2304-7d7c-773c0b566e35
460,resnet,2,c199,111,0,186.371998,0.136433277,0.135413049,7.37210539,0.128116104,GPU-7860c617-9014-dd6b-3364-340463ffb25b
461,resnet,2,c199,111,1,186.371998,0.136206616,0.135212411,7.397284185,0.128062672,GPU-093cdcea-db82-2f8a-7508-b42a7fbdab69
462,resnet,2,c199,111,2,186.371998,0.136957689,0.135764141,7.409159817,0.127808479,GPU-2c2f4b40-f274-9088-55a0-76fe1844dc46
463,resnet,2,c199,111,3,186.371998,0.137102362,0.135403459,7.416046088,0.127514262,GPU-a87b1a29-8a3b-0ba5-26a5-e6c44aba6dfc
464,resnet,4,c197,92,0,185.959926,0.136663953,0.135165325,7.549148036,0.129091822,GPU-c5992df9-8d3b-c84d-4117-8f4e23515b5b
465,resnet,4,c197,92,1,185.959926,0.13782298,0.136280992,7.658480013,0.130053605,GPU-dbe11990-1ffe-bf6e-1bcd-597305863b32
466,resnet,4,c197,92,2,185.959926,0.135825632,0.134433421,7.397186537,0.126669589,GPU-28c301cb-dc08-2d35-dde8-9af7a74841b4
467,resnet,4,c197,92,3,185.959926,0.13830486,0.136577838,7.424374795,0.130129658,GPU-e289b4a9-b821-519b-4474-24560d64ceae
468,resnet,4,c197,72,0,186.193316,0.137315393,0.13582826,7.707889444,0.130261765,GPU-f57e8247-4e51-787e-d125-1b16a8cf4582
469,resnet,4,c197,72,1,186.193316,0.137906975,0.135780953,7.602753879,0.129614407,GPU-52f8161b-43d3-827b-2684-80b609bc8ec6
470,resnet,4,c197,72,2,186.193316,0.136814905,0.134843668,7.593837625,0.127897694,GPU-06212af4-9a15-8518-a41e-b0cee5abb6ef
471,resnet,4,c197,72,3,186.193316,0.136569491,0.135792492,7.74204289,0.128297431,GPU-e710280b-c0c7-7ec2-a0f1-3573e14baf9e
472,resnet,0,c198,102,0,200.725822,0.157195249,0.13791627,11.9030029,0.126311881,GPU-636afae8-ff9a-ed5b-bfad-61cf034069d0
473,resnet,0,c198,102,1,200.725822,0.158742473,0.138489947,12.09709014,0.127873431,GPU-68935a0a-98ee-3531-7b35-ab98ef83ebf8
474,resnet,0,c198,102,2,200.725822,0.155744269,0.136053558,11.94247141,0.127728623,GPU-f3fd777c-9fd7-9be8-de9b-795a8a27102b
475,resnet,0,c198,102,3,200.725822,0.135614597,0.133261334,12.12062474,0.126686559,GPU-074a701e-a9a6-1565-eae2-094045778415
476,resnet,1,c196,81,0,185.137243,0.134880328,0.134166887,7.46598592,0.125071346,GPU-4a7fcad6-5b33-648a-6e2c-1c7afd9c11a3
477,resnet,1,c196,81,1,185.137243,0.134364311,0.13328231,7.721508497,0.126003854,GPU-083e86ad-9523-13e1-8720-c72eabe3c04f
478,resnet,1,c196,81,2,185.137243,0.133722425,0.132560553,7.496181277,0.125157797,GPU-5715a1b6-b714-699e-ff9f-8e19c697db05
479,resnet,1,c196,81,3,185.137243,0.133606926,0.132370401,7.505126734,0.125413875,GPU-30d237b5-8bd4-c8ab-9cf6-7bea29ed7d88
480,resnet,4,c198,112,0,186.09899,0.135211882,0.133948292,7.532064771,0.128459669,GPU-8890af4d-ee12-7552-a271-e1e37dafd59d
481,resnet,4,c198,112,1,186.09899,0.137564681,0.135938694,7.423230411,0.128598699,GPU-eef1e8ed-89b3-346d-490c-73acc1abb571
482,resnet,4,c198,112,2,186.09899,0.137316172,0.135805473,7.550411064,0.129844677,GPU-edd8c8cf-6e3a-6e89-44f8-ab74d5ed8dcc
483,resnet,4,c198,112,3,186.09899,0.134974848,0.133531042,7.66460922,0.128361637,GPU-43cf53c1-d58c-dcf9-2447-28b265473b00
484,resnet,4,c199,72,0,186.525244,0.137323837,0.135229178,7.299577953,0.128133578,GPU-b4bfcb5d-f7bb-0d5a-8e0f-5faaad3a4266
485,resnet,4,c199,72,1,186.525244,0.13813055,0.136870155,7.412687236,0.130109079,GPU-6c19723f-afac-9c38-aa6d-86a72934cd77
486,resnet,4,c199,72,2,186.525244,0.136779097,0.13555468,7.271153156,0.129094551,GPU-bc082ea2-b008-30a1-e1e7-8edf844b8dc7
487,resnet,4,c199,72,3,186.525244,0.137418854,0.135679628,7.335479178,0.129061653,GPU-b54154a6-32cb-1de0-9f49-11a273dba29a
488,resnet,0,c199,22,0,206.6966,0.135608781,0.133286553,19.0034392,0.126108651,GPU-d018a0a9-7076-7c16-67b7-a69772554c0b
489,resnet,0,c199,22,1,206.6966,0.151751722,0.134035685,19.25728103,0.126337396,GPU-c0b12dd5-53c3-3c57-c3c3-d1eacf1cd2e4
490,resnet,0,c199,22,2,206.6966,0.148475561,0.133719377,19.16609092,0.126377662,GPU-273d7bd1-76ca-c36e-3b5f-b6a3acfaec91
491,resnet,0,c199,22,3,206.6966,0.15230293,0.135325665,19.34664723,0.126608284,GPU-884929c9-b02c-10ae-94b8-c21abc0c04ca
492,resnet,2,c197,32,0,185.662935,0.136913283,0.135114787,7.336388547,0.126267955,GPU-aece59c8-5cdd-88ae-f4af-343bbd7039c6
493,resnet,2,c197,32,1,185.662935,0.137430823,0.136426138,7.514341129,0.127044055,GPU-a6019a64-6c55-7009-522f-75c009fcc35b
494,resnet,2,c197,32,2,185.662935,0.135880939,0.134271098,7.320235046,0.124805972,GPU-ce23372d-9b91-fa22-4b6a-efdf50dc605f
495,resnet,2,c197,32,3,185.662935,0.137498793,0.13620026,7.374989246,0.126664439,GPU-084d924d-e1ef-c343-8b49-5c9fd4d1471e
496,resnet,1,c196,82,0,185.307948,0.137867053,0.136652979,7.425225188,0.125247128,GPU-6c4425b0-9ff5-a594-9141-3154951864b2
497,resnet,1,c196,82,1,185.307948,0.136524425,0.134671773,7.641401584,0.126184945,GPU-b02fbb20-e21d-06f4-5c4f-e6cb5bba7bb0
498,resnet,1,c196,82,2,185.307948,0.136669515,0.134863356,7.37707461,0.126126978,GPU-b46007ca-7569-4571-1aee-2c9b7e14ce97
499,resnet,1,c196,82,3,185.307948,0.136778276,0.135160203,7.452452308,0.126038945,GPU-b88ac471-a3c1-1170-2621-479b154f3104
500,resnet,4,c196,71,0,189.850675,0.138105766,0.137095045,7.412772397,0.130541027,GPU-ff79558e-5b2e-0218-ddd1-4026a868279c
501,resnet,4,c196,71,1,189.850675,0.137378292,0.135591482,7.859940685,0.130283305,GPU-eea21d9b-86da-4f67-a5ec-953136260696
502,resnet,4,c196,71,2,189.850675,0.135949035,0.134227737,7.728766124,0.130096342,GPU-a443a153-8c68-a285-e46b-32247ba74fb8
503,resnet,4,c196,71,3,189.850675,0.136505722,0.134746609,7.966499182,0.129345805,GPU-5630a182-4df4-d329-d517-411ea9194b0f
504,resnet,2,c199,61,0,186.089957,0.137479069,0.135589274,7.492622986,0.129723283,GPU-3bd60980-a877-b94d-934b-cd3599f8e788
505,resnet,2,c199,61,1,186.089957,0.136410606,0.135139366,7.567011238,0.129257002,GPU-186adbd6-869d-a96b-e984-bb1b5a453d30
506,resnet,2,c199,61,2,186.089957,0.136225959,0.134236175,7.387086957,0.128359119,GPU-26263a8f-1606-5d87-cf96-4e6b5e535e66
507,resnet,2,c199,61,3,186.089957,0.135929206,0.134681492,7.678829708,0.128168043,GPU-f89cf3cd-acb5-cf90-4ece-8141ca477c65
508,resnet,3,c197,91,0,214.997491,0.155098121,0.154811946,7.447349549,0.129710396,GPU-c00318b5-9bf9-dfd7-3c9a-85765db079fb
509,resnet,3,c197,91,1,214.997491,0.152054573,0.152128161,7.42389492,0.129302174,GPU-4d356905-c8dd-d905-7c33-7adac619f5a7
510,resnet,3,c197,91,2,214.997491,0.152328505,0.152361932,7.270400201,0.129332672,GPU-9d1494f3-7b1d-4a90-f7df-4e991dfdc586
511,resnet,3,c197,91,3,214.997491,0.155542389,0.155194114,7.472710856,0.131320118,GPU-0c3f0f5d-d0cb-9cf2-1bae-4fc3257685c1
512,resnet,3,c199,111,0,185.809689,0.136040267,0.134886873,7.242934528,0.127844733,GPU-7860c617-9014-dd6b-3364-340463ffb25b
513,resnet,3,c199,111,1,185.809689,0.137272901,0.135830805,7.257773593,0.129382793,GPU-093cdcea-db82-2f8a-7508-b42a7fbdab69
514,resnet,3,c199,111,2,185.809689,0.136443038,0.134967714,7.223442089,0.12870841,GPU-2c2f4b40-f274-9088-55a0-76fe1844dc46
515,resnet,3,c199,111,3,185.809689,0.138148023,0.136092143,7.215099767,0.12940859,GPU-a87b1a29-8a3b-0ba5-26a5-e6c44aba6dfc
516,resnet,1,c198,21,0,188.929553,0.139365158,0.137721018,8.09627802,0.131640211,GPU-0f4b2b1e-8297-a5c6-d9f9-1c2635c4cc92
517,resnet,1,c198,21,1,188.929553,0.140298368,0.138982301,8.285277169,0.131552993,GPU-5586ec8e-9972-13cd-a4c1-dda2ad989dfc
518,resnet,1,c198,21,2,188.929553,0.13947193,0.137835096,8.141067331,0.131291897,GPU-22cb1830-11a6-1772-8d18-2b27cd236c8f
519,resnet,1,c198,21,3,188.929553,0.139546091,0.138378936,8.332704019,0.131630045,GPU-57961912-db52-59c7-9368-928374594f69
520,resnet,1,c198,32,0,210.872218,0.150883254,0.150873231,7.80733675,0.130530257,GPU-e2981715-9b3e-ad31-a9d4-21e98412c132
521,resnet,1,c198,32,1,210.872218,0.150894043,0.151136441,7.839410162,0.131473746,GPU-6b5cf8f8-6b14-6d6e-7188-62a49ef73d49
522,resnet,1,c198,32,2,210.872218,0.151864884,0.151905884,7.627893183,0.131064857,GPU-5f8e0d0a-46bb-ab00-d3a4-9ab6b4f42b20
523,resnet,1,c198,32,3,210.872218,0.151252142,0.151468158,7.69394552,0.131894766,GPU-43623410-8a47-f44a-5978-f99f91714d4a
524,resnet,0,c197,32,0,243.579621,0.225244403,0.137595613,11.25663337,0.125366632,GPU-aece59c8-5cdd-88ae-f4af-343bbd7039c6
525,resnet,0,c197,32,1,243.579621,0.22315994,0.134974217,11.50024029,0.125407855,GPU-a6019a64-6c55-7009-522f-75c009fcc35b
526,resnet,0,c197,32,2,243.579621,0.231905768,0.138313118,11.51558673,0.125548949,GPU-ce23372d-9b91-fa22-4b6a-efdf50dc605f
527,resnet,0,c197,32,3,243.579621,0.17172983,0.135088168,11.72826226,0.126206097,GPU-084d924d-e1ef-c343-8b49-5c9fd4d1471e
528,resnet,1,c198,51,0,186.158214,0.135848227,0.134092333,7.738282486,0.12874097,GPU-21713f81-a0ce-bb17-03a8-1d6a554964c6
529,resnet,1,c198,51,1,186.158214,0.136031143,0.134749539,7.754530297,0.128570349,GPU-dad45960-d00e-c32f-cccb-5d6e464e6aba
530,resnet,1,c198,51,2,186.158214,0.137295031,0.135711981,7.883145523,0.128802795,GPU-184cd5cd-30f3-ab6c-087e-32235d88b6d1
531,resnet,1,c198,51,3,186.158214,0.136744896,0.134859777,8.030877323,0.128879885,GPU-eeffef8a-c5b5-54ca-5c89-74cc4d0fcb7f
532,resnet,3,c197,72,0,185.712063,0.137075182,0.135347525,7.624004877,0.129276835,GPU-f57e8247-4e51-787e-d125-1b16a8cf4582
533,resnet,3,c197,72,1,185.712063,0.134857948,0.133562247,7.510984606,0.127789791,GPU-52f8161b-43d3-827b-2684-80b609bc8ec6
534,resnet,3,c197,72,2,185.712063,0.134439032,0.13279721,7.505743686,0.128164435,GPU-06212af4-9a15-8518-a41e-b0cee5abb6ef
535,resnet,3,c197,72,3,185.712063,0.136834246,0.135146557,7.592176756,0.12995678,GPU-e710280b-c0c7-7ec2-a0f1-3573e14baf9e
536,resnet,0,c197,91,0,246.781762,0.20169536,0.148792694,10.3184875,0.125957088,GPU-c00318b5-9bf9-dfd7-3c9a-85765db079fb
537,resnet,0,c197,91,1,246.781762,0.196833165,0.146818665,10.11753355,0.12603413,GPU-4d356905-c8dd-d905-7c33-7adac619f5a7
538,resnet,0,c197,91,2,246.781762,0.231720118,0.149895995,9.951028156,0.127066403,GPU-9d1494f3-7b1d-4a90-f7df-4e991dfdc586
539,resnet,0,c197,91,3,246.781762,0.207286779,0.149486339,10.54225205,0.127236085,GPU-0c3f0f5d-d0cb-9cf2-1bae-4fc3257685c1
540,resnet,3,c196,82,0,185.523047,0.138047423,0.136546666,7.294498057,0.129143607,GPU-6c4425b0-9ff5-a594-9141-3154951864b2
541,resnet,3,c196,82,1,185.523047,0.137629555,0.135905115,7.576529736,0.127731226,GPU-b02fbb20-e21d-06f4-5c4f-e6cb5bba7bb0
542,resnet,3,c196,82,2,185.523047,0.13804125,0.136318414,7.374495694,0.128699885,GPU-b46007ca-7569-4571-1aee-2c9b7e14ce97
543,resnet,3,c196,82,3,185.523047,0.136155749,0.134752832,7.556628341,0.127861355,GPU-b88ac471-a3c1-1170-2621-479b154f3104
544,resnet,1,c198,71,0,186.53735,0.137377764,0.135887238,7.452464017,0.12969585,GPU-e766b213-7de5-c977-45b0-deecb351612a
545,resnet,1,c198,71,1,186.53735,0.137716323,0.135879904,7.761381422,0.130487606,GPU-e8f7ef46-1905-975f-7b59-c4413d78194b
546,resnet,1,c198,71,2,186.53735,0.137039154,0.135555387,7.430331095,0.128614062,GPU-95ae48ac-4588-2d14-c275-a917d4c19910
547,resnet,1,c198,71,3,186.53735,0.136377718,0.135327267,7.571685641,0.126824223,GPU-f33f0390-bd96-6b4f-4b71-2c83e9051d8d
548,resnet,0,c199,61,0,233.670549,0.216812212,0.137315863,10.82177666,0.125020239,GPU-3bd60980-a877-b94d-934b-cd3599f8e788
549,resnet,0,c199,61,1,233.670549,0.192050703,0.135436453,10.80705108,0.125432154,GPU-186adbd6-869d-a96b-e984-bb1b5a453d30
550,resnet,0,c199,61,2,233.670549,0.209934823,0.139745517,10.8737866,0.126649402,GPU-26263a8f-1606-5d87-cf96-4e6b5e535e66
551,resnet,0,c199,61,3,233.670549,0.183005288,0.136654808,10.97001548,0.125271897,GPU-f89cf3cd-acb5-cf90-4ece-8141ca477c65
552,resnet,3,c196,41,0,186.27992,0.136833749,0.135077584,7.662462893,0.129391297,GPU-75c0fcde-593b-1c25-f8c6-fdbc09fd9dd0
553,resnet,3,c196,41,1,186.27992,0.137230098,0.135577342,7.514348132,0.128890246,GPU-16e6432f-1aa7-bb38-128b-35cc7e999a17
554,resnet,3,c196,41,2,186.27992,0.135608747,0.133695318,7.511022192,0.128464627,GPU-98b6b9d5-d461-aaa4-a908-37cbd8c26331
555,resnet,3,c196,41,3,186.27992,0.137010905,0.135913036,7.721689409,0.128812741,GPU-e54581d0-d5bf-459c-e5c7-1e67c59d907e
556,resnet,3,c197,22,0,186.048148,0.137173614,0.13569855,7.56692254,0.129604586,GPU-630b2387-2636-a032-02c3-fc366bd197fa
