cabinet,device,model,node,perf_avg,perf,run,uuid
c197,3,pagerank,71,1292245.546,2587075584,3,GPU-c64727f3-6950-b1ee-596e-bd06e4cbbb16
c196,0,pagerank,62,1290640.016,2583861312,1,GPU-b5bfd8f4-1af1-1d42-7e61-4418fb73e9b5
c196,3,pagerank,101,1291469.139,2585521216,4,GPU-3e83fba6-bb0c-5ade-8829-e891e89a389d
c198,2,pagerank,81,1291545.718,2585674528,4,GPU-98fc0c16-5dbe-a189-8509-c8655d7c7c15
c199,3,pagerank,72,1292580.124,2587745408,2,GPU-b54154a6-32cb-1de0-9f49-11a273dba29a
c198,2,pagerank,41,1290659.612,2583900544,3,GPU-4abbc4b6-679f-e936-1f4f-2b8b6ed78b82
c198,3,pagerank,31,1292080.112,2586744384,3,GPU-c5d53d15-34ea-e208-1363-ee1d7e1ce5aa
c199,3,pagerank,111,1292500.3,2587585600,4,GPU-a87b1a29-8a3b-0ba5-26a5-e6c44aba6dfc
c196,1,pagerank,101,1290102.234,2582784672,1,GPU-8cfcbc0e-71ec-818c-be5c-0e151cdfeb41
c197,3,pagerank,32,1291018.166,2584618368,3,GPU-084d924d-e1ef-c343-8b49-5c9fd4d1471e
c198,2,pagerank,22,1292885.722,2588357216,2,GPU-d13b519c-797c-0eef-8072-1e9b6b83e198
c196,0,pagerank,52,1291192.903,2584968192,2,GPU-bbfd8870-58a9-6a7c-d1e0-97b5b21dd13f
c198,1,pagerank,22,1292626.222,2587837696,1,GPU-3aca968b-e1e0-cd6b-705b-82f5a40a3576
c198,3,pagerank,102,1291834.533,2586252736,4,GPU-074a701e-a9a6-1565-eae2-094045778415
c196,0,pagerank,42,1292714.629,2588014688,3,GPU-76b58ef4-9322-a869-13c5-fdebd7f266c5
c198,1,pagerank,51,1293379.165,2589345088,1,GPU-dad45960-d00e-c32f-cccb-5d6e464e6aba
c197,2,pagerank,71,1292529.534,2587644128,0,GPU-ef18abbb-b16e-1103-bd10-113c3a2d7ef9
c196,2,pagerank,72,1292735.84,2588057152,4,GPU-9d332a8d-6139-d311-794f-341360c0e211
c197,1,pagerank,61,1290586.15,2583753472,1,GPU-e3882ba0-d81b-7e06-0f61-e6b6899673ca
c196,0,pagerank,72,1291949.97,2586483840,4,GPU-65990682-bbf8-0818-4109-9a86f0f02e6f
c199,2,pagerank,121,1291897.606,2586379008,4,GPU-197b5cd4-19c1-65d7-6cbc-f6a553245cbc
c198,1,pagerank,82,1292530.925,2587646912,2,GPU-b3549ea2-9930-bd5c-28a5-26323cf45f8f
c199,1,pagerank,61,1292432.016,2587448896,0,GPU-186adbd6-869d-a96b-e984-bb1b5a453d30
c197,0,pagerank,102,1289338.709,2581256096,1,GPU-e4f10e61-41ee-177d-a493-4c6cdbdd3774
c199,0,pagerank,41,1292267.508,2587119552,4,GPU-38fb88f3-6d40-fa84-e966-b9e167d489f2
c199,0,pagerank,32,1290330.693,2583242048,1,GPU-a0d496ca-6e6c-c03e-72d7-4e922eb03524
c198,1,pagerank,101,1292149.594,2586883488,1,GPU-4b51c235-cfb1-a2b8-c3a2-1c34a0d8cd66
c199,0,pagerank,51,1292908.004,2588401824,0,GPU-22307102-b01c-f796-80aa-d85d42354fe0
c198,3,pagerank,101,1291217.726,2585017888,0,GPU-25b05cf8-e375-3e64-4d3c-da3563b568d8
c196,3,pagerank,72,1292692.875,2587971136,2,GPU-73b844f9-cfd5-b9de-b344-2f895e84c74d
c198,3,pagerank,32,1292228.428,2587041312,3,GPU-43623410-8a47-f44a-5978-f99f91714d4a
c196,1,pagerank,61,1292519.704,2587624448,1,GPU-ad589572-d282-3117-43f1-f6015fbb2e74
c197,2,pagerank,102,1292387.053,2587358880,4,GPU-b53ec098-6d54-b1bf-abaa-6fd7e24e77de
c196,1,pagerank,72,1292758.33,2588102176,2,GPU-209c879c-4afb-2e25-5fea-73a69b738ce1
c199,2,pagerank,61,1292264.104,2587112736,3,GPU-26263a8f-1606-5d87-cf96-4e6b5e535e66
c196,1,pagerank,111,1293299.101,2589184800,0,GPU-b84e9160-a738-1255-fcdd-6d461313945d
c197,1,pagerank,32,1289491.884,2581562752,2,GPU-a6019a64-6c55-7009-522f-75c009fcc35b
c198,0,pagerank,72,1292990.498,2588566976,0,GPU-81a6ecfb-9576-094f-4b4c-739cdee8d9b5
c196,1,pagerank,71,1292038.106,2586660288,0,GPU-eea21d9b-86da-4f67-a5ec-953136260696
c198,0,pagerank,112,1292531.277,2587647616,2,GPU-8890af4d-ee12-7552-a271-e1e37dafd59d
c198,1,pagerank,52,1291959.321,2586502560,1,GPU-db5a76fe-5dc0-abd1-5aae-9b2a0c6d5b67
c198,3,pagerank,112,1292377.447,2587339648,1,GPU-43cf53c1-d58c-dcf9-2447-28b265473b00
c196,0,pagerank,52,1288771.389,2580120320,1,GPU-bbfd8870-58a9-6a7c-d1e0-97b5b21dd13f
c199,1,pagerank,82,1291917.171,2586418176,0,GPU-8cec729c-3585-ea83-d745-73d3fce8bd7c
c199,0,pagerank,112,1291930.981,2586445824,1,GPU-ea4533fa-dec6-97d8-8fb3-e7762dd149d5
c197,2,pagerank,91,1292171.956,2586928256,3,GPU-9d1494f3-7b1d-4a90-f7df-4e991dfdc586
c198,2,pagerank,61,1292430.833,2587446528,1,GPU-db9f2ed6-d7e8-3f4d-0d56-be1020980607
c196,2,pagerank,41,1292957.283,2588500480,4,GPU-98b6b9d5-d461-aaa4-a908-37cbd8c26331
c196,3,pagerank,112,1292471.752,2587528448,1,GPU-28bc785d-24b0-f3b2-d63b-0439ccd22df3
c198,3,pagerank,31,1291994.677,2586573344,0,GPU-c5d53d15-34ea-e208-1363-ee1d7e1ce5aa
c199,3,pagerank,52,1292324.444,2587233536,2,GPU-4abb0df7-9692-f3c1-38eb-b3a43005a412
c198,1,pagerank,51,1292622.002,2587829248,3,GPU-dad45960-d00e-c32f-cccb-5d6e464e6aba
c199,3,pagerank,91,1291849.383,2586282464,0,GPU-4ca34e5c-9d4d-7500-1b50-45a9e3632b9c
c196,2,pagerank,61,1292499.868,2587584736,1,GPU-2c9ae92e-83bf-ecd9-6d22-8b050ef07bca
c196,0,pagerank,62,1292151.704,2586887712,2,GPU-b5bfd8f4-1af1-1d42-7e61-4418fb73e9b5
c199,1,pagerank,101,1292365.938,2587316608,4,GPU-3566d686-55d3-7d45-8edf-380002984cd5
c198,2,pagerank,81,1291866.501,2586316736,2,GPU-98fc0c16-5dbe-a189-8509-c8655d7c7c15
c196,0,pagerank,72,1292958.354,2588502624,0,GPU-65990682-bbf8-0818-4109-9a86f0f02e6f
c198,2,pagerank,31,1292114.557,2586813344,4,GPU-6c0e2422-aca2-235c-1470-aad46cb02148
c198,0,pagerank,72,1292943.936,2588473760,2,GPU-81a6ecfb-9576-094f-4b4c-739cdee8d9b5
c197,1,pagerank,91,1292714.581,2588014592,2,GPU-4d356905-c8dd-d905-7c33-7adac619f5a7
c198,3,pagerank,111,1292992.144,2588570272,3,GPU-4377a22b-6292-e4ec-1def-d69a59432086
c196,2,pagerank,41,1292183.512,2586951392,0,GPU-98b6b9d5-d461-aaa4-a908-37cbd8c26331
c197,0,pagerank,82,1290729.319,2584040096,3,GPU-352c6a6a-c453-870b-ed58-f85419f4ed96
c197,1,pagerank,92,1292954.214,2588494336,0,GPU-dbe11990-1ffe-bf6e-1bcd-597305863b32
c198,3,pagerank,21,1293340.484,2589267648,0,GPU-57961912-db52-59c7-9368-928374594f69
c199,2,pagerank,62,1290988.595,2584559168,2,GPU-ac0ae492-caa6-f1b7-7df4-b355b8117482
c198,2,pagerank,81,1291259.956,2585102432,0,GPU-98fc0c16-5dbe-a189-8509-c8655d7c7c15
c196,0,pagerank,62,1292918.218,2588422272,4,GPU-b5bfd8f4-1af1-1d42-7e61-4418fb73e9b5
c196,0,pagerank,101,1291641.734,2585866752,4,GPU-c2637539-f16d-f47f-49f1-3f4c5de5e174
c196,2,pagerank,71,1291576.152,2585735456,0,GPU-a443a153-8c68-a285-e46b-32247ba74fb8
c198,1,pagerank,91,1292221.251,2587026944,3,GPU-b945e99b-f46f-6301-8e9e-9b0745904a44
c198,2,pagerank,22,1292816.336,2588218304,1,GPU-d13b519c-797c-0eef-8072-1e9b6b83e198
c197,1,pagerank,91,1290173.618,2582927584,0,GPU-4d356905-c8dd-d905-7c33-7adac619f5a7
c199,0,pagerank,112,1292147.916,2586880128,0,GPU-ea4533fa-dec6-97d8-8fb3-e7762dd149d5
c197,1,pagerank,102,1292244.188,2587072864,2,GPU-1c1160b0-b1cc-82eb-ff12-7db640f38e7f
c196,3,pagerank,101,1291293.315,2585169216,1,GPU-3e83fba6-bb0c-5ade-8829-e891e89a389d
c198,2,pagerank,111,1292672.224,2587929792,4,GPU-6dde75ce-71df-7921-797d-f0ccb641f223
c198,0,pagerank,111,1292879.696,2588345152,3,GPU-e203069a-77a3-598c-10f7-d29aa953e8ad
c198,0,pagerank,71,1292205.73,2586995872,3,GPU-e766b213-7de5-c977-45b0-deecb351612a
c199,1,pagerank,62,1290559.792,2583700704,3,GPU-c41b5497-6287-2cdf-64c0-3dd6a936851a
c197,0,pagerank,42,1292762.086,2588109696,3,GPU-1fdce80d-b1ac-d651-6449-82e28948b1ff
c196,0,pagerank,71,1292088.328,2586760832,4,GPU-ff79558e-5b2e-0218-ddd1-4026a868279c
c196,3,pagerank,52,1291811.916,2586207456,1,GPU-d65bc0c4-1852-1fb8-6ce6-b7345c991d28
c198,2,pagerank,22,1292897.215,2588380224,3,GPU-d13b519c-797c-0eef-8072-1e9b6b83e198
c196,3,pagerank,42,1291268.523,2585119584,3,GPU-c8d2f290-bf0b-38a3-7a49-071453c4f99b
c196,0,pagerank,52,1291849.303,2586282304,4,GPU-bbfd8870-58a9-6a7c-d1e0-97b5b21dd13f
c198,1,pagerank,22,1291872.432,2586328608,3,GPU-3aca968b-e1e0-cd6b-705b-82f5a40a3576
c199,2,pagerank,51,1292375.273,2587335296,1,GPU-864b73c8-4d03-258b-61d0-abf4353ce679
c199,0,pagerank,91,1292494.529,2587574048,1,GPU-f70e14a5-1a35-f46d-9361-a11c3765c79c
c197,2,pagerank,82,1291840.4,2586264480,2,GPU-a1b245cd-418c-e668-f727-832c29d8c35e
c199,3,pagerank,61,1292589.666,2587764512,2,GPU-f89cf3cd-acb5-cf90-4ece-8141ca477c65
c199,0,pagerank,82,1293355.924,2589298560,4,GPU-354ffa0e-f1a3-c257-19aa-ea04ea75ca40
c196,1,pagerank,62,1292909.363,2588404544,1,GPU-4cae3e04-8317-7130-c33d-f596fe441d34
c196,1,pagerank,101,1291547.94,2585678976,2,GPU-8cfcbc0e-71ec-818c-be5c-0e151cdfeb41
c199,2,pagerank,51,1291086.625,2584755424,0,GPU-864b73c8-4d03-258b-61d0-abf4353ce679
c197,1,pagerank,51,1292213.003,2587010432,1,GPU-e7140764-128a-08f8-06d2-19d316b4c5e9
c199,3,pagerank,101,1292419.309,2587423456,0,GPU-2aad00f6-c880-f072-24b7-e548f74a548b
c198,1,pagerank,61,1292821.738,2588229120,3,GPU-5febc5f0-1d80-e5b9-0b6d-0eb6cf811dc9
c199,2,pagerank,52,1292462.929,2587510784,4,GPU-a4c2be25-e61d-74a8-cbf6-39af358d6243
c197,1,pagerank,61,1292191.169,2586966720,2,GPU-e3882ba0-d81b-7e06-0f61-e6b6899673ca
c196,1,pagerank,101,1292001.854,2586587712,3,GPU-8cfcbc0e-71ec-818c-be5c-0e151cdfeb41
c197,3,pagerank,61,1292443.045,2587470976,3,GPU-e0929bd0-34e9-53c6-4d22-f0f1c0daa3ef
c196,3,pagerank,62,1292793.526,2588172640,2,GPU-9e51dd33-ce17-5832-e3f3-257032c14eee
c197,3,pagerank,42,1292975.856,2588537664,0,GPU-38eb2c79-832a-3b04-28ec-5a4382b19797
c199,3,pagerank,72,1291956.667,2586497248,3,GPU-b54154a6-32cb-1de0-9f49-11a273dba29a
c196,3,pagerank,61,1292829.618,2588244896,0,GPU-978d8076-7a5d-09c7-45b9-3359da7b9ce9
c197,3,pagerank,92,1292834.062,2588253792,1,GPU-e289b4a9-b821-519b-4474-24560d64ceae
c196,0,pagerank,41,1290558.865,2583698848,0,GPU-75c0fcde-593b-1c25-f8c6-fdbc09fd9dd0
c199,3,pagerank,111,1292439.688,2587464256,3,GPU-a87b1a29-8a3b-0ba5-26a5-e6c44aba6dfc
c198,2,pagerank,51,1289686.186,2581951744,4,GPU-184cd5cd-30f3-ab6c-087e-32235d88b6d1
c197,3,pagerank,81,1291308.659,2585199936,2,GPU-5a37a5ad-daef-2766-51c4-333af47cc972
c196,0,pagerank,101,1291960.216,2586504352,1,GPU-c2637539-f16d-f47f-49f1-3f4c5de5e174
c198,0,pagerank,21,1291990.074,2586564128,3,GPU-0f4b2b1e-8297-a5c6-d9f9-1c2635c4cc92
c199,2,pagerank,71,1291924.731,2586433312,3,GPU-94a3f477-4960-ba6e-e644-f14641b2e8d1
c197,0,pagerank,51,1291753.415,2586090336,1,GPU-e4d78173-285e-8e36-babb-063221493550
c198,2,pagerank,31,1292272.4,2587129344,2,GPU-6c0e2422-aca2-235c-1470-aad46cb02148
c199,2,pagerank,82,1292891.828,2588369440,4,GPU-1ef07914-4a8e-5061-c2dc-6fb6bce85409
c199,2,pagerank,22,1292235.205,2587054880,2,GPU-273d7bd1-76ca-c36e-3b5f-b6a3acfaec91
c197,1,pagerank,91,1291894.426,2586372640,4,GPU-4d356905-c8dd-d905-7c33-7adac619f5a7
c196,3,pagerank,52,1291615.009,2585813248,0,GPU-d65bc0c4-1852-1fb8-6ce6-b7345c991d28
c196,3,pagerank,112,1292525.57,2587636192,2,GPU-28bc785d-24b0-f3b2-d63b-0439ccd22df3
c199,0,pagerank,52,1292573.538,2587732224,0,GPU-9cfd3bc9-ec4c-cce3-8d2a-f00dadc39c15
c198,3,pagerank,51,1292912.32,2588410464,1,GPU-eeffef8a-c5b5-54ca-5c89-74cc4d0fcb7f
c197,0,pagerank,51,1290446.849,2583474592,0,GPU-e4d78173-285e-8e36-babb-063221493550
c198,3,pagerank,82,1292811.269,2588208160,0,GPU-0b480f4c-5a8d-e70b-8cfd-9eeeeea51758
c199,1,pagerank,32,1291463.96,2585510848,2,GPU-fbf31e80-3a2a-d9d7-b35c-ac2c3d01e527
c197,1,pagerank,71,1292071.241,2586726624,4,GPU-d4c4457d-9f9b-fdf7-a509-d5e63934ca43
c197,2,pagerank,82,1291530.549,2585644160,1,GPU-a1b245cd-418c-e668-f727-832c29d8c35e
c199,0,pagerank,61,1291839.616,2586262912,2,GPU-3bd60980-a877-b94d-934b-cd3599f8e788
c197,1,pagerank,41,1293508.875,2589604768,3,GPU-1c2a30dc-75a3-492e-b4b1-c0ba395c01ca
c199,1,pagerank,91,1292411.988,2587408800,0,GPU-0c673ca6-30da-96bc-a28e-5617fcd05148
c196,0,pagerank,102,1291817.463,2586218560,0,GPU-b11d2b95-f951-0140-409e-20aef552a185
c196,1,pagerank,52,1291247.52,2585077536,4,GPU-1b707649-2784-0639-8b36-e00b57be1c95
c199,0,pagerank,32,1291693.347,2585970080,4,GPU-a0d496ca-6e6c-c03e-72d7-4e922eb03524
c198,0,pagerank,91,1292430.769,2587446400,2,GPU-bb8dace1-f2e6-e7ac-45af-8a1ec14c94df
c199,1,pagerank,51,1290819.037,2584219712,4,GPU-acb8a3f7-fa5a-5a5c-2c9f-c4d60460e49b
c199,0,pagerank,12,1292461.506,2587507936,1,GPU-34b99a2e-8dad-828c-2378-4e6ba69fea92
c199,1,pagerank,71,1291813.93,2586211488,2,GPU-5a5489d9-baae-b03e-19f4-f939b3d671f3
c197,1,pagerank,82,1289754.629,2582088768,1,GPU-80a9eb22-f191-0258-0928-1e6e2f68e25f
c199,1,pagerank,82,1292339.548,2587263776,3,GPU-8cec729c-3585-ea83-d745-73d3fce8bd7c
c196,2,pagerank,112,1290347.029,2583274752,3,GPU-5dc5326b-989c-e8ad-28d6-24ff2af1d1c6
c196,2,pagerank,71,1291664.511,2585912352,2,GPU-a443a153-8c68-a285-e46b-32247ba74fb8
c197,1,pagerank,92,1292988.851,2588563680,4,GPU-dbe11990-1ffe-bf6e-1bcd-597305863b32
c199,2,pagerank,72,1292551.704,2587688512,2,GPU-bc082ea2-b008-30a1-e1e7-8edf844b8dc7
c199,3,pagerank,72,1292300.42,2587185440,4,GPU-b54154a6-32cb-1de0-9f49-11a273dba29a
c198,0,pagerank,22,1293261.139,2589108800,1,GPU-e2e63fed-8e11-55be-4b92-876abe3dda0e
c199,3,pagerank,71,1291872.607,2586328960,1,GPU-600b75fa-9338-6bde-056e-b14fe9798e31
c197,3,pagerank,32,1291883.205,2586350176,0,GPU-084d924d-e1ef-c343-8b49-5c9fd4d1471e
c198,3,pagerank,91,1292377.51,2587339776,3,GPU-c5ac2b5a-999d-bab8-ae17-ee30e425cbb7
c197,2,pagerank,32,1291288.2,2585158976,1,GPU-ce23372d-9b91-fa22-4b6a-efdf50dc605f
c197,2,pagerank,92,1292467.916,2587520768,2,GPU-28c301cb-dc08-2d35-dde8-9af7a74841b4
c199,1,pagerank,51,1292188.531,2586961440,3,GPU-acb8a3f7-fa5a-5a5c-2c9f-c4d60460e49b
c199,2,pagerank,22,1292458.486,2587501888,0,GPU-273d7bd1-76ca-c36e-3b5f-b6a3acfaec91
c197,2,pagerank,91,1292042.454,2586668992,0,GPU-9d1494f3-7b1d-4a90-f7df-4e991dfdc586
c199,3,pagerank,61,1292144.751,2586873792,1,GPU-f89cf3cd-acb5-cf90-4ece-8141ca477c65
c198,3,pagerank,41,1290958.961,2584499840,2,GPU-a03d715d-4024-81ef-a370-dc9d02d1a27b
c198,2,pagerank,42,1292618.821,2587822880,1,GPU-24aa1dec-32fe-add8-751e-4ad886e42cd7
c196,0,pagerank,52,1291804.356,2586192320,3,GPU-bbfd8870-58a9-6a7c-d1e0-97b5b21dd13f
c197,3,pagerank,42,1293318.266,2589223168,4,GPU-38eb2c79-832a-3b04-28ec-5a4382b19797
c196,3,pagerank,62,1292878.721,2588343200,4,GPU-9e51dd33-ce17-5832-e3f3-257032c14eee
c198,1,pagerank,112,1291156.779,2584895872,4,GPU-eef1e8ed-89b3-346d-490c-73acc1abb571
c197,1,pagerank,101,1292547.309,2587679712,2,GPU-690d7372-0ac5-c58c-9691-e5a9c5428eea
c197,3,pagerank,101,1292963.133,2588512192,3,GPU-9aa7e618-e7af-2781-3e37-392aa3999d08
c196,0,pagerank,71,1291706.454,2585996320,0,GPU-ff79558e-5b2e-0218-ddd1-4026a868279c
c197,0,pagerank,61,1292271.425,2587127392,0,GPU-ee8d6575-04ef-d96a-7049-9a792b589fd4
c198,0,pagerank,52,1291501.475,2585585952,4,GPU-96f59ca5-6bd9-005a-9202-1b312e9d2047
c196,2,pagerank,111,1292950.218,2588486336,2,GPU-98329a94-3d69-3633-1464-caaa5d7eb597
c196,2,pagerank,41,1292155.94,2586896192,1,GPU-98b6b9d5-d461-aaa4-a908-37cbd8c26331
c199,1,pagerank,61,1291924.747,2586433344,2,GPU-186adbd6-869d-a96b-e984-bb1b5a453d30
c198,1,pagerank,52,1291056.464,2584695040,2,GPU-db5a76fe-5dc0-abd1-5aae-9b2a0c6d5b67
c199,1,pagerank,111,1292582.362,2587749888,3,GPU-093cdcea-db82-2f8a-7508-b42a7fbdab69
c198,0,pagerank,41,1291299.676,2585181952,1,GPU-af0701a0-ee55-62f4-1e37-f07b74cd0924
c199,1,pagerank,71,1291868.212,2586320160,3,GPU-5a5489d9-baae-b03e-19f4-f939b3d671f3
c199,2,pagerank,52,1292890.933,2588367648,1,GPU-a4c2be25-e61d-74a8-cbf6-39af358d6243
c197,0,pagerank,101,1292679.896,2587945152,2,GPU-be442cc8-e87b-3a0e-feec-2950f955c165
c196,0,pagerank,41,1292114.797,2586813824,3,GPU-75c0fcde-593b-1c25-f8c6-fdbc09fd9dd0
c199,3,pagerank,71,1291785.974,2586155520,2,GPU-600b75fa-9338-6bde-056e-b14fe9798e31
c197,3,pagerank,82,1291906.206,2586396224,2,GPU-c670953f-2c4d-e864-d621-a7e832aa6e89
c196,2,pagerank,61,1292775.784,2588137120,2,GPU-2c9ae92e-83bf-ecd9-6d22-8b050ef07bca
c197,3,pagerank,102,1292257.55,2587099616,4,GPU-3160ab0e-c3f4-2977-7e86-1c1b335963e8
c199,3,pagerank,51,1292065.998,2586716128,3,GPU-e0e5231e-df3e-80a2-81b0-0df205205d90
c196,2,pagerank,41,1292297.526,2587179648,2,GPU-98b6b9d5-d461-aaa4-a908-37cbd8c26331
c199,2,pagerank,112,1291563.221,2585709568,2,GPU-bd8dc51a-319c-b80c-3bcb-dd19ad52999d
c198,2,pagerank,21,1293515.029,2589617088,1,GPU-22cb1830-11a6-1772-8d18-2b27cd236c8f
c199,2,pagerank,71,1292008.631,2586601280,1,GPU-94a3f477-4960-ba6e-e644-f14641b2e8d1
c198,2,pagerank,32,1291854.753,2586293216,2,GPU-5f8e0d0a-46bb-ab00-d3a4-9ab6b4f42b20
c198,2,pagerank,82,1292585.766,2587756704,0,GPU-89987d48-2ba6-53a0-c671-c37aad71512b
c197,2,pagerank,71,1291955.788,2586495488,3,GPU-ef18abbb-b16e-1103-bd10-113c3a2d7ef9
c199,3,pagerank,12,1292282.805,2587150176,4,GPU-395c16d1-f21b-a32f-775d-55f987207a84
c198,3,pagerank,42,1292199.017,2586982432,1,GPU-d6a67224-5da4-cd28-eae8-0728f598bfbc
c198,1,pagerank,41,1291081.447,2584745056,0,GPU-41e127b9-0b0e-32e9-5b6b-d83fe8af11ed
c196,2,pagerank,111,1293439.121,2589465120,1,GPU-98329a94-3d69-3633-1464-caaa5d7eb597
c198,2,pagerank,31,1291961.91,2586507744,1,GPU-6c0e2422-aca2-235c-1470-aad46cb02148
c196,1,pagerank,52,1291474.525,2585532000,1,GPU-1b707649-2784-0639-8b36-e00b57be1c95
c198,1,pagerank,31,1292033.263,2586650592,2,GPU-b943fa68-5f2b-ac2c-ee4f-e01a2587c433
c199,2,pagerank,41,1292806.969,2588199552,0,GPU-a0197938-2068-f7b9-39ab-fa2280eb511a
c199,1,pagerank,91,1292559.217,2587703552,2,GPU-0c673ca6-30da-96bc-a28e-5617fcd05148
c197,3,pagerank,31,1290106.374,2582792960,0,GPU-2ffa8a10-936f-ed1a-f897-8c69ebb26391
c198,2,pagerank,61,1292821.083,2588227808,4,GPU-db9f2ed6-d7e8-3f4d-0d56-be1020980607
c199,0,pagerank,121,1290871.145,2584324032,1,GPU-911fdcc6-b507-28e7-2529-7ce2ee4b7e70
c199,1,pagerank,12,1292882.414,2588350592,1,GPU-d12201c4-69ff-dc42-0f17-ab706f5d15a4
c197,0,pagerank,41,1292627.5,2587840256,3,GPU-0f568672-a360-4531-9c67-3dfc52f8dcba
c198,0,pagerank,31,1291924.891,2586433632,4,GPU-6194ad26-be16-ef55-8bee-fc9b89e5fa1b
c198,2,pagerank,91,1291612.515,2585808256,0,GPU-6714c080-bb14-aa46-9372-084f31f55acd
c198,3,pagerank,32,1291057.934,2584697984,2,GPU-43623410-8a47-f44a-5978-f99f91714d4a
c199,2,pagerank,111,1291480.935,2585544832,0,GPU-2c2f4b40-f274-9088-55a0-76fe1844dc46
c199,3,pagerank,71,1291500.755,2585584512,0,GPU-600b75fa-9338-6bde-056e-b14fe9798e31
c198,1,pagerank,112,1292875.093,2588335936,1,GPU-eef1e8ed-89b3-346d-490c-73acc1abb571
c196,1,pagerank,72,1292594.861,2587774912,4,GPU-209c879c-4afb-2e25-5fea-73a69b738ce1
c198,2,pagerank,32,1293049.974,2588686048,1,GPU-5f8e0d0a-46bb-ab00-d3a4-9ab6b4f42b20
c197,1,pagerank,42,1291846.122,2586275936,0,GPU-e5de72d6-7749-c28e-d3e5-af585c8f6213
c199,1,pagerank,51,1293037.315,2588660704,2,GPU-acb8a3f7-fa5a-5a5c-2c9f-c4d60460e49b
c196,0,pagerank,102,1291942.905,2586469696,4,GPU-b11d2b95-f951-0140-409e-20aef552a185
c199,2,pagerank,91,1292591.616,2587768416,2,GPU-6226967d-97d4-3012-b664-8c1e068155c7
c197,0,pagerank,71,1290494.769,2583570528,2,GPU-54fa87de-4d12-eaaf-c2eb-0966ce44ae82
c199,1,pagerank,12,1292160.607,2586905536,0,GPU-d12201c4-69ff-dc42-0f17-ab706f5d15a4
c198,0,pagerank,21,1293320.424,2589227488,0,GPU-0f4b2b1e-8297-a5c6-d9f9-1c2635c4cc92
c197,2,pagerank,52,1292325.451,2587235552,2,GPU-909ad533-be3d-53c7-971f-c2fb3abe476c
c198,0,pagerank,62,1292577.039,2587739232,1,GPU-cd346956-200e-9fb9-d7a9-dfde0b6cb8ee
c198,3,pagerank,42,1291822.05,2586227744,3,GPU-d6a67224-5da4-cd28-eae8-0728f598bfbc
c196,1,pagerank,71,1291854.769,2586293248,4,GPU-eea21d9b-86da-4f67-a5ec-953136260696
c197,3,pagerank,52,1291649.614,2585882528,0,GPU-34bbfc77-1de8-6792-3317-23172e47e70d
c198,0,pagerank,71,1292496.336,2587577664,4,GPU-e766b213-7de5-c977-45b0-deecb351612a
c198,0,pagerank,91,1292097.439,2586779072,0,GPU-bb8dace1-f2e6-e7ac-45af-8a1ec14c94df
c198,3,pagerank,112,1292704.144,2587993696,0,GPU-43cf53c1-d58c-dcf9-2447-28b265473b00
c198,3,pagerank,52,1291580.18,2585743520,0,GPU-445a7276-f43a-1143-7f2e-549fc5ec5cf9
c196,3,pagerank,62,1292832.16,2588249984,1,GPU-9e51dd33-ce17-5832-e3f3-257032c14eee
c198,2,pagerank,101,1291772.02,2586127584,3,GPU-50d47302-384d-41ec-7360-05758508950c
c199,2,pagerank,71,1291261.155,2585104832,2,GPU-94a3f477-4960-ba6e-e644-f14641b2e8d1
c199,3,pagerank,12,1292353.806,2587292320,2,GPU-395c16d1-f21b-a32f-775d-55f987207a84
c199,1,pagerank,72,1292273.566,2587131680,2,GPU-6c19723f-afac-9c38-aa6d-86a72934cd77
c196,3,pagerank,72,1292707.005,2587999424,3,GPU-73b844f9-cfd5-b9de-b344-2f895e84c74d
c198,2,pagerank,112,1291206.346,2584995104,2,GPU-edd8c8cf-6e3a-6e89-44f8-ab74d5ed8dcc
c199,3,pagerank,112,1291976.168,2586536288,3,GPU-4ef43ea3-8a93-3f9a-f774-035ef50c4a1c
c199,0,pagerank,32,1292374.601,2587333952,2,GPU-a0d496ca-6e6c-c03e-72d7-4e922eb03524
c197,2,pagerank,31,1292438.49,2587461856,4,GPU-b47e4552-d7fc-14f6-b97b-bdc63b5c4b54
c198,2,pagerank,41,1291225.75,2585033952,1,GPU-4abbc4b6-679f-e936-1f4f-2b8b6ed78b82
c199,0,pagerank,12,1292417.279,2587419392,2,GPU-34b99a2e-8dad-828c-2378-4e6ba69fea92
c198,0,pagerank,32,1291366.953,2585316640,3,GPU-e2981715-9b3e-ad31-a9d4-21e98412c132
c199,1,pagerank,52,1293199.568,2588985536,2,GPU-c02a58d6-397f-fa2d-9d52-e21f20e5f877
c198,2,pagerank,102,1291494.362,2585571712,2,GPU-f3fd777c-9fd7-9be8-de9b-795a8a27102b
c199,3,pagerank,82,1292710.521,2588006464,2,GPU-76a0747f-3a2e-017f-bffa-9df46cda0272
c197,3,pagerank,51,1291979.141,2586542240,2,GPU-7d54391f-8197-2f8f-759c-bf8e22af7edd
c199,3,pagerank,61,1292180.172,2586944704,3,GPU-f89cf3cd-acb5-cf90-4ece-8141ca477c65
c197,2,pagerank,41,1293108.891,2588804000,0,GPU-aab2af7e-95a0-216a-36d3-5b76cb972fcf
c197,3,pagerank,31,1291641.638,2585866560,4,GPU-2ffa8a10-936f-ed1a-f897-8c69ebb26391
