cabinet,device,model,node,perf_avg,perf,run,uuid
c197,3,pagerank,72,1292886.665,2588359104,4,GPU-e710280b-c0c7-7ec2-a0f1-3573e14baf9e
c197,2,pagerank,72,1291728.128,2586039712,3,GPU-06212af4-9a15-8518-a41e-b0cee5abb6ef
c198,1,pagerank,22,1292389.339,2587363456,2,GPU-3aca968b-e1e0-cd6b-705b-82f5a40a3576
c199,0,pagerank,91,1292239.584,2587063648,2,GPU-f70e14a5-1a35-f46d-9361-a11c3765c79c
c198,1,pagerank,71,1292211.213,2587006848,4,GPU-e8f7ef46-1905-975f-7b59-c4413d78194b
c199,0,pagerank,72,1292672.591,2587930528,1,GPU-b4bfcb5d-f7bb-0d5a-8e0f-5faaad3a4266
c198,2,pagerank,111,1290884.635,2584351040,1,GPU-6dde75ce-71df-7921-797d-f0ccb641f223
c199,2,pagerank,82,1292470.569,2587526080,3,GPU-1ef07914-4a8e-5061-c2dc-6fb6bce85409
c198,3,pagerank,71,1292035.085,2586654240,0,GPU-f33f0390-bd96-6b4f-4b71-2c83e9051d8d
c197,0,pagerank,32,1292021.93,2586627904,2,GPU-aece59c8-5cdd-88ae-f4af-343bbd7039c6
c199,3,pagerank,111,1292950.138,2588486176,2,GPU-a87b1a29-8a3b-0ba5-26a5-e6c44aba6dfc
c199,0,pagerank,12,1292323.085,2587230816,0,GPU-34b99a2e-8dad-828c-2378-4e6ba69fea92
c198,2,pagerank,112,1293017.063,2588620160,0,GPU-edd8c8cf-6e3a-6e89-44f8-ab74d5ed8dcc
c197,3,pagerank,52,1292346.39,2587277472,4,GPU-34bbfc77-1de8-6792-3317-23172e47e70d
c199,3,pagerank,61,1291749.866,2586083232,0,GPU-f89cf3cd-acb5-cf90-4ece-8141ca477c65
c199,2,pagerank,101,1292359.065,2587302848,1,GPU-417fc0d8-6d06-9fd8-66cf-ded92981c5a8
c199,3,pagerank,22,1292433.614,2587452096,4,GPU-884929c9-b02c-10ae-94b8-c21abc0c04ca
c199,0,pagerank,62,1292548.875,2587682848,1,GPU-d9b2c0cc-1c52-9529-73e9-c564f3a98199
c198,3,pagerank,52,1291887.169,2586358112,1,GPU-445a7276-f43a-1143-7f2e-549fc5ec5cf9
c198,1,pagerank,72,1293050.917,2588687936,4,GPU-53816c16-823d-8bb6-6edb-c0b8702b194c
c198,0,pagerank,62,1293067.604,2588721344,4,GPU-cd346956-200e-9fb9-d7a9-dfde0b6cb8ee
c198,3,pagerank,22,1292760.903,2588107328,3,GPU-9be951b4-61ac-9efe-4a49-6745dbe5dde0
c198,2,pagerank,112,1292814.146,2588213920,1,GPU-edd8c8cf-6e3a-6e89-44f8-ab74d5ed8dcc
c196,3,pagerank,41,1292303.025,2587190656,1,GPU-e54581d0-d5bf-459c-e5c7-1e67c59d907e
c196,2,pagerank,52,1290859.141,2584300000,3,GPU-246048be-a3a5-d67a-03ff-edeb54be1914
c198,1,pagerank,102,1291941.706,2586467296,4,GPU-68935a0a-98ee-3531-7b35-ab98ef83ebf8
c198,1,pagerank,81,1290875.78,2584333312,1,GPU-765a0d05-f6b3-feb7-184e-7b8071909539
c197,2,pagerank,51,1291651.964,2585887232,0,GPU-8781868c-f755-7017-4263-ef3e2113b959
c197,3,pagerank,82,1291314.222,2585211072,0,GPU-c670953f-2c4d-e864-d621-a7e832aa6e89
c196,3,pagerank,41,1292154.246,2586892800,4,GPU-e54581d0-d5bf-459c-e5c7-1e67c59d907e
c198,0,pagerank,71,1292759.177,2588103872,0,GPU-e766b213-7de5-c977-45b0-deecb351612a
c198,3,pagerank,22,1292938.086,2588462048,1,GPU-9be951b4-61ac-9efe-4a49-6745dbe5dde0
c197,0,pagerank,81,1291943.401,2586470688,2,GPU-24db6353-9910-8780-3dfe-d56835bd23fa
c199,3,pagerank,112,1292052.172,2586688448,1,GPU-4ef43ea3-8a93-3f9a-f774-035ef50c4a1c
c199,3,pagerank,62,1291774.705,2586132960,3,GPU-27a9d007-e385-5a7a-3933-8818ddfedd56
c198,0,pagerank,81,1291130.374,2584843008,2,GPU-be7cb6ee-2990-bac3-7f13-2a070c109c3b
c198,2,pagerank,21,1292530.957,2587646976,4,GPU-22cb1830-11a6-1772-8d18-2b27cd236c8f
c199,0,pagerank,22,1292250.358,2587085216,2,GPU-d018a0a9-7076-7c16-67b7-a69772554c0b
c198,1,pagerank,31,1292201.223,2586986848,3,GPU-b943fa68-5f2b-ac2c-ee4f-e01a2587c433
c196,3,pagerank,41,1292298.342,2587181280,0,GPU-e54581d0-d5bf-459c-e5c7-1e67c59d907e
c198,0,pagerank,61,1292645.93,2587877152,3,GPU-1f8ebcb4-5207-ecc5-2b76-211b24994bae
c197,2,pagerank,101,1292518.601,2587622240,4,GPU-61aee3cb-0d16-46e6-a9d0-f9252aa3c528
c197,2,pagerank,61,1292411.524,2587407872,3,GPU-01b31d42-2339-500c-e226-c152144e6af3
c198,2,pagerank,52,1291984.176,2586552320,2,GPU-5ec42052-a823-22df-2360-7446ff0c18c5
c198,3,pagerank,41,1290758.49,2584098496,0,GPU-a03d715d-4024-81ef-a370-dc9d02d1a27b
c198,2,pagerank,102,1291683.357,2585950080,3,GPU-f3fd777c-9fd7-9be8-de9b-795a8a27102b
c197,3,pagerank,82,1291870.082,2586323904,4,GPU-c670953f-2c4d-e864-d621-a7e832aa6e89
c196,3,pagerank,51,1291743.393,2586070272,1,GPU-860904c1-f889-b0fe-8aaf-46b473179477
c197,0,pagerank,41,1292756.156,2588097824,4,GPU-0f568672-a360-4531-9c67-3dfc52f8dcba
c196,2,pagerank,72,1292818.158,2588221952,0,GPU-9d332a8d-6139-d311-794f-341360c0e211
c199,2,pagerank,72,1291885.235,2586354240,4,GPU-bc082ea2-b008-30a1-e1e7-8edf844b8dc7
c196,1,pagerank,51,1291288.711,2585160000,0,GPU-f5092fe4-1eda-aa7e-4bbc-28bf670c51e3
c199,2,pagerank,112,1291852.42,2586288544,0,GPU-bd8dc51a-319c-b80c-3bcb-dd19ad52999d
c198,2,pagerank,102,1291845.083,2586273856,0,GPU-f3fd777c-9fd7-9be8-de9b-795a8a27102b
c198,0,pagerank,91,1292917.754,2588421344,3,GPU-bb8dace1-f2e6-e7ac-45af-8a1ec14c94df
c198,0,pagerank,102,1291621.499,2585826240,3,GPU-636afae8-ff9a-ed5b-bfad-61cf034069d0
c197,0,pagerank,71,1292339.165,2587263008,0,GPU-54fa87de-4d12-eaaf-c2eb-0966ce44ae82
c197,2,pagerank,52,1291455.968,2585494848,4,GPU-909ad533-be3d-53c7-971f-c2fb3abe476c
c198,3,pagerank,21,1291991.832,2586567648,1,GPU-57961912-db52-59c7-9368-928374594f69
c199,1,pagerank,71,1291591.001,2585765184,4,GPU-5a5489d9-baae-b03e-19f4-f939b3d671f3
c198,3,pagerank,31,1291398.889,2585380576,2,GPU-c5d53d15-34ea-e208-1363-ee1d7e1ce5aa
c196,3,pagerank,51,1292084.555,2586753280,0,GPU-860904c1-f889-b0fe-8aaf-46b473179477
c197,3,pagerank,72,1291807.089,2586197792,0,GPU-e710280b-c0c7-7ec2-a0f1-3573e14baf9e
c196,2,pagerank,51,1291924.284,2586432416,0,GPU-0ffef0b8-aa38-5d86-b1ad-58fb76838f83
c199,3,pagerank,112,1290553.447,2583688000,4,GPU-4ef43ea3-8a93-3f9a-f774-035ef50c4a1c
c197,0,pagerank,92,1292677.227,2587939808,0,GPU-c5992df9-8d3b-c84d-4117-8f4e23515b5b
c197,0,pagerank,52,1292635.445,2587856160,0,GPU-2dc89359-41b9-de5c-f0f5-cde6b995528d
c199,0,pagerank,121,1291972.476,2586528896,2,GPU-911fdcc6-b507-28e7-2529-7ce2ee4b7e70
c198,1,pagerank,32,1291814.426,2586212480,1,GPU-6b5cf8f8-6b14-6d6e-7188-62a49ef73d49
c197,2,pagerank,92,1292705.439,2587996288,0,GPU-28c301cb-dc08-2d35-dde8-9af7a74841b4
c199,1,pagerank,112,1292229.355,2587043168,3,GPU-6defb7e1-ec8a-762f-09bb-19c9dfed1fa7
c199,2,pagerank,72,1291926.697,2586437248,0,GPU-bc082ea2-b008-30a1-e1e7-8edf844b8dc7
c198,2,pagerank,42,1292155.445,2586895200,2,GPU-24aa1dec-32fe-add8-751e-4ad886e42cd7
c196,3,pagerank,111,1293562.486,2589712096,2,GPU-281d233d-28c7-f5dd-f4c1-48837c021bb4
c199,3,pagerank,22,1292245.275,2587075040,3,GPU-884929c9-b02c-10ae-94b8-c21abc0c04ca
c198,2,pagerank,51,1292818.494,2588222624,0,GPU-184cd5cd-30f3-ab6c-087e-32235d88b6d1
c196,3,pagerank,41,1292347.285,2587279264,3,GPU-e54581d0-d5bf-459c-e5c7-1e67c59d907e
c199,1,pagerank,112,1292145.471,2586875232,4,GPU-6defb7e1-ec8a-762f-09bb-19c9dfed1fa7
c197,3,pagerank,71,1288841.574,2580260832,4,GPU-c64727f3-6950-b1ee-596e-bd06e4cbbb16
c196,1,pagerank,101,1292070.873,2586725888,4,GPU-8cfcbc0e-71ec-818c-be5c-0e151cdfeb41
c197,0,pagerank,52,1291710.673,2586004768,1,GPU-2dc89359-41b9-de5c-f0f5-cde6b995528d
c198,3,pagerank,101,1291391.52,2585365824,2,GPU-25b05cf8-e375-3e64-4d3c-da3563b568d8
c197,3,pagerank,41,1293190.042,2588966464,3,GPU-cfce0c96-3a6e-2f08-2b84-5df518f499b4
c199,3,pagerank,121,1291705.75,2585994912,1,GPU-f8ced0f1-cadb-f242-09b5-eaaf201a8767
c197,0,pagerank,102,1292106.709,2586797632,3,GPU-e4f10e61-41ee-177d-a493-4c6cdbdd3774
c198,0,pagerank,82,1292738.973,2588063424,1,GPU-7519be0c-5784-c7dd-dbee-0c4638887f8b
c198,3,pagerank,62,1292931.373,2588448608,2,GPU-79ff28a8-e91f-59e8-31fc-f54fefb4b86f
c196,0,pagerank,72,1291838.386,2586260448,3,GPU-65990682-bbf8-0818-4109-9a86f0f02e6f
c199,1,pagerank,101,1291891.676,2586367136,3,GPU-3566d686-55d3-7d45-8edf-380002984cd5
c196,1,pagerank,42,1292796.931,2588179456,2,GPU-73ea3093-4f70-104d-ac0c-53398037296b
c198,3,pagerank,51,1292665.415,2587916160,2,GPU-eeffef8a-c5b5-54ca-5c89-74cc4d0fcb7f
c198,1,pagerank,62,1293573.93,2589735008,4,GPU-d5368684-33cf-978b-0f0a-d6b452a772ec
c199,0,pagerank,61,1292222.114,2587028672,1,GPU-3bd60980-a877-b94d-934b-cd3599f8e788
c198,3,pagerank,72,1293057.854,2588701824,1,GPU-c8089ebe-0415-e477-691d-52275e6d64a5
c197,2,pagerank,41,1292530.302,2587645664,3,GPU-aab2af7e-95a0-216a-36d3-5b76cb972fcf
c196,1,pagerank,112,1292411.285,2587407392,0,GPU-6c7a76cf-3d2d-66fb-5a4c-0f5b2a90c279
c197,1,pagerank,31,1292049.822,2586683744,2,GPU-8ccafb11-6944-f86c-f851-d82be1e7cc71
c198,1,pagerank,112,1292735.137,2588055744,3,GPU-eef1e8ed-89b3-346d-490c-73acc1abb571
c198,3,pagerank,91,1292594.813,2587774816,1,GPU-c5ac2b5a-999d-bab8-ae17-ee30e425cbb7
c197,2,pagerank,102,1291994.805,2586573600,1,GPU-b53ec098-6d54-b1bf-abaa-6fd7e24e77de
c197,1,pagerank,52,1292574.162,2587733472,1,GPU-c5f70823-cc61-16ec-33f8-4c51aec4b322
c199,0,pagerank,101,1292191.089,2586966560,1,GPU-f9d29720-d192-a337-b70c-88e33f77a449
c196,1,pagerank,72,1292475.892,2587536736,1,GPU-209c879c-4afb-2e25-5fea-73a69b738ce1
c197,2,pagerank,61,1292138.789,2586861856,1,GPU-01b31d42-2339-500c-e226-c152144e6af3
c199,1,pagerank,101,1292340.06,2587264800,0,GPU-3566d686-55d3-7d45-8edf-380002984cd5
c197,3,pagerank,61,1291788.34,2586160256,1,GPU-e0929bd0-34e9-53c6-4d22-f0f1c0daa3ef
c197,3,pagerank,32,1291751.369,2586086240,2,GPU-084d924d-e1ef-c343-8b49-5c9fd4d1471e
c197,1,pagerank,81,1291726.881,2586037216,2,GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235
c197,2,pagerank,52,1292314.006,2587212640,0,GPU-909ad533-be3d-53c7-971f-c2fb3abe476c
c196,1,pagerank,61,1292623.584,2587832416,2,GPU-ad589572-d282-3117-43f1-f6015fbb2e74
c198,3,pagerank,72,1292715.445,2588016320,3,GPU-c8089ebe-0415-e477-691d-52275e6d64a5
c196,0,pagerank,111,1292859.812,2588305344,4,GPU-ed649eb4-e3a2-d251-d3d7-0c1cd9c53e67
c198,3,pagerank,32,1292056.104,2586696320,1,GPU-43623410-8a47-f44a-5978-f99f91714d4a
c199,3,pagerank,51,1291846.601,2586276896,0,GPU-e0e5231e-df3e-80a2-81b0-0df205205d90
c198,1,pagerank,111,1293110.745,2588807712,1,GPU-00ccd5ea-1163-8b1b-b814-37f30b32424a
c199,2,pagerank,112,1292211.085,2587006592,1,GPU-bd8dc51a-319c-b80c-3bcb-dd19ad52999d
c197,0,pagerank,82,1291716.364,2586016160,1,GPU-352c6a6a-c453-870b-ed58-f85419f4ed96
c196,3,pagerank,52,1291297.327,2585177248,2,GPU-d65bc0c4-1852-1fb8-6ce6-b7345c991d28
c197,0,pagerank,51,1291479.129,2585541216,4,GPU-e4d78173-285e-8e36-babb-063221493550
c196,2,pagerank,102,1292019.516,2586623072,4,GPU-785e5384-b9db-5ffb-159c-bf337727844d
c199,1,pagerank,52,1292879.952,2588345664,4,GPU-c02a58d6-397f-fa2d-9d52-e21f20e5f877
c198,1,pagerank,102,1291364.699,2585312128,1,GPU-68935a0a-98ee-3531-7b35-ab98ef83ebf8
c199,1,pagerank,121,1291861.259,2586306240,1,GPU-7493e320-fbe1-9eca-6072-900e91843303
c196,3,pagerank,111,1292579.932,2587745024,1,GPU-281d233d-28c7-f5dd-f4c1-48837c021bb4
c197,1,pagerank,61,1292268.084,2587120704,4,GPU-e3882ba0-d81b-7e06-0f61-e6b6899673ca
c197,1,pagerank,91,1292340.476,2587265632,1,GPU-4d356905-c8dd-d905-7c33-7adac619f5a7
c198,1,pagerank,111,1292158.402,2586901120,3,GPU-00ccd5ea-1163-8b1b-b814-37f30b32424a
c198,2,pagerank,82,1292384.176,2587353120,2,GPU-89987d48-2ba6-53a0-c671-c37aad71512b
c196,3,pagerank,42,1293226.406,2589039264,2,GPU-c8d2f290-bf0b-38a3-7a49-071453c4f99b
c198,1,pagerank,21,1293078.378,2588742912,1,GPU-5586ec8e-9972-13cd-a4c1-dda2ad989dfc
c197,3,pagerank,91,1292456.887,2587498688,0,GPU-0c3f0f5d-d0cb-9cf2-1bae-4fc3257685c1
c199,3,pagerank,62,1291751.896,2586087296,0,GPU-27a9d007-e385-5a7a-3933-8818ddfedd56
c198,0,pagerank,51,1292469.163,2587523264,3,GPU-21713f81-a0ce-bb17-03a8-1d6a554964c6
c196,1,pagerank,41,1292658.446,2587902208,1,GPU-16e6432f-1aa7-bb38-128b-35cc7e999a17
c198,0,pagerank,72,1292453.195,2587491296,4,GPU-81a6ecfb-9576-094f-4b4c-739cdee8d9b5
c199,1,pagerank,62,1291206.442,2584995296,0,GPU-c41b5497-6287-2cdf-64c0-3dd6a936851a
c198,0,pagerank,52,1291561.67,2585706464,3,GPU-96f59ca5-6bd9-005a-9202-1b312e9d2047
c199,3,pagerank,52,1292754.046,2588093600,4,GPU-4abb0df7-9692-f3c1-38eb-b3a43005a412
c198,1,pagerank,31,1292107.524,2586799264,4,GPU-b943fa68-5f2b-ac2c-ee4f-e01a2587c433
c199,3,pagerank,52,1289866.773,2582313280,3,GPU-4abb0df7-9692-f3c1-38eb-b3a43005a412
c198,3,pagerank,82,1292814.961,2588215552,4,GPU-0b480f4c-5a8d-e70b-8cfd-9eeeeea51758
c197,3,pagerank,102,1291656.44,2585896192,0,GPU-3160ab0e-c3f4-2977-7e86-1c1b335963e8
c196,1,pagerank,71,1291911.481,2586406784,2,GPU-eea21d9b-86da-4f67-a5ec-953136260696
c198,3,pagerank,111,1290179.149,2582938656,2,GPU-4377a22b-6292-e4ec-1def-d69a59432086
c198,0,pagerank,42,1291751.225,2586085952,2,GPU-8b39353e-133c-96d0-7b5f-4195d9c60bae
c197,1,pagerank,32,1291678.242,2585939840,0,GPU-a6019a64-6c55-7009-522f-75c009fcc35b
c197,2,pagerank,102,1291650.509,2585884320,0,GPU-b53ec098-6d54-b1bf-abaa-6fd7e24e77de
c198,3,pagerank,21,1292160.543,2586905408,3,GPU-57961912-db52-59c7-9368-928374594f69
c197,1,pagerank,72,1290746.501,2584074496,4,GPU-52f8161b-43d3-827b-2684-80b609bc8ec6
c197,2,pagerank,41,1293000.679,2588587360,2,GPU-aab2af7e-95a0-216a-36d3-5b76cb972fcf
c198,3,pagerank,81,1291382.074,2585346912,4,GPU-895ed595-0194-b533-fad7-66d21d3b5982
c196,1,pagerank,61,1292945.023,2588475936,3,GPU-ad589572-d282-3117-43f1-f6015fbb2e74
c197,2,pagerank,31,1290297.431,2583175456,2,GPU-b47e4552-d7fc-14f6-b97b-bdc63b5c4b54
c196,0,pagerank,112,1292169.766,2586923872,0,GPU-d5be5fde-4350-2ad2-553e-1ed632195eb7
c198,2,pagerank,61,1292546.206,2587677504,3,GPU-db9f2ed6-d7e8-3f4d-0d56-be1020980607
c197,0,pagerank,72,1292175.984,2586936320,2,GPU-f57e8247-4e51-787e-d125-1b16a8cf4582
c198,0,pagerank,31,1292407.64,2587400096,3,GPU-6194ad26-be16-ef55-8bee-fc9b89e5fa1b
c198,1,pagerank,102,1291743.744,2586070976,3,GPU-68935a0a-98ee-3531-7b35-ab98ef83ebf8
c199,1,pagerank,72,1293061.61,2588709344,1,GPU-6c19723f-afac-9c38-aa6d-86a72934cd77
c198,1,pagerank,51,1293138.861,2588864000,4,GPU-dad45960-d00e-c32f-cccb-5d6e464e6aba
c199,1,pagerank,41,1292981.546,2588549056,2,GPU-47b14c71-9b57-2642-ef58-0dde8f424c66
c197,2,pagerank,81,1291777.694,2586138944,0,GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5
c197,0,pagerank,61,1292660.971,2587907264,4,GPU-ee8d6575-04ef-d96a-7049-9a792b589fd4
c198,3,pagerank,112,1292643.836,2587872960,4,GPU-43cf53c1-d58c-dcf9-2447-28b265473b00
c199,0,pagerank,72,1291938.877,2586461632,0,GPU-b4bfcb5d-f7bb-0d5a-8e0f-5faaad3a4266
c198,3,pagerank,81,1291477.371,2585537696,2,GPU-895ed595-0194-b533-fad7-66d21d3b5982
c196,2,pagerank,62,1293113.255,2588812736,3,GPU-9f233605-62c7-c998-3c19-8051b138d7a8
c197,1,pagerank,81,1292471.465,2587527872,4,GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235
c198,2,pagerank,111,1292961.726,2588509376,2,GPU-6dde75ce-71df-7921-797d-f0ccb641f223
c198,2,pagerank,52,1291888.639,2586361056,4,GPU-5ec42052-a823-22df-2360-7446ff0c18c5
c196,3,pagerank,102,1291392.128,2585367040,2,GPU-3c7bacce-95d6-45a6-737f-cccf4ec93d09
c199,0,pagerank,62,1291647.744,2585878784,4,GPU-d9b2c0cc-1c52-9529-73e9-c564f3a98199
c197,2,pagerank,42,1292450.206,2587485312,3,GPU-0f931387-8fa1-22c2-4fec-0c39738f3743
c198,0,pagerank,31,1291769.415,2586122368,1,GPU-6194ad26-be16-ef55-8bee-fc9b89e5fa1b
c198,0,pagerank,82,1292955.349,2588496608,0,GPU-7519be0c-5784-c7dd-dbee-0c4638887f8b
c196,3,pagerank,61,1292117.514,2586819264,3,GPU-978d8076-7a5d-09c7-45b9-3359da7b9ce9
c199,1,pagerank,52,1293157.834,2588901984,0,GPU-c02a58d6-397f-fa2d-9d52-e21f20e5f877
c198,1,pagerank,61,1292150.282,2586884864,1,GPU-5febc5f0-1d80-e5b9-0b6d-0eb6cf811dc9
c196,0,pagerank,42,1292624.911,2587835072,1,GPU-76b58ef4-9322-a869-13c5-fdebd7f266c5
c198,3,pagerank,21,1291215.936,2585014304,2,GPU-57961912-db52-59c7-9368-928374594f69
c196,3,pagerank,52,1291385.83,2585354432,3,GPU-d65bc0c4-1852-1fb8-6ce6-b7345c991d28
c198,3,pagerank,82,1290471.864,2583524672,2,GPU-0b480f4c-5a8d-e70b-8cfd-9eeeeea51758
c197,1,pagerank,91,1291852.292,2586288288,3,GPU-4d356905-c8dd-d905-7c33-7adac619f5a7
c198,0,pagerank,61,1292303.185,2587190976,0,GPU-1f8ebcb4-5207-ecc5-2b76-211b24994bae
c198,0,pagerank,22,1293287.241,2589161056,3,GPU-e2e63fed-8e11-55be-4b92-876abe3dda0e
c198,3,pagerank,72,1293179.493,2588945344,0,GPU-c8089ebe-0415-e477-691d-52275e6d64a5
c199,2,pagerank,51,1292075.253,2586734656,2,GPU-864b73c8-4d03-258b-61d0-abf4353ce679
c196,0,pagerank,52,1292024.232,2586632512,0,GPU-bbfd8870-58a9-6a7c-d1e0-97b5b21dd13f
c199,0,pagerank,82,1292519.912,2587624864,0,GPU-354ffa0e-f1a3-c257-19aa-ea04ea75ca40
c197,0,pagerank,91,1291730.254,2586043968,1,GPU-c00318b5-9bf9-dfd7-3c9a-85765db079fb
c199,1,pagerank,91,1292410.565,2587405952,4,GPU-0c673ca6-30da-96bc-a28e-5617fcd05148
c196,1,pagerank,61,1293116.595,2588819424,0,GPU-ad589572-d282-3117-43f1-f6015fbb2e74
c196,1,pagerank,62,1291459.165,2585501248,4,GPU-4cae3e04-8317-7130-c33d-f596fe441d34
c196,1,pagerank,71,1292155.029,2586894368,3,GPU-eea21d9b-86da-4f67-a5ec-953136260696
c197,3,pagerank,61,1291828.444,2586240544,0,GPU-e0929bd0-34e9-53c6-4d22-f0f1c0daa3ef
c198,0,pagerank,31,1291403.205,2585389216,2,GPU-6194ad26-be16-ef55-8bee-fc9b89e5fa1b
c196,1,pagerank,72,1291644.771,2585872832,0,GPU-209c879c-4afb-2e25-5fea-73a69b738ce1
c199,2,pagerank,62,1291517.011,2585617056,1,GPU-ac0ae492-caa6-f1b7-7df4-b355b8117482
c197,3,pagerank,52,1292947.053,2588480000,1,GPU-34bbfc77-1de8-6792-3317-23172e47e70d
c198,0,pagerank,111,1290967.608,2584517152,2,GPU-e203069a-77a3-598c-10f7-d29aa953e8ad
c199,3,pagerank,62,1291723.093,2586029632,2,GPU-27a9d007-e385-5a7a-3933-8818ddfedd56
c199,1,pagerank,82,1293191.353,2588969088,4,GPU-8cec729c-3585-ea83-d745-73d3fce8bd7c
c197,1,pagerank,102,1291921.758,2586427360,0,GPU-1c1160b0-b1cc-82eb-ff12-7db640f38e7f
c196,0,pagerank,102,1291919.345,2586422528,1,GPU-b11d2b95-f951-0140-409e-20aef552a185
c199,0,pagerank,22,1290470.282,2583521504,1,GPU-d018a0a9-7076-7c16-67b7-a69772554c0b
c197,3,pagerank,41,1292953.111,2588492128,2,GPU-cfce0c96-3a6e-2f08-2b84-5df518f499b4
c199,2,pagerank,12,1292576.959,2587739072,1,GPU-e4affe09-bd00-a695-4ea1-05b82723b085
c198,3,pagerank,61,1292178.653,2586941664,0,GPU-7764d4ed-bb55-9161-44d5-e8ac1441f9dc
c197,0,pagerank,41,1292602.262,2587789728,2,GPU-0f568672-a360-4531-9c67-3dfc52f8dcba
c196,2,pagerank,61,1292634.581,2587854432,0,GPU-2c9ae92e-83bf-ecd9-6d22-8b050ef07bca
c197,2,pagerank,81,1291737.91,2586059296,2,GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5
c197,2,pagerank,31,1292181.738,2586947840,0,GPU-b47e4552-d7fc-14f6-b97b-bdc63b5c4b54
c197,2,pagerank,51,1291581.043,2585745248,2,GPU-8781868c-f755-7017-4263-ef3e2113b959
c199,1,pagerank,22,1290607.616,2583796448,0,GPU-c0b12dd5-53c3-3c57-c3c3-d1eacf1cd2e4
c199,1,pagerank,72,1291316.172,2585214976,0,GPU-6c19723f-afac-9c38-aa6d-86a72934cd77
c196,3,pagerank,101,1291799.832,2586183264,2,GPU-3e83fba6-bb0c-5ade-8829-e891e89a389d
c199,1,pagerank,91,1292791.528,2588168640,1,GPU-0c673ca6-30da-96bc-a28e-5617fcd05148
c197,2,pagerank,61,1292787.836,2588161248,2,GPU-01b31d42-2339-500c-e226-c152144e6af3
c199,2,pagerank,52,1292505.91,2587596832,2,GPU-a4c2be25-e61d-74a8-cbf6-39af358d6243
c197,2,pagerank,31,1289953.295,2582486496,3,GPU-b47e4552-d7fc-14f6-b97b-bdc63b5c4b54
c196,2,pagerank,72,1292192.336,2586969056,1,GPU-9d332a8d-6139-d311-794f-341360c0e211
c199,2,pagerank,12,1292674.973,2587935296,0,GPU-e4affe09-bd00-a695-4ea1-05b82723b085
c197,3,pagerank,41,1292868.38,2588322496,0,GPU-cfce0c96-3a6e-2f08-2b84-5df518f499b4
c198,1,pagerank,81,1290514.941,2583610912,3,GPU-765a0d05-f6b3-feb7-184e-7b8071909539
c199,1,pagerank,72,1291617.518,2585818272,4,GPU-6c19723f-afac-9c38-aa6d-86a72934cd77
c199,2,pagerank,22,1292331.109,2587246880,3,GPU-273d7bd1-76ca-c36e-3b5f-b6a3acfaec91
c198,0,pagerank,101,1290803.485,2584188576,2,GPU-33c24d68-8734-d4da-c775-4a201cad9aa5
c199,2,pagerank,121,1291940.492,2586464864,2,GPU-197b5cd4-19c1-65d7-6cbc-f6a553245cbc
c197,0,pagerank,52,1293000.839,2588587680,2,GPU-2dc89359-41b9-de5c-f0f5-cde6b995528d
c198,2,pagerank,62,1293006.242,2588598496,3,GPU-0fe332da-c43e-93a9-a8ea-e08f6c92e807
c198,1,pagerank,102,1291463.353,2585509632,2,GPU-68935a0a-98ee-3531-7b35-ab98ef83ebf8
c199,2,pagerank,71,1292058.262,2586700640,4,GPU-94a3f477-4960-ba6e-e644-f14641b2e8d1
c199,0,pagerank,82,1292963.117,2588512160,2,GPU-354ffa0e-f1a3-c257-19aa-ea04ea75ca40
c199,2,pagerank,91,1292564.012,2587713152,4,GPU-6226967d-97d4-3012-b664-8c1e068155c7
c197,2,pagerank,51,1291975.497,2586534944,4,GPU-8781868c-f755-7017-4263-ef3e2113b959
c199,3,pagerank,121,1292104.072,2586792352,3,GPU-f8ced0f1-cadb-f242-09b5-eaaf201a8767
c199,2,pagerank,51,1292063.84,2586711808,3,GPU-864b73c8-4d03-258b-61d0-abf4353ce679
c198,1,pagerank,42,1291985.471,2586554912,2,GPU-d92be4b5-48ba-f741-8241-215938d18ad8
c198,2,pagerank,71,1291624.599,2585832448,4,GPU-95ae48ac-4588-2d14-c275-a917d4c19910
c198,1,pagerank,51,1291280.208,2585142976,0,GPU-dad45960-d00e-c32f-cccb-5d6e464e6aba
c197,1,pagerank,32,1291788.579,2586160736,3,GPU-a6019a64-6c55-7009-522f-75c009fcc35b
c197,2,pagerank,72,1291593.91,2585771008,4,GPU-06212af4-9a15-8518-a41e-b0cee5abb6ef
c198,0,pagerank,61,1290342.474,2583265632,2,GPU-1f8ebcb4-5207-ecc5-2b76-211b24994bae
c198,0,pagerank,112,1292488.551,2587562080,0,GPU-8890af4d-ee12-7552-a271-e1e37dafd59d
c197,1,pagerank,32,1290761.622,2584104768,1,GPU-a6019a64-6c55-7009-522f-75c009fcc35b
c197,2,pagerank,71,1292018.158,2586620352,2,GPU-ef18abbb-b16e-1103-bd10-113c3a2d7ef9
c199,3,pagerank,121,1291506.382,2585595776,4,GPU-f8ced0f1-cadb-f242-09b5-eaaf201a8767
c199,0,pagerank,12,1293619.82,2589826880,4,GPU-34b99a2e-8dad-828c-2378-4e6ba69fea92
