,exp,reps,cabinet,node,device,train_time,mean_iter_dur,perf,max_iter_dur,min_iter_dur,uuid
419,bert,1,c198,21,3,0,0.188588022,0.188339627,3.342912247,0.18370732,GPU-57961912-db52-59c7-9368-928374594f69
420,bert,3,c196,101,0,0,0.179695991,0.179605601,3.265701561,0.176946947,GPU-c2637539-f16d-f47f-49f1-3f4c5de5e174
421,bert,3,c196,101,1,0,0.178571987,0.178509704,3.233952996,0.176170079,GPU-8cfcbc0e-71ec-818c-be5c-0e151cdfeb41
422,bert,3,c196,101,2,0,0.178808327,0.178849216,3.275600462,0.173683198,GPU-59888e95-002d-ca96-882f-16208da56b2a
423,bert,3,c196,101,3,0,0.178182893,0.178169264,3.243132897,0.172921517,GPU-3e83fba6-bb0c-5ade-8829-e891e89a389d
424,bert,5,c198,91,0,0,0.179763598,0.179721341,3.341213523,0.174282215,GPU-bb8dace1-f2e6-e7ac-45af-8a1ec14c94df
425,bert,5,c198,91,1,0,0.178770644,0.178769451,3.326521091,0.176177464,GPU-b945e99b-f46f-6301-8e9e-9b0745904a44
426,bert,5,c198,91,2,0,0.179617208,0.179565496,3.381046421,0.171869611,GPU-6714c080-bb14-aa46-9372-084f31f55acd
427,bert,5,c198,91,3,0,0.177991389,0.177917841,3.291841156,0.175398137,GPU-c5ac2b5a-999d-bab8-ae17-ee30e425cbb7
428,bert,0,c196,51,0,0,0.178506427,0.178425727,5.37867684,0.175598241,GPU-d2718ada-e13d-a1a2-d81b-4283cac07d1b
429,bert,0,c196,51,1,0,0.177145463,0.177136543,5.40100569,0.174280169,GPU-f5092fe4-1eda-aa7e-4bbc-28bf670c51e3
430,bert,0,c196,51,2,0,0.178659628,0.178622824,5.420747509,0.175439416,GPU-0ffef0b8-aa38-5d86-b1ad-58fb76838f83
431,bert,0,c196,51,3,0,0.177638259,0.177631174,5.385467979,0.174912588,GPU-860904c1-f889-b0fe-8aaf-46b473179477
432,bert,1,c196,41,0,0,0.178030399,0.177890804,3.266015153,0.175454604,GPU-75c0fcde-593b-1c25-f8c6-fdbc09fd9dd0
433,bert,1,c196,41,1,0,0.17983741,0.179912701,3.265645053,0.174350303,GPU-16e6432f-1aa7-bb38-128b-35cc7e999a17
434,bert,1,c196,41,2,0,0.178422335,0.178349546,3.263512695,0.17303622,GPU-98b6b9d5-d461-aaa4-a908-37cbd8c26331
435,bert,1,c196,41,3,0,0.178671039,0.178619731,3.268863709,0.17615784,GPU-e54581d0-d5bf-459c-e5c7-1e67c59d907e
436,bert,2,c196,112,0,0,0.177984304,0.177949832,3.394442896,0.171018537,GPU-d5be5fde-4350-2ad2-553e-1ed632195eb7
437,bert,2,c196,112,1,0,0.179218995,0.179202839,3.356808456,0.176493323,GPU-6c7a76cf-3d2d-66fb-5a4c-0f5b2a90c279
438,bert,2,c196,112,2,0,0.178713001,0.178733337,3.354233571,0.176242802,GPU-5dc5326b-989c-e8ad-28d6-24ff2af1d1c6
439,bert,2,c196,112,3,0,0.179242557,0.179214954,3.345715829,0.173037252,GPU-28bc785d-24b0-f3b2-d63b-0439ccd22df3
440,bert,5,c198,81,0,0,0.178756845,0.178792965,3.269804416,0.172518191,GPU-be7cb6ee-2990-bac3-7f13-2a070c109c3b
441,bert,5,c198,81,1,0,0.17893943,0.178963465,3.257356755,0.176015736,GPU-765a0d05-f6b3-feb7-184e-7b8071909539
442,bert,5,c198,81,2,0,0.178302193,0.178264249,3.253638071,0.174958852,GPU-98fc0c16-5dbe-a189-8509-c8655d7c7c15
443,bert,5,c198,81,3,0,0.178471963,0.178494011,3.27237218,0.174869897,GPU-895ed595-0194-b533-fad7-66d21d3b5982
444,bert,2,c197,71,0,0,0.179055497,0.179023606,3.284158166,0.173488915,GPU-54fa87de-4d12-eaaf-c2eb-0966ce44ae82
445,bert,2,c197,71,1,0,0.178474051,0.178447441,3.280696146,0.174934559,GPU-d4c4457d-9f9b-fdf7-a509-d5e63934ca43
446,bert,2,c197,71,2,0,0.178955453,0.178934576,3.285158526,0.174157159,GPU-ef18abbb-b16e-1103-bd10-113c3a2d7ef9
447,bert,2,c197,71,3,0,0.177964558,0.177976704,3.258377785,0.175355794,GPU-c64727f3-6950-b1ee-596e-bd06e4cbbb16
448,bert,4,c197,12,0,0,0.178460922,0.178476804,3.276902646,0.175790202,GPU-f3d748fb-ef4e-b1f9-b8cc-9b62b4e2378f
449,bert,4,c197,12,1,0,0.178794096,0.178808056,3.264136056,0.175368501,GPU-cc6dcb89-d634-cd94-5550-73efe43f27ac
450,bert,4,c197,12,2,0,0.178765397,0.178746673,3.277953653,0.173895652,GPU-7ceef91a-0a0f-ed52-35a7-ae98a94b40f4
451,bert,4,c197,12,3,0,0.17881694,0.178721588,3.276411569,0.173160215,GPU-5c564804-8e62-4fae-45a7-054f047fc695
452,bert,2,c198,51,0,0,0.179339943,0.179261657,3.258337299,0.174644895,GPU-21713f81-a0ce-bb17-03a8-1d6a554964c6
453,bert,2,c198,51,1,0,0.177878198,0.177856378,3.233122272,0.170174028,GPU-dad45960-d00e-c32f-cccb-5d6e464e6aba
454,bert,2,c198,51,2,0,0.179347949,0.179315816,3.251164078,0.176561457,GPU-184cd5cd-30f3-ab6c-087e-32235d88b6d1
455,bert,2,c198,51,3,0,0.178059693,0.178011177,3.278543976,0.175719916,GPU-eeffef8a-c5b5-54ca-5c89-74cc4d0fcb7f
456,bert,0,c197,51,0,0,0.17864845,0.178583477,4.728754031,0.175881799,GPU-e4d78173-285e-8e36-babb-063221493550
457,bert,0,c197,51,1,0,0.177701819,0.177724976,4.74434453,0.173065681,GPU-e7140764-128a-08f8-06d2-19d316b4c5e9
458,bert,0,c197,51,2,0,0.178699491,0.178647061,4.571346898,0.176022689,GPU-8781868c-f755-7017-4263-ef3e2113b959
459,bert,0,c197,51,3,0,0.177961516,0.177954632,4.610664769,0.174946695,GPU-7d54391f-8197-2f8f-759c-bf8e22af7edd
460,bert,4,c196,101,0,0,0.179876981,0.179819482,3.351979445,0.177391367,GPU-c2637539-f16d-f47f-49f1-3f4c5de5e174
461,bert,4,c196,101,1,0,0.178397678,0.178378891,3.349946029,0.173745578,GPU-8cfcbc0e-71ec-818c-be5c-0e151cdfeb41
462,bert,4,c196,101,2,0,0.178466581,0.178427888,3.349002475,0.176084668,GPU-59888e95-002d-ca96-882f-16208da56b2a
463,bert,4,c196,101,3,0,0.178397396,0.178380152,3.357572638,0.176155612,GPU-3e83fba6-bb0c-5ade-8829-e891e89a389d
464,bert,1,c198,62,0,0,0.188354684,0.188320057,3.263629769,0.183165676,GPU-cd346956-200e-9fb9-d7a9-dfde0b6cb8ee
465,bert,1,c198,62,1,0,0.18882273,0.188907063,3.224581969,0.183539027,GPU-d5368684-33cf-978b-0f0a-d6b452a772ec
466,bert,1,c198,62,2,0,0.188439325,0.188409643,3.261616162,0.183247297,GPU-0fe332da-c43e-93a9-a8ea-e08f6c92e807
467,bert,1,c198,62,3,0,0.189136359,0.189194804,3.263242588,0.184211579,GPU-79ff28a8-e91f-59e8-31fc-f54fefb4b86f
468,bert,3,c198,51,0,0,0.179610079,0.179573876,3.285411761,0.1725337,GPU-21713f81-a0ce-bb17-03a8-1d6a554964c6
469,bert,3,c198,51,1,0,0.177600364,0.177535236,3.285399727,0.173229984,GPU-dad45960-d00e-c32f-cccb-5d6e464e6aba
470,bert,3,c198,51,2,0,0.17908479,0.179093451,3.34185134,0.175760512,GPU-184cd5cd-30f3-ab6c-087e-32235d88b6d1
471,bert,3,c198,51,3,0,0.177439154,0.177304728,3.330728501,0.174272459,GPU-eeffef8a-c5b5-54ca-5c89-74cc4d0fcb7f
472,bert,1,c199,32,0,0,0.178639507,0.178671918,3.272693725,0.1701577,GPU-a0d496ca-6e6c-c03e-72d7-4e922eb03524
473,bert,1,c199,32,1,0,0.178135093,0.178058762,3.272147831,0.175908588,GPU-fbf31e80-3a2a-d9d7-b35c-ac2c3d01e527
474,bert,1,c199,32,2,0,0.179478924,0.179430455,3.280572806,0.176580995,GPU-a075f73c-0500-a59d-c3aa-f81a8f646866
475,bert,1,c199,32,3,0,0.17808117,0.177998984,3.282821576,0.17456148,GPU-9bd67376-b2fd-3b6a-b99e-a3b0fea3bf71
476,bert,3,c196,91,0,0,0.178013101,0.177952263,3.234535386,0.175063344,GPU-418e7e3b-d61c-5b99-f438-260d24fa358c
477,bert,3,c196,91,1,0,0.178265106,0.178329973,3.200241535,0.172858992,GPU-87f8f66e-7166-a8fc-7c5f-6cdf9f5a0565
478,bert,3,c196,91,2,0,0.179641799,0.17960617,3.195284369,0.175898276,GPU-836ff82b-ba4f-6245-b69a-3bf5b725eb9a
479,bert,3,c196,91,3,0,0.178345338,0.178311344,3.198997664,0.176196715,GPU-4ad01ea7-1724-cee3-272a-77d25f1bae93
480,bert,2,c199,72,0,0,0.178850165,0.178802543,3.338106388,0.176088327,GPU-b4bfcb5d-f7bb-0d5a-8e0f-5faaad3a4266
481,bert,2,c199,72,1,0,0.178306667,0.178160259,3.339199181,0.175581497,GPU-6c19723f-afac-9c38-aa6d-86a72934cd77
482,bert,2,c199,72,2,0,0.178927941,0.178866145,3.340809465,0.172402071,GPU-bc082ea2-b008-30a1-e1e7-8edf844b8dc7
483,bert,2,c199,72,3,0,0.17792652,0.177982079,3.325567977,0.175051609,GPU-b54154a6-32cb-1de0-9f49-11a273dba29a
484,bert,3,c196,82,0,0,0.179365855,0.179275173,3.34064199,0.172983007,GPU-6c4425b0-9ff5-a594-9141-3154951864b2
485,bert,3,c196,82,1,0,0.178352457,0.178375961,3.379374135,0.171827641,GPU-b02fbb20-e21d-06f4-5c4f-e6cb5bba7bb0
486,bert,3,c196,82,2,0,0.178804846,0.178723976,3.289797137,0.176452587,GPU-b46007ca-7569-4571-1aee-2c9b7e14ce97
487,bert,3,c196,82,3,0,0.177802676,0.177712298,3.331978738,0.175059121,GPU-b88ac471-a3c1-1170-2621-479b154f3104
488,bert,1,c199,12,0,0,0.179043641,0.178991667,3.405132964,0.176470724,GPU-34b99a2e-8dad-828c-2378-4e6ba69fea92
489,bert,1,c199,12,1,0,0.177439907,0.177422041,3.411084582,0.171950673,GPU-d12201c4-69ff-dc42-0f17-ab706f5d15a4
490,bert,1,c199,12,2,0,0.178770943,0.178763201,3.416395848,0.170595901,GPU-e4affe09-bd00-a695-4ea1-05b82723b085
491,bert,1,c199,12,3,0,0.178181437,0.178162042,3.401224498,0.175760951,GPU-395c16d1-f21b-a32f-775d-55f987207a84
492,bert,1,c198,22,0,0,0.180012391,0.179963472,3.286660668,0.174788139,GPU-e2e63fed-8e11-55be-4b92-876abe3dda0e
493,bert,1,c198,22,1,0,0.177326128,0.17728431,3.273792398,0.174660249,GPU-3aca968b-e1e0-cd6b-705b-82f5a40a3576
494,bert,1,c198,22,2,0,0.179243975,0.179294585,3.291316592,0.169337558,GPU-d13b519c-797c-0eef-8072-1e9b6b83e198
495,bert,1,c198,22,3,0,0.178430768,0.178425991,3.27291061,0.175596941,GPU-9be951b4-61ac-9efe-4a49-6745dbe5dde0
496,bert,5,c199,72,0,0,0.178720931,0.178678361,3.280323761,0.171987701,GPU-b4bfcb5d-f7bb-0d5a-8e0f-5faaad3a4266
497,bert,5,c199,72,1,0,0.177677069,0.177606104,3.282532729,0.175431142,GPU-6c19723f-afac-9c38-aa6d-86a72934cd77
498,bert,5,c199,72,2,0,0.178872289,0.178843322,3.281306511,0.172019928,GPU-bc082ea2-b008-30a1-e1e7-8edf844b8dc7
499,bert,5,c199,72,3,0,0.178298412,0.178194743,3.284483704,0.175967501,GPU-b54154a6-32cb-1de0-9f49-11a273dba29a
500,bert,0,c198,11,0,0,0.179655173,0.179586394,4.453335073,0.176679274,GPU-d7ac42ec-7a2f-0825-2342-6bfb922bbe73
501,bert,0,c198,11,1,0,0.178651113,0.178611828,4.507369326,0.176355533,GPU-6441c9c9-cf6d-bfe5-c22a-1fa82bb9a570
502,bert,0,c198,11,2,0,0.179592154,0.179518144,4.44077826,0.176642347,GPU-7e677ba2-1ee2-9114-9a7b-d423ab18b1ec
503,bert,0,c198,11,3,0,0.178160942,0.178049383,4.38957241,0.175755533,GPU-32b8b53e-8383-d504-fc12-6ebee2587f4e
504,bert,2,c197,81,0,0,0.179439754,0.179457598,3.39099692,0.17222169,GPU-24db6353-9910-8780-3dfe-d56835bd23fa
505,bert,2,c197,81,1,0,0.178412105,0.178329747,3.397759972,0.175417758,GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235
506,bert,2,c197,81,2,0,0.180176006,0.180183382,3.393245689,0.174820268,GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5
507,bert,2,c197,81,3,0,0.178437894,0.178337973,3.380232483,0.175793833,GPU-5a37a5ad-daef-2766-51c4-333af47cc972
508,bert,2,c199,51,0,0,0.178988395,0.179009461,3.226973711,0.168999047,GPU-22307102-b01c-f796-80aa-d85d42354fe0
509,bert,2,c199,51,1,0,0.179212224,0.179225444,3.23125823,0.172084428,GPU-acb8a3f7-fa5a-5a5c-2c9f-c4d60460e49b
510,bert,2,c199,51,2,0,0.178026493,0.177998073,3.237950092,0.175314712,GPU-864b73c8-4d03-258b-61d0-abf4353ce679
511,bert,2,c199,51,3,0,0.178632296,0.178627936,3.220991199,0.176197283,GPU-e0e5231e-df3e-80a2-81b0-0df205205d90
512,bert,5,c199,12,0,0,0.178520765,0.178492879,3.404949478,0.173887598,GPU-34b99a2e-8dad-828c-2378-4e6ba69fea92
513,bert,5,c199,12,1,0,0.178026028,0.178019959,3.40732238,0.172661962,GPU-d12201c4-69ff-dc42-0f17-ab706f5d15a4
514,bert,5,c199,12,2,0,0.178769635,0.178738314,3.397675626,0.175387861,GPU-e4affe09-bd00-a695-4ea1-05b82723b085
515,bert,5,c199,12,3,0,0.178048613,0.177950792,3.365934127,0.174781715,GPU-395c16d1-f21b-a32f-775d-55f987207a84
516,bert,1,c197,12,0,0,0.178529995,0.178616118,3.307200414,0.174412263,GPU-f3d748fb-ef4e-b1f9-b8cc-9b62b4e2378f
517,bert,1,c197,12,1,0,0.178403584,0.178396343,3.346157272,0.17558381,GPU-cc6dcb89-d634-cd94-5550-73efe43f27ac
518,bert,1,c197,12,2,0,0.179018959,0.178928723,3.366788449,0.175597722,GPU-7ceef91a-0a0f-ed52-35a7-ae98a94b40f4
519,bert,1,c197,12,3,0,0.178684861,0.178723154,3.357729201,0.170839594,GPU-5c564804-8e62-4fae-45a7-054f047fc695
520,bert,0,c196,92,0,0,0.178169562,0.178213448,5.578665214,0.173880402,GPU-410ef286-4ae7-1125-57e5-e3c55f69a9b0
521,bert,0,c196,92,1,0,0.176605609,0.176622309,5.487749994,0.172101404,GPU-503b8bb2-db6d-66cb-9506-0474318de110
522,bert,0,c196,92,2,0,0.179082828,0.179085472,5.436380225,0.176560579,GPU-48586ef6-ec58-be36-dc2e-819b57bd9e1a
523,bert,0,c196,92,3,0,0.177654648,0.177473719,5.539977468,0.172300307,GPU-90c31602-4cc7-6c45-e742-968d04608275
524,bert,1,c198,41,0,0,0.179365721,0.179365615,3.247047778,0.176553882,GPU-af0701a0-ee55-62f4-1e37-f07b74cd0924
525,bert,1,c198,41,1,0,0.178372697,0.178258085,3.257013617,0.175887199,GPU-41e127b9-0b0e-32e9-5b6b-d83fe8af11ed
526,bert,1,c198,41,2,0,0.178930482,0.178881705,3.247061829,0.175050498,GPU-4abbc4b6-679f-e936-1f4f-2b8b6ed78b82
527,bert,1,c198,41,3,0,0.177038405,0.176978721,3.253570618,0.174107007,GPU-a03d715d-4024-81ef-a370-dc9d02d1a27b
528,bert,0,c197,31,0,0,0.177931465,0.17804271,4.281944603,0.174912732,GPU-71bcc6c0-1e24-2bda-31ec-d6ff86f0ff88
529,bert,0,c197,31,1,0,0.178337876,0.178335265,4.425716732,0.17592478,GPU-8ccafb11-6944-f86c-f851-d82be1e7cc71
530,bert,0,c197,31,2,0,0.179466907,0.179447355,4.312062203,0.173251858,GPU-b47e4552-d7fc-14f6-b97b-bdc63b5c4b54
531,bert,0,c197,31,3,0,0.178071407,0.178132997,4.336017561,0.172206195,GPU-2ffa8a10-936f-ed1a-f897-8c69ebb26391
532,bert,2,c199,41,0,0,0.17910782,0.179144826,3.230352929,0.175186223,GPU-38fb88f3-6d40-fa84-e966-b9e167d489f2
533,bert,2,c199,41,1,0,0.179123696,0.179194749,3.278265746,0.171380508,GPU-47b14c71-9b57-2642-ef58-0dde8f424c66
534,bert,2,c199,41,2,0,0.178825946,0.178877912,3.27620449,0.175828944,GPU-a0197938-2068-f7b9-39ab-fa2280eb511a
535,bert,2,c199,41,3,0,0.178422326,0.178456392,3.281143367,0.172922372,GPU-0ec25564-93f7-a665-f765-2513965c6768
536,bert,3,c197,22,0,0,0.17950118,0.179455126,3.365949961,0.174765062,GPU-630b2387-2636-a032-02c3-fc366bd197fa
537,bert,3,c197,22,1,0,0.177814478,0.177731788,3.366426219,0.173649135,GPU-7658759d-6299-3da2-ac45-2978dc7da78c
538,bert,3,c197,22,2,0,0.17931191,0.179283709,3.365627173,0.176798303,GPU-bfed631d-88cd-503d-b692-897f026ceffd
539,bert,3,c197,22,3,0,0.178032,0.177983424,3.362086025,0.173140615,GPU-a4660132-f25c-98d9-b4a4-348e6e9f8810
540,bert,1,c198,72,0,0,0.178584913,0.178580466,3.344887246,0.176003674,GPU-81a6ecfb-9576-094f-4b4c-739cdee8d9b5
541,bert,1,c198,72,1,0,0.179082816,0.179077638,3.342884855,0.175514264,GPU-53816c16-823d-8bb6-6edb-c0b8702b194c
542,bert,1,c198,72,2,0,0.177972415,0.178028358,3.334002904,0.175126169,GPU-d0080c95-7345-5923-ae97-836069c442bd
543,bert,1,c198,72,3,0,0.178790841,0.178793596,3.336008901,0.171834147,GPU-c8089ebe-0415-e477-691d-52275e6d64a5
544,bert,1,c197,41,0,0,0.179673801,0.179671478,3.418666137,0.177125927,GPU-0f568672-a360-4531-9c67-3dfc52f8dcba
545,bert,1,c197,41,1,0,0.177795121,0.177833125,3.432476756,0.175217586,GPU-1c2a30dc-75a3-492e-b4b1-c0ba395c01ca
546,bert,1,c197,41,2,0,0.178167024,0.178174152,3.412586203,0.174229054,GPU-aab2af7e-95a0-216a-36d3-5b76cb972fcf
547,bert,1,c197,41,3,0,0.178349172,0.178405928,3.443491121,0.172378343,GPU-cfce0c96-3a6e-2f08-2b84-5df518f499b4
548,bert,5,c198,62,0,0,0.189322329,0.189204658,3.321984002,0.1848557,GPU-cd346956-200e-9fb9-d7a9-dfde0b6cb8ee
549,bert,5,c198,62,1,0,0.189677597,0.18953612,3.322891189,0.185624874,GPU-d5368684-33cf-978b-0f0a-d6b452a772ec
550,bert,5,c198,62,2,0,0.188456241,0.1883491,3.335867892,0.184517876,GPU-0fe332da-c43e-93a9-a8ea-e08f6c92e807
551,bert,5,c198,62,3,0,0.190089579,0.190035118,3.3317418,0.182291127,GPU-79ff28a8-e91f-59e8-31fc-f54fefb4b86f
552,bert,0,c198,82,0,0,0.178993701,0.178939476,4.578228273,0.176251074,GPU-7519be0c-5784-c7dd-dbee-0c4638887f8b
553,bert,0,c198,82,1,0,0.177993785,0.177973285,4.615719891,0.171569248,GPU-b3549ea2-9930-bd5c-28a5-26323cf45f8f
554,bert,0,c198,82,2,0,0.17727386,0.177203331,4.629208564,0.17394292,GPU-89987d48-2ba6-53a0-c671-c37aad71512b
555,bert,0,c198,82,3,0,0.177367829,0.177388184,4.61275004,0.170926552,GPU-0b480f4c-5a8d-e70b-8cfd-9eeeeea51758
556,bert,1,c197,51,0,0,0.178735463,0.178651696,3.205843946,0.176117272,GPU-e4d78173-285e-8e36-babb-063221493550
557,bert,1,c197,51,1,0,0.17721025,0.177167159,3.186019638,0.17430362,GPU-e7140764-128a-08f8-06d2-19d316b4c5e9
558,bert,1,c197,51,2,0,0.178775418,0.178739846,3.200380593,0.175616525,GPU-8781868c-f755-7017-4263-ef3e2113b959
559,bert,1,c197,51,3,0,0.177981733,0.178004688,3.200147474,0.172843695,GPU-7d54391f-8197-2f8f-759c-bf8e22af7edd
560,bert,1,c196,52,0,0,0.180052921,0.180033739,3.209275788,0.177183907,GPU-bbfd8870-58a9-6a7c-d1e0-97b5b21dd13f
561,bert,1,c196,52,1,0,0.178177344,0.178150182,3.217389973,0.175204434,GPU-1b707649-2784-0639-8b36-e00b57be1c95
562,bert,1,c196,52,2,0,0.179006329,0.179000571,3.221231309,0.174520679,GPU-246048be-a3a5-d67a-03ff-edeb54be1914
563,bert,1,c196,52,3,0,0.178632007,0.178625833,3.196478915,0.176099843,GPU-d65bc0c4-1852-1fb8-6ce6-b7345c991d28
564,bert,0,c198,72,0,0,0.178178727,0.178139618,4.533271739,0.175580422,GPU-81a6ecfb-9576-094f-4b4c-739cdee8d9b5
565,bert,0,c198,72,1,0,0.177786544,0.177838871,4.538516901,0.174226793,GPU-53816c16-823d-8bb6-6edb-c0b8702b194c
566,bert,0,c198,72,2,0,0.17790217,0.177918941,4.527684689,0.171046439,GPU-d0080c95-7345-5923-ae97-836069c442bd
567,bert,0,c198,72,3,0,0.178322894,0.17835189,4.519139198,0.175952582,GPU-c8089ebe-0415-e477-691d-52275e6d64a5
568,bert,4,c198,51,0,0,0.178980306,0.178920081,3.287916936,0.176615376,GPU-21713f81-a0ce-bb17-03a8-1d6a554964c6
569,bert,4,c198,51,1,0,0.17788384,0.177930162,3.314306861,0.171707978,GPU-dad45960-d00e-c32f-cccb-5d6e464e6aba
570,bert,4,c198,51,2,0,0.179224241,0.179246168,3.288919753,0.172875655,GPU-184cd5cd-30f3-ab6c-087e-32235d88b6d1
571,bert,4,c198,51,3,0,0.177548887,0.177523248,3.29414169,0.175043735,GPU-eeffef8a-c5b5-54ca-5c89-74cc4d0fcb7f
572,bert,0,c199,22,0,0,0.177555099,0.177586924,5.247030344,0.174920636,GPU-d018a0a9-7076-7c16-67b7-a69772554c0b
573,bert,0,c199,22,1,0,0.177386316,0.17748216,5.280949946,0.174547309,GPU-c0b12dd5-53c3-3c57-c3c3-d1eacf1cd2e4
574,bert,0,c199,22,2,0,0.179094979,0.179025499,5.366627279,0.172727924,GPU-273d7bd1-76ca-c36e-3b5f-b6a3acfaec91
575,bert,0,c199,22,3,0,0.177088542,0.17701245,5.24873022,0.171431792,GPU-884929c9-b02c-10ae-94b8-c21abc0c04ca
576,bert,1,c197,42,0,0,0.179390763,0.179336655,3.354553258,0.176552448,GPU-1fdce80d-b1ac-d651-6449-82e28948b1ff
577,bert,1,c197,42,1,0,0.178203501,0.178177118,3.347434807,0.172665294,GPU-e5de72d6-7749-c28e-d3e5-af585c8f6213
578,bert,1,c197,42,2,0,0.17923775,0.179192072,3.406299372,0.172103493,GPU-0f931387-8fa1-22c2-4fec-0c39738f3743
579,bert,1,c197,42,3,0,0.178344369,0.178346002,3.392360266,0.175595655,GPU-38eb2c79-832a-3b04-28ec-5a4382b19797
580,bert,0,c199,91,0,0,0.178048544,0.178109632,5.479089763,0.175121194,GPU-f70e14a5-1a35-f46d-9361-a11c3765c79c
581,bert,0,c199,91,1,0,0.178702797,0.178659368,5.465124048,0.17421096,GPU-0c673ca6-30da-96bc-a28e-5617fcd05148
582,bert,0,c199,91,2,0,0.178751672,0.178690613,5.47987154,0.174548377,GPU-6226967d-97d4-3012-b664-8c1e068155c7
583,bert,0,c199,91,3,0,0.177961497,0.178026775,5.470690132,0.17572552,GPU-4ca34e5c-9d4d-7500-1b50-45a9e3632b9c
584,bert,0,c196,62,0,0,0.178696611,0.178680031,5.440205769,0.175756607,GPU-b5bfd8f4-1af1-1d42-7e61-4418fb73e9b5
585,bert,0,c196,62,1,0,0.176780259,0.176712186,5.455365566,0.173035379,GPU-4cae3e04-8317-7130-c33d-f596fe441d34
586,bert,0,c196,62,2,0,0.178637446,0.17859079,5.451443305,0.175509971,GPU-9f233605-62c7-c998-3c19-8051b138d7a8
587,bert,0,c196,62,3,0,0.177252954,0.177232088,5.363417998,0.17464486,GPU-9e51dd33-ce17-5832-e3f3-257032c14eee
588,bert,5,c197,82,0,0,0.179169677,0.179144284,3.242916048,0.175716488,GPU-352c6a6a-c453-870b-ed58-f85419f4ed96
589,bert,5,c197,82,1,0,0.17844951,0.178466101,3.188228602,0.175505954,GPU-80a9eb22-f191-0258-0928-1e6e2f68e25f
590,bert,5,c197,82,2,0,0.178303189,0.178314919,3.188164553,0.175091087,GPU-a1b245cd-418c-e668-f727-832c29d8c35e
591,bert,5,c197,82,3,0,0.178504398,0.178512839,3.179987501,0.176073004,GPU-c670953f-2c4d-e864-d621-a7e832aa6e89
592,bert,1,c196,71,0,0,0.181031551,0.181033537,3.26723856,0.178932473,GPU-ff79558e-5b2e-0218-ddd1-4026a868279c
593,bert,1,c196,71,1,0,0.178022702,0.177956421,3.27018529,0.17061802,GPU-eea21d9b-86da-4f67-a5ec-953136260696
594,bert,1,c196,71,2,0,0.179104208,0.179099942,3.269508467,0.176000827,GPU-a443a153-8c68-a285-e46b-32247ba74fb8
595,bert,1,c196,71,3,0,0.178136137,0.178066218,3.267069228,0.174222471,GPU-5630a182-4df4-d329-d517-411ea9194b0f
596,bert,5,c198,101,0,0,0.179374237,0.17935651,4.925504465,0.176627699,GPU-33c24d68-8734-d4da-c775-4a201cad9aa5
597,bert,5,c198,101,1,0,0.179091625,0.179093321,4.937873143,0.17635726,GPU-4b51c235-cfb1-a2b8-c3a2-1c34a0d8cd66
598,bert,5,c198,101,2,0,0.178570423,0.178585466,4.933143706,0.175761634,GPU-50d47302-384d-41ec-7360-05758508950c
599,bert,5,c198,101,3,0,0.177967179,0.17795345,4.952752046,0.175691011,GPU-25b05cf8-e375-3e64-4d3c-da3563b568d8
600,bert,1,c196,42,0,0,0.179751818,0.17975565,3.338294858,0.176663278,GPU-76b58ef4-9322-a869-13c5-fdebd7f266c5
601,bert,1,c196,42,1,0,0.178368965,0.17840524,3.364702838,0.175103905,GPU-73ea3093-4f70-104d-ac0c-53398037296b
602,bert,1,c196,42,2,0,0.179151876,0.179192212,3.36887484,0.17467499,GPU-1769e88d-4e21-c6fa-e5d2-bf0c2d55e5df
603,bert,1,c196,42,3,0,0.178531342,0.178583196,3.369555709,0.173309246,GPU-c8d2f290-bf0b-38a3-7a49-071453c4f99b
604,bert,4,c197,21,0,0,0.178634554,0.178667525,3.331327171,0.17474673,GPU-17dc4701-59b1-f773-ca6d-5991156e00a9
605,bert,4,c197,21,1,0,0.17890019,0.178913119,3.296688297,0.176819461,GPU-cf3ab66c-6bfd-d46b-d29d-f458613b2722
606,bert,4,c197,21,2,0,0.179630037,0.179587252,3.301892634,0.172832987,GPU-d65b1686-64d7-2cdf-908d-e681c39034e0
607,bert,4,c197,21,3,0,0.178404748,0.178429709,3.326654176,0.172689326,GPU-8524668e-94b0-2304-7d7c-773c0b566e35
608,bert,1,c198,71,0,0,0.178645207,0.178726925,3.293355178,0.172949348,GPU-e766b213-7de5-c977-45b0-deecb351612a
609,bert,1,c198,71,1,0,0.178460185,0.178401185,3.2752633,0.175642537,GPU-e8f7ef46-1905-975f-7b59-c4413d78194b
610,bert,1,c198,71,2,0,0.179040198,0.178986315,3.278143248,0.176517865,GPU-95ae48ac-4588-2d14-c275-a917d4c19910
611,bert,1,c198,71,3,0,0.178731854,0.17880029,3.275206987,0.174179136,GPU-f33f0390-bd96-6b4f-4b71-2c83e9051d8d
612,bert,4,c197,31,0,0,0.178865369,0.17892072,3.412670148,0.17549657,GPU-71bcc6c0-1e24-2bda-31ec-d6ff86f0ff88
613,bert,4,c197,31,1,0,0.178287567,0.178320621,3.416279328,0.174765263,GPU-8ccafb11-6944-f86c-f851-d82be1e7cc71
